"","dates","values"
"219",1991-01-01,8.77
"220",1991-02-01,8.43
"221",1991-03-01,8.59
"222",1991-04-01,8.39
"223",1991-05-01,8.3
"224",1991-06-01,8.53
"225",1991-07-01,8.74
"226",1991-08-01,8.46
"227",1991-09-01,8.43
"228",1991-10-01,8.42
"229",1991-11-01,8.32
"230",1991-12-01,8.09
"231",1992-01-01,7.83
"232",1992-02-01,7.76
"233",1992-03-01,7.91
"234",1992-04-01,7.96
"235",1992-05-01,7.92
"236",1992-06-01,8.03
"237",1992-07-01,8.1
"238",1992-08-01,8
"239",1992-09-01,7.56
"240",1992-10-01,7.24
"241",1992-11-01,7.18
"242",1992-12-01,7.02
"243",1993-01-01,6.91
"244",1993-02-01,6.56
"245",1993-03-01,6.6
"246",1993-04-01,6.7
"247",1993-05-01,6.77
"248",1993-06-01,6.61
"249",1993-07-01,6.47
"250",1993-08-01,6.14
"251",1993-09-01,6.08
"252",1993-10-01,5.83
"253",1993-11-01,5.78
"254",1993-12-01,5.61
"255",1994-01-01,5.69
"256",1994-02-01,6.28
"257",1994-03-01,6.46
"258",1994-04-01,6.78
"259",1994-05-01,7.07
"260",1994-06-01,7.12
"261",1994-07-01,7.09
"262",1994-08-01,7.38
"263",1994-09-01,7.66
"264",1994-10-01,7.66
"265",1994-11-01,7.51
"266",1994-12-01,7.73
"267",1995-01-01,7.52
"268",1995-02-01,7.4
"269",1995-03-01,7.25
"270",1995-04-01,7.08
"271",1995-05-01,6.66
"272",1995-06-01,7.12
"273",1995-07-01,6.92
"274",1995-08-01,6.8
"275",1995-09-01,6.77
"276",1995-10-01,6.54
"277",1995-11-01,6.26
"278",1995-12-01,6.05
"279",1996-01-01,5.9
"280",1996-02-01,6.45
"281",1996-03-01,6.47
"282",1996-04-01,6.32
"283",1996-05-01,6.44
"284",1996-06-01,6.59
"285",1996-07-01,6.41
"286",1996-08-01,6.4
"287",1996-09-01,6.11
"288",1996-10-01,6.04
"289",1996-11-01,5.74
"290",1996-12-01,5.82
"291",1997-01-01,5.76
"292",1997-02-01,5.46
"293",1997-03-01,5.83
"294",1997-04-01,5.76
"295",1997-05-01,5.87
"296",1997-06-01,5.6
"297",1997-07-01,5.45
"298",1997-08-01,5.64
"299",1997-09-01,5.48
"300",1997-10-01,5.59
"301",1997-11-01,5.52
"302",1997-12-01,5.3
"303",1998-01-01,5.04
"304",1998-02-01,4.91
"305",1998-03-01,4.91
"306",1998-04-01,5.11
"307",1998-05-01,4.92
"308",1998-06-01,4.84
"309",1998-07-01,4.69
"310",1998-08-01,4.24
"311",1998-09-01,4.01
"312",1998-10-01,4.15
"313",1998-11-01,4
"314",1998-12-01,3.87
"315",1999-01-01,3.63
"316",1999-02-01,3.99
"317",1999-03-01,3.98
"318",1999-04-01,3.77
"319",1999-05-01,4.03
"320",1999-06-01,4.53
"321",1999-07-01,4.76
"322",1999-08-01,4.93
"323",1999-09-01,5.14
"324",1999-10-01,5.23
"325",1999-11-01,5.2
"326",1999-12-01,5.31
"327",2000-01-01,5.6
"328",2000-02-01,5.5
"329",2000-03-01,5.23
"330",2000-04-01,5.37
"331",2000-05-01,5.31
"332",2000-06-01,5.26
"333",2000-07-01,5.28
"334",2000-08-01,5.35
"335",2000-09-01,5.26
"336",2000-10-01,5.25
"337",2000-11-01,5.05
"338",2000-12-01,4.85
"339",2001-01-01,4.77
"340",2001-02-01,4.7
"341",2001-03-01,4.66
"342",2001-04-01,5.01
"343",2001-05-01,5.16
"344",2001-06-01,5.01
"345",2001-07-01,4.88
"346",2001-08-01,4.75
"347",2001-09-01,4.72
"348",2001-10-01,4.38
"349",2001-11-01,4.59
"350",2001-12-01,4.94
"351",2002-01-01,4.96
"352",2002-02-01,4.92
"353",2002-03-01,5.23
"354",2002-04-01,5.1
"355",2002-05-01,5.13
"356",2002-06-01,4.93
"357",2002-07-01,4.8
"358",2002-08-01,4.52
"359",2002-09-01,4.26
"360",2002-10-01,4.46
"361",2002-11-01,4.48
"362",2002-12-01,4.14
"363",2003-01-01,3.94
"364",2003-02-01,3.84
"365",2003-03-01,3.95
"366",2003-04-01,4.05
"367",2003-05-01,3.58
"368",2003-06-01,3.76
"369",2003-07-01,3.95
"370",2003-08-01,4.09
"371",2003-09-01,3.95
"372",2003-10-01,4.27
"373",2003-11-01,4.37
"374",2003-12-01,4.22
"375",2004-01-01,4.2
"376",2004-02-01,3.94
"377",2004-03-01,3.86
"378",2004-04-01,4.12
"379",2004-05-01,4.21
"380",2004-06-01,4.24
"381",2004-07-01,4.14
"382",2004-08-01,3.96
"383",2004-09-01,3.88
"384",2004-10-01,3.76
"385",2004-11-01,3.64
"386",2004-12-01,3.57
"387",2005-01-01,3.44
"388",2005-02-01,3.59
"389",2005-03-01,3.58
"390",2005-04-01,3.3
"391",2005-05-01,3.14
"392",2005-06-01,3.02
"393",2005-07-01,3.08
"394",2005-08-01,3.02
"395",2005-09-01,3.1
"396",2005-10-01,3.35
"397",2005-11-01,3.36
"398",2005-12-01,3.25
"399",2006-01-01,3.46
"400",2006-02-01,3.49
"401",2006-03-01,3.76
"402",2006-04-01,3.99
"403",2006-05-01,3.92
"404",2006-06-01,4.08
"405",2006-07-01,3.91
"406",2006-08-01,3.78
"407",2006-09-01,3.68
"408",2006-10-01,3.8
"409",2006-11-01,3.72
"410",2006-12-01,3.96
"411",2007-01-01,4.11
"412",2007-02-01,3.97
"413",2007-03-01,4.06
"414",2007-04-01,4.23
"415",2007-05-01,4.42
"416",2007-06-01,4.57
"417",2007-07-01,4.38
"418",2007-08-01,4.29
"419",2007-09-01,4.35
"420",2007-10-01,4.22
"421",2007-11-01,4.09
"422",2007-12-01,4.36
"423",2008-01-01,3.93
"424",2008-02-01,3.88
"425",2008-03-01,3.96
"426",2008-04-01,4.2
"427",2008-05-01,4.45
"428",2008-06-01,4.64
"429",2008-07-01,4.47
"430",2008-08-01,4.15
"431",2008-09-01,4.06
"432",2008-10-01,3.81
"433",2008-11-01,3.25
"434",2008-12-01,3
"435",2009-01-01,3.3
"436",2009-02-01,3.1
"437",2009-03-01,3.05
"438",2009-04-01,3.24
"439",2009-05-01,3.56
"440",2009-06-01,3.38
"441",2009-07-01,3.33
"442",2009-08-01,3.2
"443",2009-09-01,3.19
"444",2009-10-01,3.25
"445",2009-11-01,3.05
"446",2009-12-01,3.27
"447",2010-01-01,3.1
"448",2010-02-01,3.01
"449",2010-03-01,3.01
"450",2010-04-01,2.91
"451",2010-05-01,2.5
"452",2010-06-01,2.42
"453",2010-07-01,2.56
"454",2010-08-01,1.96
"455",2010-09-01,2.1
"456",2010-10-01,2.43
"457",2010-11-01,2.57
"458",2010-12-01,2.83
"459",2011-01-01,3.08
"460",2011-02-01,3.03
"461",2011-03-01,3.28
"462",2011-04-01,3.2
"463",2011-05-01,2.93
"464",2011-06-01,2.85
"465",2011-07-01,2.46
"466",2011-08-01,2.01
"467",2011-09-01,1.81
"468",2011-10-01,1.94
"469",2011-11-01,2.1
"470",2011-12-01,1.6
"471",2012-01-01,1.58
"472",2012-02-01,1.57
"473",2012-03-01,1.59
"474",2012-04-01,1.39
"475",2012-05-01,1.03
"476",2012-06-01,1.35
"477",2012-07-01,1.06
"478",2012-08-01,1.09
"479",2012-09-01,1.17
"480",2012-10-01,1.22
"481",2012-11-01,1.09
"482",2012-12-01,1.01
"483",2013-01-01,1.33
"484",2013-02-01,1.13
"485",2013-03-01,0.93
"486",2013-04-01,0.91
"487",2013-05-01,1.13
"488",2013-06-01,1.39
"489",2013-07-01,1.38
"490",2013-08-01,1.55
"491",2013-09-01,1.4
"492",2013-10-01,1.34
"493",2013-11-01,1.39
"494",2013-12-01,1.7
"495",2014-01-01,1.32
"496",2014-02-01,1.27
"497",2014-03-01,1.26
"498",2014-04-01,1.23
"499",2014-05-01,1.04
"500",2014-06-01,0.95
"501",2014-07-01,0.87
"502",2014-08-01,0.66
"503",2014-09-01,0.67
"504",2014-10-01,0.6
"505",2014-11-01,0.48
"506",2014-12-01,0.36
"507",2015-01-01,0.18
"508",2015-02-01,0.14
"509",2015-03-01,0.09
"510",2015-04-01,0.22
"511",2015-05-01,0.35
"512",2015-06-01,0.58
"513",2015-07-01,0.43
"514",2015-08-01,0.47
"515",2015-09-01,0.36
"516",2015-10-01,0.27
"517",2015-11-01,0.22
"518",2015-12-01,0.42
"519",2016-01-01,0.1
"520",2016-02-01,-0.11
"521",2016-03-01,-0.07
"522",2016-04-01,0.02
"523",2016-05-01,-0.04
"524",2016-06-01,-0.3
"525",2016-07-01,-0.3
"526",2016-08-01,-0.32
"527",2016-09-01,-0.38
"528",2016-10-01,-0.07
"529",2016-11-01,-0.04
"530",2016-12-01,-0.03
"531",2017-01-01,0.19
"532",2017-02-01,-0.09
"533",2017-03-01,0.08
"534",2017-04-01,0.09
"535",2017-05-01,0.06
"536",2017-06-01,0.23
"537",2017-07-01,0.28
"538",2017-08-01,0.1
"539",2017-09-01,0.2
"540",2017-10-01,0.14
"541",2017-11-01,0.17
"542",2017-12-01,0.25
"543",2018-01-01,0.47
"544",2018-02-01,0.48
"545",2018-03-01,0.32
"546",2018-04-01,0.39
"547",2018-05-01,0.22
"548",2018-06-01,0.16
"549",2018-07-01,0.22
"550",2018-08-01,0.15
"551",2018-09-01,0.3
"552",2018-10-01,0.2
"553",2018-11-01,0.13
"554",2018-12-01,0.06
"555",2019-01-01,-0.03
"556",2019-02-01,-0.03
"557",2019-03-01,-0.22
"558",2019-04-01,-0.14
"559",2019-05-01,-0.36
"560",2019-06-01,-0.45
"561",2019-07-01,-0.55
"562",2019-08-01,-0.8
"563",2019-09-01,-0.66
"564",2019-10-01,-0.51
"565",2019-11-01,-0.47
"566",2019-12-01,-0.31
"567",2020-01-01,-0.52
"568",2020-02-01,-0.69
"569",2020-03-01,-0.56
"570",2020-04-01,-0.59
"571",2020-05-01,-0.5
"572",2020-06-01,-0.59
"573",2020-07-01,-0.66
"574",2020-08-01,-0.51
"575",2020-09-01,-0.65
"576",2020-10-01,-0.73
"577",2020-11-01,-0.67
"578",2020-12-01,-0.65
"579",2021-01-01,-0.64
"580",2021-02-01,-0.39
"581",2021-03-01,-0.41
"582",2021-04-01,-0.35
"583",2021-05-01,-0.32
"584",2021-06-01,-0.37
"585",2021-07-01,-0.6
"586",2021-08-01,-0.58
"587",2021-09-01,-0.37
"588",2021-10-01,-0.23
"589",2021-11-01,-0.5
"590",2021-12-01,-0.33
"591",2022-01-01,-0.15
"592",2022-02-01,0.07
"593",2022-03-01,0.53
"594",2022-04-01,0.79
"595",2022-05-01,0.98
"596",2022-06-01,1.31
"597",2022-07-01,0.78
"598",2022-08-01,1.43
"599",2022-09-01,2.07
"600",2022-10-01,2.13
"601",2022-11-01,1.92
"602",2022-12-01,2.5
"603",2023-01-01,2.25
"604",2023-02-01,2.63
"605",2023-03-01,2.34
"606",2023-04-01,2.32
"607",2023-05-01,2.25
"608",2023-06-01,2.43
"609",2023-07-01,2.48
"610",2023-08-01,2.46
"611",2023-09-01,2.8
"612",2023-10-01,2.71
"613",2023-11-01,2.34
"614",2023-12-01,1.96
"615",2024-01-01,2.15
"616",2024-02-01,2.45
"617",2024-03-01,2.27
"618",2024-04-01,2.5
"619",2024-05-01,2.66
"620",2024-06-01,2.42
"621",2024-07-01,2.26
"622",2024-08-01,2.2
"623",2024-09-01,2.1
"624",2024-10-01,2.36
"625",2024-11-01,2.06
"626",2024-12-01,2.33
"627",2025-01-01,2.4
"628",2025-02-01,2.3
"629",2025-03-01,2.58
"630",2025-04-01,2.35
"631",2025-05-01,2.41
"632",2025-06-01,2.47
"633",2025-07-01,2.57
"634",2025-08-01,2.56
"635",2025-09-01,2.59
"636",2025-10-01,2.54
