"","dates","values"
"219",1991-01-01,8.97
"220",1991-02-01,8.69
"221",1991-03-01,8.77
"222",1991-04-01,8.87
"223",1991-05-01,8.69
"224",1991-06-01,8.85
"225",1991-07-01,9.11
"226",1991-08-01,8.84
"227",1991-09-01,8.84
"228",1991-10-01,9.05
"229",1991-11-01,9.07
"230",1991-12-01,9.01
"231",1992-01-01,8.83
"232",1992-02-01,8.79
"233",1992-03-01,9
"234",1992-04-01,8.95
"235",1992-05-01,8.99
"236",1992-06-01,9.08
"237",1992-07-01,9.31
"238",1992-08-01,9.47
"239",1992-09-01,8.29
"240",1992-10-01,7.72
"241",1992-11-01,7.6
"242",1992-12-01,7.58
"243",1993-01-01,7.32
"244",1993-02-01,6.81
"245",1993-03-01,6.55
"246",1993-04-01,6.75
"247",1993-05-01,6.66
"248",1993-06-01,6.59
"249",1993-07-01,6.29
"250",1993-08-01,5.96
"251",1993-09-01,5.93
"252",1993-10-01,5.66
"253",1993-11-01,5.38
"254",1993-12-01,5.29
"255",1994-01-01,5.23
"256",1994-02-01,5.58
"257",1994-03-01,5.47
"258",1994-04-01,5.37
"259",1994-05-01,5.27
"260",1994-06-01,5.25
"261",1994-07-01,5.2
"262",1994-08-01,5.38
"263",1994-09-01,5.76
"264",1994-10-01,5.63
"265",1994-11-01,5.68
"266",1994-12-01,5.94
"267",1995-01-01,5.69
"268",1995-02-01,5.67
"269",1995-03-01,5.07
"270",1995-04-01,4.89
"271",1995-05-01,4.56
"272",1995-06-01,4.81
"273",1995-07-01,4.61
"274",1995-08-01,4.36
"275",1995-09-01,4.08
"276",1995-10-01,4.04
"277",1995-11-01,3.8
"278",1995-12-01,3.61
"279",1996-01-01,3.26
"280",1996-02-01,3.42
"281",1996-03-01,3.4
"282",1996-04-01,3.26
"283",1996-05-01,3.42
"284",1996-06-01,3.65
"285",1996-07-01,3.53
"286",1996-08-01,3.34
"287",1996-09-01,3.23
"288",1996-10-01,3.3
"289",1996-11-01,3.28
"290",1996-12-01,3.19
"291",1997-01-01,3.15
"292",1997-02-01,3.31
"293",1997-03-01,3.37
"294",1997-04-01,3.31
"295",1997-05-01,3.31
"296",1997-06-01,3.21
"297",1997-07-01,3.39
"298",1997-08-01,3.53
"299",1997-09-01,3.67
"300",1997-10-01,3.99
"301",1997-11-01,4
"302",1997-12-01,3.86
"303",1998-01-01,3.66
"304",1998-02-01,3.67
"305",1998-03-01,3.79
"306",1998-04-01,3.91
"307",1998-05-01,3.75
"308",1998-06-01,3.81
"309",1998-07-01,3.73
"310",1998-08-01,3.45
"311",1998-09-01,3.45
"312",1998-10-01,3.36
"313",1998-11-01,3.29
"314",1998-12-01,3.06
"315",1999-01-01,2.86
"316",1999-02-01,2.99
"317",1999-03-01,2.84
"318",1999-04-01,2.6
"319",1999-05-01,2.65
"320",1999-06-01,2.9
"321",1999-07-01,3.01
"322",1999-08-01,3.16
"323",1999-09-01,3.18
"324",1999-10-01,3.56
"325",1999-11-01,3.67
"326",1999-12-01,3.78
"327",2000-01-01,3.97
"328",2000-02-01,4.07
"329",2000-03-01,4.16
"330",2000-04-01,4.43
"331",2000-05-01,4.84
"332",2000-06-01,4.87
"333",2000-07-01,5.05
"334",2000-08-01,5.17
"335",2000-09-01,5.06
"336",2000-10-01,5.13
"337",2000-11-01,4.97
"338",2000-12-01,4.61
"339",2001-01-01,4.43
"340",2001-02-01,4.46
"341",2001-03-01,4.26
"342",2001-04-01,4.67
"343",2001-05-01,4.38
"344",2001-06-01,4.29
"345",2001-07-01,4.19
"346",2001-08-01,3.96
"347",2001-09-01,3.42
"348",2001-10-01,3.15
"349",2001-11-01,3.21
"350",2001-12-01,3.32
"351",2002-01-01,3.6
"352",2002-02-01,3.55
"353",2002-03-01,3.86
"354",2002-04-01,3.73
"355",2002-05-01,3.91
"356",2002-06-01,3.68
"357",2002-07-01,3.45
"358",2002-08-01,3.3
"359",2002-09-01,3.03
"360",2002-10-01,3.02
"361",2002-11-01,2.95
"362",2002-12-01,2.63
"363",2003-01-01,2.52
"364",2003-02-01,2.33
"365",2003-03-01,2.3
"366",2003-04-01,2.39
"367",2003-05-01,2.07
"368",2003-06-01,2
"369",2003-07-01,2.09
"370",2003-08-01,2.32
"371",2003-09-01,2.09
"372",2003-10-01,2.34
"373",2003-11-01,2.41
"374",2003-12-01,2.26
"375",2004-01-01,2.19
"376",2004-02-01,2.02
"377",2004-03-01,1.93
"378",2004-04-01,2.17
"379",2004-05-01,2.3
"380",2004-06-01,2.36
"381",2004-07-01,2.32
"382",2004-08-01,2.22
"383",2004-09-01,2.32
"384",2004-10-01,2.27
"385",2004-11-01,2.22
"386",2004-12-01,2.28
"387",2005-01-01,2.22
"388",2005-02-01,2.27
"389",2005-03-01,2.29
"390",2005-04-01,2.1
"391",2005-05-01,2.1
"392",2005-06-01,1.98
"393",2005-07-01,2.14
"394",2005-08-01,2.14
"395",2005-09-01,2.23
"396",2005-10-01,2.41
"397",2005-11-01,2.64
"398",2005-12-01,2.71
"399",2006-01-01,2.77
"400",2006-02-01,2.85
"401",2006-03-01,3.08
"402",2006-04-01,3.17
"403",2006-05-01,3.2
"404",2006-06-01,3.38
"405",2006-07-01,3.39
"406",2006-08-01,3.48
"407",2006-09-01,3.56
"408",2006-10-01,3.7
"409",2006-11-01,3.7
"410",2006-12-01,3.85
"411",2007-01-01,3.95
"412",2007-02-01,3.92
"413",2007-03-01,4.02
"414",2007-04-01,4.14
"415",2007-05-01,4.33
"416",2007-06-01,4.39
"417",2007-07-01,4.36
"418",2007-08-01,4.11
"419",2007-09-01,4.08
"420",2007-10-01,4.12
"421",2007-11-01,3.94
"422",2007-12-01,4.07
"423",2008-01-01,3.63
"424",2008-02-01,3.48
"425",2008-03-01,3.71
"426",2008-04-01,3.95
"427",2008-05-01,4.32
"428",2008-06-01,4.6
"429",2008-07-01,4.44
"430",2008-08-01,4.28
"431",2008-09-01,3.24
"432",2008-10-01,2.39
"433",2008-11-01,1.98
"434",2008-12-01,1.61
"435",2009-01-01,1.22
"436",2009-02-01,1.05
"437",2009-03-01,0.92
"438",2009-04-01,0.99
"439",2009-05-01,0.91
"440",2009-06-01,0.84
"441",2009-07-01,0.73
"442",2009-08-01,0.73
"443",2009-09-01,0.72
"444",2009-10-01,0.85
"445",2009-11-01,0.8
"446",2009-12-01,0.77
"447",2010-01-01,0.69
"448",2010-02-01,0.51
"449",2010-03-01,0.54
"450",2010-04-01,0.48
"451",2010-05-01,0.23
"452",2010-06-01,0.29
"453",2010-07-01,0.54
"454",2010-08-01,0.42
"455",2010-09-01,0.6
"456",2010-10-01,0.86
"457",2010-11-01,0.67
"458",2010-12-01,0.56
"459",2011-01-01,1.04
"460",2011-02-01,1.1
"461",2011-03-01,1.32
"462",2011-04-01,1.46
"463",2011-05-01,1.4
"464",2011-06-01,1.39
"465",2011-07-01,1.11
"466",2011-08-01,0.65
"467",2011-09-01,0.38
"468",2011-10-01,0.42
"469",2011-11-01,0.1
"470",2011-12-01,-0.02
"471",2012-01-01,0.09
"472",2012-02-01,0.13
"473",2012-03-01,0.12
"474",2012-04-01,0.04
"475",2012-05-01,0
"476",2012-06-01,0.03
"477",2012-07-01,-0.1
"478",2012-08-01,-0.06
"479",2012-09-01,-0.04
"480",2012-10-01,-0.01
"481",2012-11-01,-0.03
"482",2012-12-01,-0.04
"483",2013-01-01,0.14
"484",2013-02-01,-0.01
"485",2013-03-01,-0.03
"486",2013-04-01,-0.01
"487",2013-05-01,-0.01
"488",2013-06-01,0.06
"489",2013-07-01,0.06
"490",2013-08-01,0.08
"491",2013-09-01,0.07
"492",2013-10-01,0.08
"493",2013-11-01,0.07
"494",2013-12-01,0.13
"495",2014-01-01,0.06
"496",2014-02-01,0.08
"497",2014-03-01,0.13
"498",2014-04-01,0.13
"499",2014-05-01,0.05
"500",2014-06-01,0
"501",2014-07-01,0
"502",2014-08-01,-0.03
"503",2014-09-01,-0.08
"504",2014-10-01,-0.04
"505",2014-11-01,-0.02
"506",2014-12-01,-0.1
"507",2015-01-01,-0.16
"508",2015-02-01,-0.21
"509",2015-03-01,-0.25
"510",2015-04-01,-0.26
"511",2015-05-01,-0.25
"512",2015-06-01,-0.27
"513",2015-07-01,-0.27
"514",2015-08-01,-0.25
"515",2015-09-01,-0.27
"516",2015-10-01,-0.34
"517",2015-11-01,-0.41
"518",2015-12-01,-0.39
"519",2016-01-01,-0.46
"520",2016-02-01,-0.53
"521",2016-03-01,-0.5
"522",2016-04-01,-0.51
"523",2016-05-01,-0.53
"524",2016-06-01,-0.65
"525",2016-07-01,-0.61
"526",2016-08-01,-0.62
"527",2016-09-01,-0.7
"528",2016-10-01,-0.67
"529",2016-11-01,-0.84
"530",2016-12-01,-0.84
"531",2017-01-01,-0.7
"532",2017-02-01,-0.92
"533",2017-03-01,-0.76
"534",2017-04-01,-0.79
"535",2017-05-01,-0.77
"536",2017-06-01,-0.66
"537",2017-07-01,-0.72
"538",2017-08-01,-0.77
"539",2017-09-01,-0.76
"540",2017-10-01,-0.81
"541",2017-11-01,-0.77
"542",2017-12-01,-0.72
"543",2018-01-01,-0.66
"544",2018-02-01,-0.66
"545",2018-03-01,-0.69
"546",2018-04-01,-0.66
"547",2018-05-01,-0.68
"548",2018-06-01,-0.69
"549",2018-07-01,-0.67
"550",2018-08-01,-0.65
"551",2018-09-01,-0.62
"552",2018-10-01,-0.72
"553",2018-11-01,-0.68
"554",2018-12-01,-0.7
"555",2019-01-01,-0.59
"556",2019-02-01,-0.57
"557",2019-03-01,-0.61
"558",2019-04-01,-0.59
"559",2019-05-01,-0.64
"560",2019-06-01,-0.7
"561",2019-07-01,-0.72
"562",2019-08-01,-0.85
"563",2019-09-01,-0.73
"564",2019-10-01,-0.67
"565",2019-11-01,-0.64
"566",2019-12-01,-0.69
"567",2020-01-01,-0.64
"568",2020-02-01,-0.73
"569",2020-03-01,-0.69
"570",2020-04-01,-0.64
"571",2020-05-01,-0.6
"572",2020-06-01,-0.68
"573",2020-07-01,-0.7
"574",2020-08-01,-0.65
"575",2020-09-01,-0.67
"576",2020-10-01,-0.77
"577",2020-11-01,-0.72
"578",2020-12-01,-0.73
"579",2021-01-01,-0.68
"580",2021-02-01,-0.64
"581",2021-03-01,-0.66
"582",2021-04-01,-0.67
"583",2021-05-01,-0.66
"584",2021-06-01,-0.68
"585",2021-07-01,-0.74
"586",2021-08-01,-0.73
"587",2021-09-01,-0.71
"588",2021-10-01,-0.67
"589",2021-11-01,-0.81
"590",2021-12-01,-0.73
"591",2022-01-01,-0.68
"592",2022-02-01,-0.66
"593",2022-03-01,-0.48
"594",2022-04-01,-0.2
"595",2022-05-01,-0.03
"596",2022-06-01,0.32
"597",2022-07-01,0.17
"598",2022-08-01,0.65
"599",2022-09-01,1.54
"600",2022-10-01,1.93
"601",2022-11-01,2
"602",2022-12-01,2.39
"603",2023-01-01,2.65
"604",2023-02-01,3.17
"605",2023-03-01,2.82
"606",2023-04-01,2.9
"607",2023-05-01,2.97
"608",2023-06-01,3.43
"609",2023-07-01,3.39
"610",2023-08-01,3.34
"611",2023-09-01,3.58
"612",2023-10-01,3.47
"613",2023-11-01,3.26
"614",2023-12-01,2.97
"615",2024-01-01,3.12
"616",2024-02-01,3.4
"617",2024-03-01,3.29
"618",2024-04-01,3.34
"619",2024-05-01,3.36
"620",2024-06-01,3.12
"621",2024-07-01,2.95
"622",2024-08-01,2.71
"623",2024-09-01,2.44
"624",2024-10-01,2.46
"625",2024-11-01,2.23
"626",2024-12-01,2.17
"627",2025-01-01,2.2
"628",2025-02-01,2.07
"629",2025-03-01,2.01
"630",2025-04-01,1.75
"631",2025-05-01,1.78
"632",2025-06-01,1.82
"633",2025-07-01,1.9
"634",2025-08-01,1.89
"635",2025-09-01,1.96
