"","dates","values"
"432",1991-01-01,9.2
"433",1991-02-01,8.9
"434",1991-03-01,8.7
"435",1991-04-01,8.7
"436",1991-05-01,8.7
"437",1991-06-01,8.7
"438",1991-07-01,9
"439",1991-08-01,9.1
"440",1991-09-01,9
"441",1991-10-01,8.9
"442",1991-11-01,8.9
"443",1991-12-01,8.9
"444",1992-01-01,8.6
"445",1992-02-01,8.4
"446",1992-03-01,8.4
"447",1992-04-01,8.6
"448",1992-05-01,8.6
"449",1992-06-01,8.7
"450",1992-07-01,8.8
"451",1992-08-01,8.9
"452",1992-09-01,8.5
"453",1992-10-01,7.9
"454",1992-11-01,7.6
"455",1992-12-01,7.6
"456",1993-01-01,7.3
"457",1993-02-01,7
"458",1993-03-01,6.7
"459",1993-04-01,6.7
"460",1993-05-01,6.8
"461",1993-06-01,6.9
"462",1993-07-01,6.7
"463",1993-08-01,6.4
"464",1993-09-01,6.2
"465",1993-10-01,6
"466",1993-11-01,5.8
"467",1993-12-01,5.7
"468",1994-01-01,5.7
"469",1994-02-01,5.9
"470",1994-03-01,6.3
"471",1994-04-01,6.4
"472",1994-05-01,6.5
"473",1994-06-01,6.9
"474",1994-07-01,6.9
"475",1994-08-01,7
"476",1994-09-01,7.4
"477",1994-10-01,7.5
"478",1994-11-01,7.5
"479",1994-12-01,7.5
"480",1995-01-01,7.6
"481",1995-02-01,7.4
"482",1995-03-01,7.2
"483",1995-04-01,6.9
"484",1995-05-01,6.6
"485",1995-06-01,6.5
"486",1995-07-01,6.6
"487",1995-08-01,6.4
"488",1995-09-01,6.2
"489",1995-10-01,6.1
"490",1995-11-01,5.8
"491",1995-12-01,5.6
"492",1996-01-01,5.4
"493",1996-02-01,5.6
"494",1996-03-01,5.8
"495",1996-04-01,5.7
"496",1996-05-01,5.7
"497",1996-06-01,5.8
"498",1996-07-01,5.8
"499",1996-08-01,5.6
"500",1996-09-01,5.5
"501",1996-10-01,5.2
"502",1996-11-01,5.2
"503",1996-12-01,5.2
"504",1997-01-01,5.1
"505",1997-02-01,4.9
"506",1997-03-01,5.1
"507",1997-04-01,5.2
"508",1997-05-01,5.1
"509",1997-06-01,5.1
"510",1997-07-01,5
"511",1997-08-01,5.2
"512",1997-09-01,5.2
"513",1997-10-01,5.4
"514",1997-11-01,5.4
"515",1997-12-01,5.3
"516",1998-01-01,5
"517",1998-02-01,4.9
"518",1998-03-01,4.9
"519",1998-04-01,4.9
"520",1998-05-01,4.9
"521",1998-06-01,4.8
"522",1998-07-01,4.7
"523",1998-08-01,4.6
"524",1998-09-01,4.3
"525",1998-10-01,4.2
"526",1998-11-01,4.2
"527",1998-12-01,4
"528",1999-01-01,3.8
"529",1999-02-01,3.8
"530",1999-03-01,3.9
"531",1999-04-01,3.8
"532",1999-05-01,3.8
"533",1999-06-01,4.2
"534",1999-07-01,4.6
"535",1999-08-01,4.9
"536",1999-09-01,5
"537",1999-10-01,5.3
"538",1999-11-01,5.2
"539",1999-12-01,5.3
"540",2000-01-01,5.5
"541",2000-02-01,5.6
"542",2000-03-01,5.5
"543",2000-04-01,5.5
"544",2000-05-01,5.8
"545",2000-06-01,5.8
"546",2000-07-01,5.8
"547",2000-08-01,5.8
