"","dates","values"
"433",1991-01-01,9.2
"434",1991-02-01,8.8
"435",1991-03-01,8.7
"436",1991-04-01,8.7
"437",1991-05-01,8.7
"438",1991-06-01,8.7
"439",1991-07-01,9
"440",1991-08-01,9.1
"441",1991-09-01,8.9
"442",1991-10-01,8.9
"443",1991-11-01,8.9
"444",1991-12-01,8.8
"445",1992-01-01,8.5
"446",1992-02-01,8.3
"447",1992-03-01,8.3
"448",1992-04-01,8.5
"449",1992-05-01,8.6
"450",1992-06-01,8.6
"451",1992-07-01,8.7
"452",1992-08-01,8.8
"453",1992-09-01,8.4
"454",1992-10-01,7.8
"455",1992-11-01,7.6
"456",1992-12-01,7.5
"457",1993-01-01,7.2
"458",1993-02-01,7
"459",1993-03-01,6.6
"460",1993-04-01,6.7
"461",1993-05-01,6.8
"462",1993-06-01,6.8
"463",1993-07-01,6.6
"464",1993-08-01,6.4
"465",1993-09-01,6.1
"466",1993-10-01,6
"467",1993-11-01,5.8
"468",1993-12-01,5.6
"469",1994-01-01,5.6
"470",1994-02-01,5.8
"471",1994-03-01,6.2
"472",1994-04-01,6.4
"473",1994-05-01,6.5
"474",1994-06-01,6.9
"475",1994-07-01,6.8
"476",1994-08-01,7
"477",1994-09-01,7.4
"478",1994-10-01,7.5
"479",1994-11-01,7.5
"480",1994-12-01,7.5
"481",1995-01-01,7.6
"482",1995-02-01,7.4
"483",1995-03-01,7.2
"484",1995-04-01,6.8
"485",1995-05-01,6.6
"486",1995-06-01,6.4
"487",1995-07-01,6.5
"488",1995-08-01,6.4
"489",1995-09-01,6.1
"490",1995-10-01,6.1
"491",1995-11-01,5.8
"492",1995-12-01,5.5
"493",1996-01-01,5.3
"494",1996-02-01,5.6
"495",1996-03-01,5.8
"496",1996-04-01,5.7
"497",1996-05-01,5.7
"498",1996-06-01,5.8
"499",1996-07-01,5.8
"500",1996-08-01,5.6
"501",1996-09-01,5.5
"502",1996-10-01,5.2
"503",1996-11-01,5.2
"504",1996-12-01,5.1
"505",1997-01-01,5
"506",1997-02-01,4.8
"507",1997-03-01,5
"508",1997-04-01,5.1
"509",1997-05-01,5
"510",1997-06-01,4.9
"511",1997-07-01,4.8
