"","dates","values"
"219",1991-01-01,8.92
"220",1991-02-01,8.54
"221",1991-03-01,8.69
"222",1991-04-01,8.56
"223",1991-05-01,8.41
"224",1991-06-01,8.66
"225",1991-07-01,8.89
"226",1991-08-01,8.65
"227",1991-09-01,8.63
"228",1991-10-01,8.63
"229",1991-11-01,8.56
"230",1991-12-01,8.32
"231",1992-01-01,7.99
"232",1992-02-01,7.93
"233",1992-03-01,8.14
"234",1992-04-01,8.15
"235",1992-05-01,8.09
"236",1992-06-01,8.2
"237",1992-07-01,8.32
"238",1992-08-01,8.18
"239",1992-09-01,7.69
"240",1992-10-01,7.25
"241",1992-11-01,7.19
"242",1992-12-01,6.98
"243",1993-01-01,6.86
"244",1993-02-01,6.4
"245",1993-03-01,6.42
"246",1993-04-01,6.54
"247",1993-05-01,6.6
"248",1993-06-01,6.44
"249",1993-07-01,6.29
"250",1993-08-01,5.98
"251",1993-09-01,5.87
"252",1993-10-01,5.6
"253",1993-11-01,5.5
"254",1993-12-01,5.32
"255",1994-01-01,5.41
"256",1994-02-01,6.01
"257",1994-03-01,6.16
"258",1994-04-01,6.49
"259",1994-05-01,6.74
"260",1994-06-01,6.86
"261",1994-07-01,6.82
"262",1994-08-01,7.12
"263",1994-09-01,7.44
"264",1994-10-01,7.45
"265",1994-11-01,7.32
"266",1994-12-01,7.59
"267",1995-01-01,7.37
"268",1995-02-01,7.21
"269",1995-03-01,6.9
"270",1995-04-01,6.73
"271",1995-05-01,6.26
"272",1995-06-01,6.74
"273",1995-07-01,6.53
"274",1995-08-01,6.39
"275",1995-09-01,6.3
"276",1995-10-01,6.06
"277",1995-11-01,5.72
"278",1995-12-01,5.54
"279",1996-01-01,5.39
"280",1996-02-01,5.93
"281",1996-03-01,5.95
"282",1996-04-01,5.79
"283",1996-05-01,5.89
"284",1996-06-01,6.12
"285",1996-07-01,5.94
"286",1996-08-01,5.86
"287",1996-09-01,5.6
"288",1996-10-01,5.52
"289",1996-11-01,5.22
"290",1996-12-01,5.28
"291",1997-01-01,5.18
"292",1997-02-01,4.97
"293",1997-03-01,5.33
"294",1997-04-01,5.24
"295",1997-05-01,5.35
"296",1997-06-01,5.09
"297",1997-07-01,5.04
"298",1997-08-01,5.25
"299",1997-09-01,5.16
"300",1997-10-01,5.32
"301",1997-11-01,5.26
"302",1997-12-01,5.05
"303",1998-01-01,4.77
"304",1998-02-01,4.68
"305",1998-03-01,4.73
"306",1998-04-01,4.92
"307",1998-05-01,4.72
"308",1998-06-01,4.62
"309",1998-07-01,4.52
"310",1998-08-01,4.02
"311",1998-09-01,3.82
"312",1998-10-01,3.9
"313",1998-11-01,3.77
"314",1998-12-01,3.62
"315",1999-01-01,3.39
"316",1999-02-01,3.74
"317",1999-03-01,3.66
"318",1999-04-01,3.43
"319",1999-05-01,3.67
"320",1999-06-01,4.23
"321",1999-07-01,4.48
"322",1999-08-01,4.65
"323",1999-09-01,4.87
"324",1999-10-01,5.02
"325",1999-11-01,5
"326",1999-12-01,5.11
"327",2000-01-01,5.42
"328",2000-02-01,5.33
"329",2000-03-01,5.1
"330",2000-04-01,5.23
"331",2000-05-01,5.24
"332",2000-06-01,5.17
"333",2000-07-01,5.24
"334",2000-08-01,5.34
"335",2000-09-01,5.21
"336",2000-10-01,5.19
"337",2000-11-01,4.96
"338",2000-12-01,4.72
"339",2001-01-01,4.65
"340",2001-02-01,4.58
"341",2001-03-01,4.49
"342",2001-04-01,4.85
"343",2001-05-01,4.93
"344",2001-06-01,4.77
"345",2001-07-01,4.62
"346",2001-08-01,4.48
"347",2001-09-01,4.38
"348",2001-10-01,4.07
"349",2001-11-01,4.33
"350",2001-12-01,4.69
"351",2002-01-01,4.78
"352",2002-02-01,4.72
"353",2002-03-01,5.06
"354",2002-04-01,4.91
"355",2002-05-01,4.94
"356",2002-06-01,4.73
"357",2002-07-01,4.54
"358",2002-08-01,4.28
"359",2002-09-01,3.97
"360",2002-10-01,4.13
"361",2002-11-01,4.14
"362",2002-12-01,3.79
"363",2003-01-01,3.59
"364",2003-02-01,3.42
"365",2003-03-01,3.57
"366",2003-04-01,3.64
"367",2003-05-01,3.15
"368",2003-06-01,3.32
"369",2003-07-01,3.55
"370",2003-08-01,3.75
"371",2003-09-01,3.53
"372",2003-10-01,3.92
"373",2003-11-01,4.03
"374",2003-12-01,3.86
"375",2004-01-01,3.81
"376",2004-02-01,3.52
"377",2004-03-01,3.43
"378",2004-04-01,3.75
"379",2004-05-01,3.84
"380",2004-06-01,3.91
"381",2004-07-01,3.81
"382",2004-08-01,3.63
"383",2004-09-01,3.56
"384",2004-10-01,3.43
"385",2004-11-01,3.3
"386",2004-12-01,3.3
"387",2005-01-01,3.18
"388",2005-02-01,3.33
"389",2005-03-01,3.32
"390",2005-04-01,3.02
"391",2005-05-01,2.88
"392",2005-06-01,2.73
"393",2005-07-01,2.85
"394",2005-08-01,2.79
"395",2005-09-01,2.9
"396",2005-10-01,3.17
"397",2005-11-01,3.21
"398",2005-12-01,3.14
"399",2006-01-01,3.35
"400",2006-02-01,3.38
"401",2006-03-01,3.65
"402",2006-04-01,3.87
"403",2006-05-01,3.78
"404",2006-06-01,3.95
"405",2006-07-01,3.8
"406",2006-08-01,3.68
"407",2006-09-01,3.61
"408",2006-10-01,3.76
"409",2006-11-01,3.68
"410",2006-12-01,3.93
"411",2007-01-01,4.06
"412",2007-02-01,3.92
"413",2007-03-01,4.02
"414",2007-04-01,4.19
"415",2007-05-01,4.39
"416",2007-06-01,4.54
"417",2007-07-01,4.33
"418",2007-08-01,4.21
"419",2007-09-01,4.26
"420",2007-10-01,4.15
"421",2007-11-01,3.96
"422",2007-12-01,4.25
"423",2008-01-01,3.73
"424",2008-02-01,3.61
"425",2008-03-01,3.78
"426",2008-04-01,4.05
"427",2008-05-01,4.35
"428",2008-06-01,4.58
"429",2008-07-01,4.39
"430",2008-08-01,4.05
"431",2008-09-01,3.84
"432",2008-10-01,3.44
"433",2008-11-01,2.9
"434",2008-12-01,2.66
"435",2009-01-01,2.84
"436",2009-02-01,2.61
"437",2009-03-01,2.57
"438",2009-04-01,2.76
"439",2009-05-01,3.05
"440",2009-06-01,2.9
"441",2009-07-01,2.89
"442",2009-08-01,2.82
"443",2009-09-01,2.79
"444",2009-10-01,2.81
"445",2009-11-01,2.59
"446",2009-12-01,2.8
"447",2010-01-01,2.62
"448",2010-02-01,2.49
"449",2010-03-01,2.51
"450",2010-04-01,2.39
"451",2010-05-01,1.95
"452",2010-06-01,1.86
"453",2010-07-01,2.07
"454",2010-08-01,1.56
"455",2010-09-01,1.71
"456",2010-10-01,2.02
"457",2010-11-01,2.09
"458",2010-12-01,2.31
"459",2011-01-01,2.69
"460",2011-02-01,2.64
"461",2011-03-01,2.93
"462",2011-04-01,2.87
"463",2011-05-01,2.59
"464",2011-06-01,2.48
"465",2011-07-01,2.08
"466",2011-08-01,1.59
"467",2011-09-01,1.44
"468",2011-10-01,1.5
"469",2011-11-01,1.6
"470",2011-12-01,1.13
"471",2012-01-01,1.09
"472",2012-02-01,1.1
"473",2012-03-01,1.11
"474",2012-04-01,0.91
"475",2012-05-01,0.64
"476",2012-06-01,0.91
"477",2012-07-01,0.63
"478",2012-08-01,0.66
"479",2012-09-01,0.74
"480",2012-10-01,0.77
"481",2012-11-01,0.66
"482",2012-12-01,0.59
"483",2013-01-01,0.96
"484",2013-02-01,0.7
"485",2013-03-01,0.51
"486",2013-04-01,0.53
"487",2013-05-01,0.71
"488",2013-06-01,0.96
"489",2013-07-01,0.94
"490",2013-08-01,1.09
"491",2013-09-01,0.93
"492",2013-10-01,0.88
"493",2013-11-01,0.91
"494",2013-12-01,1.21
"495",2014-01-01,0.85
"496",2014-02-01,0.83
"497",2014-03-01,0.82
"498",2014-04-01,0.81
"499",2014-05-01,0.64
"500",2014-06-01,0.57
"501",2014-07-01,0.52
"502",2014-08-01,0.37
"503",2014-09-01,0.34
"504",2014-10-01,0.29
"505",2014-11-01,0.21
"506",2014-12-01,0.12
"507",2015-01-01,0.01
"508",2015-02-01,-0.04
"509",2015-03-01,-0.05
"510",2015-04-01,0.07
"511",2015-05-01,0.12
"512",2015-06-01,0.27
"513",2015-07-01,0.16
"514",2015-08-01,0.2
"515",2015-09-01,0.11
"516",2015-10-01,0.02
"517",2015-11-01,-0.05
"518",2015-12-01,0.13
"519",2016-01-01,-0.15
"520",2016-02-01,-0.32
"521",2016-03-01,-0.27
"522",2016-04-01,-0.22
"523",2016-05-01,-0.27
"524",2016-06-01,-0.47
"525",2016-07-01,-0.47
"526",2016-08-01,-0.49
"527",2016-09-01,-0.56
"528",2016-10-01,-0.3
"529",2016-11-01,-0.31
"530",2016-12-01,-0.35
"531",2017-01-01,-0.14
"532",2017-02-01,-0.42
"533",2017-03-01,-0.23
"534",2017-04-01,-0.21
"535",2017-05-01,-0.25
"536",2017-06-01,-0.07
"537",2017-07-01,-0.05
"538",2017-08-01,-0.21
"539",2017-09-01,-0.12
"540",2017-10-01,-0.19
"541",2017-11-01,-0.13
"542",2017-12-01,-0.02
"543",2018-01-01,0.2
"544",2018-02-01,0.19
"545",2018-03-01,0.05
"546",2018-04-01,0.11
"547",2018-05-01,-0.06
"548",2018-06-01,-0.1
"549",2018-07-01,-0.04
"550",2018-08-01,-0.11
"551",2018-09-01,0.05
"552",2018-10-01,-0.05
"553",2018-11-01,-0.12
"554",2018-12-01,-0.18
"555",2019-01-01,-0.22
"556",2019-02-01,-0.22
"557",2019-03-01,-0.39
"558",2019-04-01,-0.32
"559",2019-05-01,-0.52
"560",2019-06-01,-0.59
"561",2019-07-01,-0.68
"562",2019-08-01,-0.9
"563",2019-09-01,-0.74
"564",2019-10-01,-0.6
