"","dates","values"
"219",1991-01-01,8.61
"220",1991-02-01,8.31
"221",1991-03-01,8.47
"222",1991-04-01,8.24
"223",1991-05-01,8.19
"224",1991-06-01,8.41
"225",1991-07-01,8.61
"226",1991-08-01,8.31
"227",1991-09-01,8.26
"228",1991-10-01,8.23
"229",1991-11-01,8.12
"230",1991-12-01,7.91
"231",1992-01-01,7.7
"232",1992-02-01,7.65
"233",1992-03-01,7.73
"234",1992-04-01,7.85
"235",1992-05-01,7.82
"236",1992-06-01,7.92
"237",1992-07-01,7.96
"238",1992-08-01,7.87
"239",1992-09-01,7.46
"240",1992-10-01,7.24
"241",1992-11-01,7.17
"242",1992-12-01,7.06
"243",1993-01-01,6.96
"244",1993-02-01,6.69
"245",1993-03-01,6.75
"246",1993-04-01,6.82
"247",1993-05-01,6.89
"248",1993-06-01,6.73
"249",1993-07-01,6.59
"250",1993-08-01,6.25
"251",1993-09-01,6.24
"252",1993-10-01,6.02
"253",1993-11-01,6
"254",1993-12-01,5.84
"255",1994-01-01,5.91
"256",1994-02-01,6.49
"257",1994-03-01,6.67
"258",1994-04-01,6.98
"259",1994-05-01,7.29
"260",1994-06-01,7.29
"261",1994-07-01,7.27
"262",1994-08-01,7.54
"263",1994-09-01,7.81
"264",1994-10-01,7.79
"265",1994-11-01,7.62
"266",1994-12-01,7.81
"267",1995-01-01,7.62
"268",1995-02-01,7.51
"269",1995-03-01,7.48
"270",1995-04-01,7.32
"271",1995-05-01,6.93
"272",1995-06-01,7.35
"273",1995-07-01,7.17
"274",1995-08-01,7.07
"275",1995-09-01,7.08
"276",1995-10-01,6.86
"277",1995-11-01,6.61
"278",1995-12-01,6.4
"279",1996-01-01,6.24
"280",1996-02-01,6.79
"281",1996-03-01,6.81
"282",1996-04-01,6.67
"283",1996-05-01,6.81
"284",1996-06-01,6.9
"285",1996-07-01,6.71
"286",1996-08-01,6.75
"287",1996-09-01,6.45
"288",1996-10-01,6.39
"289",1996-11-01,6.1
"290",1996-12-01,6.18
"291",1997-01-01,6.15
"292",1997-02-01,5.79
"293",1997-03-01,6.18
"294",1997-04-01,6.12
"295",1997-05-01,6.24
"296",1997-06-01,5.96
"297",1997-07-01,5.76
"298",1997-08-01,5.93
"299",1997-09-01,5.72
"300",1997-10-01,5.79
"301",1997-11-01,5.7
"302",1997-12-01,5.48
"303",1998-01-01,5.23
"304",1998-02-01,5.09
"305",1998-03-01,5.06
"306",1998-04-01,5.25
"307",1998-05-01,5.07
"308",1998-06-01,5
"309",1998-07-01,4.83
"310",1998-08-01,4.43
"311",1998-09-01,4.18
"312",1998-10-01,4.37
"313",1998-11-01,4.2
"314",1998-12-01,4.1
"315",1999-01-01,3.85
"316",1999-02-01,4.22
"317",1999-03-01,4.25
"318",1999-04-01,4.05
"319",1999-05-01,4.33
"320",1999-06-01,4.76
"321",1999-07-01,4.96
"322",1999-08-01,5.14
"323",1999-09-01,5.34
"324",1999-10-01,5.37
"325",1999-11-01,5.33
"326",1999-12-01,5.46
"327",2000-01-01,5.72
"328",2000-02-01,5.61
"329",2000-03-01,5.32
"330",2000-04-01,5.48
"331",2000-05-01,5.37
"332",2000-06-01,5.34
"333",2000-07-01,5.33
"334",2000-08-01,5.36
"335",2000-09-01,5.31
"336",2000-10-01,5.31
"337",2000-11-01,5.14
"338",2000-12-01,4.96
"339",2001-01-01,4.89
"340",2001-02-01,4.83
"341",2001-03-01,4.82
"342",2001-04-01,5.16
"343",2001-05-01,5.35
"344",2001-06-01,5.22
"345",2001-07-01,5.08
"346",2001-08-01,4.96
"347",2001-09-01,4.99
"348",2001-10-01,4.62
"349",2001-11-01,4.77
"350",2001-12-01,5.12
"351",2002-01-01,5.08
"352",2002-02-01,5.07
"353",2002-03-01,5.35
"354",2002-04-01,5.23
"355",2002-05-01,5.27
"356",2002-06-01,5.07
"357",2002-07-01,4.98
"358",2002-08-01,4.7
"359",2002-09-01,4.48
"360",2002-10-01,4.7
"361",2002-11-01,4.71
"362",2002-12-01,4.4
"363",2003-01-01,4.21
"364",2003-02-01,4.16
"365",2003-03-01,4.25
"366",2003-04-01,4.36
"367",2003-05-01,3.9
"368",2003-06-01,4.09
"369",2003-07-01,4.25
"370",2003-08-01,4.34
"371",2003-09-01,4.26
"372",2003-10-01,4.52
"373",2003-11-01,4.61
"374",2003-12-01,4.47
"375",2004-01-01,4.48
"376",2004-02-01,4.25
"377",2004-03-01,4.18
"378",2004-04-01,4.4
"379",2004-05-01,4.49
"380",2004-06-01,4.49
"381",2004-07-01,4.39
"382",2004-08-01,4.21
"383",2004-09-01,4.13
"384",2004-10-01,4.01
"385",2004-11-01,3.9
"386",2004-12-01,3.79
"387",2005-01-01,3.64
"388",2005-02-01,3.78
"389",2005-03-01,3.78
"390",2005-04-01,3.51
"391",2005-05-01,3.36
"392",2005-06-01,3.24
"393",2005-07-01,3.26
"394",2005-08-01,3.21
"395",2005-09-01,3.26
"396",2005-10-01,3.49
"397",2005-11-01,3.49
"398",2005-12-01,3.34
"399",2006-01-01,3.56
"400",2006-02-01,3.58
"401",2006-03-01,3.84
"402",2006-04-01,4.08
"403",2006-05-01,4.03
"404",2006-06-01,4.17
"405",2006-07-01,4
"406",2006-08-01,3.87
"407",2006-09-01,3.73
"408",2006-10-01,3.84
"409",2006-11-01,3.77
"410",2006-12-01,3.99
"411",2007-01-01,4.15
"412",2007-02-01,4.01
"413",2007-03-01,4.11
"414",2007-04-01,4.28
"415",2007-05-01,4.44
"416",2007-06-01,4.61
"417",2007-07-01,4.42
"418",2007-08-01,4.36
"419",2007-09-01,4.43
"420",2007-10-01,4.29
"421",2007-11-01,4.21
"422",2007-12-01,4.46
"423",2008-01-01,4.1
"424",2008-02-01,4.1
"425",2008-03-01,4.12
"426",2008-04-01,4.33
"427",2008-05-01,4.55
"428",2008-06-01,4.72
"429",2008-07-01,4.56
"430",2008-08-01,4.27
"431",2008-09-01,4.25
"432",2008-10-01,4.08
"433",2008-11-01,3.53
"434",2008-12-01,3.28
"435",2009-01-01,3.65
"436",2009-02-01,3.5
"437",2009-03-01,3.43
"438",2009-04-01,3.61
"439",2009-05-01,3.93
"440",2009-06-01,3.74
"441",2009-07-01,3.66
"442",2009-08-01,3.49
"443",2009-09-01,3.49
"444",2009-10-01,3.59
"445",2009-11-01,3.4
"446",2009-12-01,3.63
"447",2010-01-01,3.46
"448",2010-02-01,3.39
"449",2010-03-01,3.37
"450",2010-04-01,3.27
"451",2010-05-01,2.89
"452",2010-06-01,2.82
"453",2010-07-01,2.92
"454",2010-08-01,2.27
"455",2010-09-01,2.42
"456",2010-10-01,2.73
"457",2010-11-01,2.91
"458",2010-12-01,3.19
"459",2011-01-01,3.36
"460",2011-02-01,3.33
"461",2011-03-01,3.54
"462",2011-04-01,3.45
"463",2011-05-01,3.2
"464",2011-06-01,3.16
"465",2011-07-01,2.8
"466",2011-08-01,2.35
"467",2011-09-01,2.11
"468",2011-10-01,2.32
"469",2011-11-01,2.5
"470",2011-12-01,1.99
"471",2012-01-01,1.99
"472",2012-02-01,1.97
"473",2012-03-01,1.99
"474",2012-04-01,1.8
"475",2012-05-01,1.38
"476",2012-06-01,1.73
"477",2012-07-01,1.45
"478",2012-08-01,1.46
"479",2012-09-01,1.54
"480",2012-10-01,1.6
"481",2012-11-01,1.47
"482",2012-12-01,1.38
"483",2013-01-01,1.65
"484",2013-02-01,1.52
"485",2013-03-01,1.32
"486",2013-04-01,1.26
"487",2013-05-01,1.51
"488",2013-06-01,1.76
"489",2013-07-01,1.76
"490",2013-08-01,1.94
"491",2013-09-01,1.82
"492",2013-10-01,1.75
"493",2013-11-01,1.82
"494",2013-12-01,2.11
"495",2014-01-01,1.73
"496",2014-02-01,1.67
"497",2014-03-01,1.65
"498",2014-04-01,1.61
"499",2014-05-01,1.42
"500",2014-06-01,1.31
"501",2014-07-01,1.21
"502",2014-08-01,0.95
"503",2014-09-01,0.99
"504",2014-10-01,0.89
"505",2014-11-01,0.75
"506",2014-12-01,0.6
"507",2015-01-01,0.35
"508",2015-02-01,0.33
"509",2015-03-01,0.22
"510",2015-04-01,0.36
"511",2015-05-01,0.56
"512",2015-06-01,0.86
"513",2015-07-01,0.68
"514",2015-08-01,0.71
"515",2015-09-01,0.61
"516",2015-10-01,0.51
"517",2015-11-01,0.49
"518",2015-12-01,0.7
"519",2016-01-01,0.34
"520",2016-02-01,0.11
"521",2016-03-01,0.13
"522",2016-04-01,0.25
"523",2016-05-01,0.17
"524",2016-06-01,-0.14
"525",2016-07-01,-0.15
"526",2016-08-01,-0.16
"527",2016-09-01,-0.21
"528",2016-10-01,0.13
"529",2016-11-01,0.2
"530",2016-12-01,0.22
"531",2017-01-01,0.46
"532",2017-02-01,0.18
"533",2017-03-01,0.33
"534",2017-04-01,0.34
"535",2017-05-01,0.33
"536",2017-06-01,0.48
"537",2017-07-01,0.55
"538",2017-08-01,0.35
"539",2017-09-01,0.46
"540",2017-10-01,0.41
"541",2017-11-01,0.42
"542",2017-12-01,0.48
"543",2018-01-01,0.69
"544",2018-02-01,0.7
"545",2018-03-01,0.53
"546",2018-04-01,0.6
"547",2018-05-01,0.44
"548",2018-06-01,0.38
"549",2018-07-01,0.43
"550",2018-08-01,0.35
"551",2018-09-01,0.49
"552",2018-10-01,0.4
"553",2018-11-01,0.33
"554",2018-12-01,0.25
"555",2019-01-01,0.14
"556",2019-02-01,0.15
"557",2019-03-01,-0.07
"558",2019-04-01,0.03
"559",2019-05-01,-0.2
"560",2019-06-01,-0.31
"561",2019-07-01,-0.43
"562",2019-08-01,-0.71
"563",2019-09-01,-0.57
"564",2019-10-01,-0.42
"565",2019-11-01,-0.37
"566",2019-12-01,-0.19
"567",2020-01-01,-0.42
"568",2020-02-01,-0.61
"569",2020-03-01,-0.47
"570",2020-04-01,-0.5
"571",2020-05-01,-0.41
"572",2020-06-01,-0.5
"573",2020-07-01,-0.57
"574",2020-08-01,-0.4
"575",2020-09-01,-0.56
"576",2020-10-01,-0.63
"577",2020-11-01,-0.59
"578",2020-12-01,-0.57
"579",2021-01-01,-0.54
"580",2021-02-01,-0.27
"581",2021-03-01,-0.27
"582",2021-04-01,-0.21
"583",2021-05-01,-0.17
"584",2021-06-01,-0.23
"585",2021-07-01,-0.48
"586",2021-08-01,-0.46
"587",2021-09-01,-0.24
"588",2021-10-01,-0.14
"589",2021-11-01,-0.4
"590",2021-12-01,-0.24
"591",2022-01-01,-0.08
"592",2022-02-01,0.15
"593",2022-03-01,0.57
"594",2022-04-01,0.82
"595",2022-05-01,1.08
"596",2022-06-01,1.45
"597",2022-07-01,0.91
"598",2022-08-01,1.52
"599",2022-09-01,2.12
"600",2022-10-01,2.19
"601",2022-11-01,1.94
"602",2022-12-01,2.53
"603",2023-01-01,2.28
"604",2023-02-01,2.65
"605",2023-03-01,2.35
"606",2023-04-01,2.35
"607",2023-05-01,2.28
"608",2023-06-01,2.43
"609",2023-07-01,2.52
"610",2023-08-01,2.51
"611",2023-09-01,2.87
"612",2023-10-01,2.8
"613",2023-11-01,2.45
"614",2023-12-01,2.06
"615",2024-01-01,2.24
"616",2024-02-01,2.51
"617",2024-03-01,2.33
"618",2024-04-01,2.56
"619",2024-05-01,2.71
"620",2024-06-01,2.49
"621",2024-07-01,2.35
"622",2024-08-01,2.3
"623",2024-09-01,2.21
"624",2024-10-01,2.46
"625",2024-11-01,2.15
"626",2024-12-01,2.43
"627",2025-01-01,2.51
"628",2025-02-01,2.42
"629",2025-03-01,2.75
"630",2025-04-01,2.52
"631",2025-05-01,2.59
"632",2025-06-01,2.65
"633",2025-07-01,2.75
