"","dates","values"
"432",1991-01-01,9.1
"433",1991-02-01,8.6
"434",1991-03-01,8.5
"435",1991-04-01,8.5
"436",1991-05-01,8.5
"437",1991-06-01,8.5
"438",1991-07-01,8.8
"439",1991-08-01,8.8
"440",1991-09-01,8.7
"441",1991-10-01,8.6
"442",1991-11-01,8.6
"443",1991-12-01,8.5
"444",1992-01-01,8.1
"445",1992-02-01,8.1
"446",1992-03-01,8.1
"447",1992-04-01,8.2
"448",1992-05-01,8.3
"449",1992-06-01,8.3
"450",1992-07-01,8.3
"451",1992-08-01,8.4
"452",1992-09-01,8
"453",1992-10-01,7.4
"454",1992-11-01,7.3
"455",1992-12-01,7.3
"456",1993-01-01,7
"457",1993-02-01,6.8
"458",1993-03-01,6.4
"459",1993-04-01,6.5
"460",1993-05-01,6.6
"461",1993-06-01,6.6
"462",1993-07-01,6.4
"463",1993-08-01,6.2
"464",1993-09-01,6
"465",1993-10-01,5.8
"466",1993-11-01,5.6
"467",1993-12-01,5.5
"468",1994-01-01,5.5
"469",1994-02-01,5.8
"470",1994-03-01,6.2
"471",1994-04-01,6.3
"472",1994-05-01,6.4
"473",1994-06-01,6.9
"474",1994-07-01,6.7
"475",1994-08-01,6.9
"476",1994-09-01,7.3
"477",1994-10-01,7.4
"478",1994-11-01,7.3
"479",1994-12-01,7.4
"480",1995-01-01,7.5
"481",1995-02-01,7.3
"482",1995-03-01,7.1
"483",1995-04-01,6.8
"484",1995-05-01,6.5
"485",1995-06-01,6.4
"486",1995-07-01,6.5
"487",1995-08-01,6.4
"488",1995-09-01,6.1
"489",1995-10-01,6.1
"490",1995-11-01,5.8
"491",1995-12-01,5.6
"492",1996-01-01,5.3
"493",1996-02-01,5.7
"494",1996-03-01,5.9
"495",1996-04-01,5.8
"496",1996-05-01,5.8
"497",1996-06-01,6
"498",1996-07-01,6
"499",1996-08-01,5.7
"500",1996-09-01,5.6
"501",1996-10-01,5.4
"502",1996-11-01,5.3
"503",1996-12-01,5.2
"504",1997-01-01,5.1
"505",1997-02-01,4.9
"506",1997-03-01,5.1
"507",1997-04-01,5.2
"508",1997-05-01,5.1
"509",1997-06-01,5
"510",1997-07-01,4.9
"511",1997-08-01,5.1
"512",1997-09-01,5.1
"513",1997-10-01,5.3
"514",1997-11-01,5.3
"515",1997-12-01,5.1
"516",1998-01-01,4.8
"517",1998-02-01,4.7
"518",1998-03-01,4.7
"519",1998-04-01,4.7
"520",1998-05-01,4.8
"521",1998-06-01,4.6
"522",1998-07-01,4.5
"523",1998-08-01,4.3
"524",1998-09-01,4
"525",1998-10-01,4
"526",1998-11-01,4
"527",1998-12-01,3.7
"528",1999-01-01,3.6
"529",1999-02-01,3.7
"530",1999-03-01,3.8
"531",1999-04-01,3.6
"532",1999-05-01,3.7
"533",1999-06-01,4.1
"534",1999-07-01,4.4
"535",1999-08-01,4.7
"536",1999-09-01,4.8
"537",1999-10-01,5.1
"538",1999-11-01,4.9
"539",1999-12-01,5
"540",2000-01-01,5.4
"541",2000-02-01,5.4
"542",2000-03-01,5.2
"543",2000-04-01,5.2
"544",2000-05-01,5.4
"545",2000-06-01,5.2
"546",2000-07-01,5.3
"547",2000-08-01,5.3
"548",2000-09-01,5.4
"549",2000-10-01,5.3
"550",2000-11-01,5.2
"551",2000-12-01,5
"552",2001-01-01,4.8
"553",2001-02-01,4.8
"554",2001-03-01,4.7
"555",2001-04-01,4.8
"556",2001-05-01,5
"557",2001-06-01,4.9
"558",2001-07-01,4.9
"559",2001-08-01,4.7
"560",2001-09-01,4.7
"561",2001-10-01,4.4
"562",2001-11-01,4.3
"563",2001-12-01,4.6
"564",2002-01-01,4.7
"565",2002-02-01,4.8
"566",2002-03-01,5
"567",2002-04-01,5
"568",2002-05-01,5.1
"569",2002-06-01,4.9
"570",2002-07-01,4.7
"571",2002-08-01,4.4
"572",2002-09-01,4.2
"573",2002-10-01,4.2
"574",2002-11-01,4.2
"575",2002-12-01,4.1
"576",2003-01-01,3.9
"577",2003-02-01,3.7
"578",2003-03-01,3.7
"579",2003-04-01,3.9
"580",2003-05-01,3.5
"581",2003-06-01,3.3
"582",2003-07-01,3.6
"583",2003-08-01,3.9
"584",2003-09-01,3.9
"585",2003-10-01,3.9
"586",2003-11-01,4.1
"587",2003-12-01,4
"588",2004-01-01,3.8
"589",2004-02-01,3.8
"590",2004-03-01,3.6
"591",2004-04-01,3.8
"592",2004-05-01,3.9
"593",2004-06-01,4
"594",2004-07-01,3.9
"595",2004-08-01,3.8
"596",2004-09-01,3.8
"597",2004-10-01,3.6
"598",2004-11-01,3.5
"599",2004-12-01,3.3
"600",2005-01-01,3.3
"601",2005-02-01,3.3
"602",2005-03-01,3.5
"603",2005-04-01,3.3
"604",2005-05-01,3.1
"605",2005-06-01,2.9
"606",2005-07-01,3
"607",2005-08-01,3
"608",2005-09-01,2.9
"609",2005-10-01,3.1
"610",2005-11-01,3.3
"611",2005-12-01,3.3
"612",2006-01-01,3.3
"613",2006-02-01,3.4
"614",2006-03-01,3.6
"615",2006-04-01,3.8
"616",2006-05-01,3.9
"617",2006-06-01,3.9
"618",2006-07-01,4
"619",2006-08-01,3.9
"620",2006-09-01,3.8
"621",2006-10-01,3.8
"622",2006-11-01,3.7
"623",2006-12-01,3.8
"624",2007-01-01,4
"625",2007-02-01,4.1
"626",2007-03-01,4
"627",2007-04-01,4.2
"628",2007-05-01,4.3
"629",2007-06-01,4.6
"630",2007-07-01,4.6
"631",2007-08-01,4.3
"632",2007-09-01,4.3
"633",2007-10-01,4.3
"634",2007-11-01,4.1
"635",2007-12-01,4.3
"636",2008-01-01,4
"637",2008-02-01,3.9
"638",2008-03-01,3.8
"639",2008-04-01,4.1
"640",2008-05-01,4.3
"641",2008-06-01,4.7
"642",2008-07-01,4.7
"643",2008-08-01,4.3
