"","1995-09-06","1995-12-07","1996-03-07","1996-06-05","1996-09-05","1996-12-04","1997-03-04","1997-06-05","1997-09-10","1997-12-04","1998-02-27","1998-06-04","1998-09-09","1998-12-03","1999-03-04","1999-05-28","1999-06-08","1999-09-09","1999-12-07","2000-03-28","2000-05-30","2000-08-29","2000-11-28","2001-03-01","2001-05-23","2001-08-23","2001-11-22","2002-02-27","2002-05-23","2002-08-22","2002-11-21","2003-02-26","2003-05-22","2003-08-21","2003-11-20","2004-02-19","2004-05-25","2004-08-24","2004-11-23","2005-02-22","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23"
"2002-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.69,166.06,165.96,165.93,168.23,168.23,168.23,168.36,167.77,167.57,167.74,168.52,167.97,167.97,167.97,167.97,167.85,167.85,167.85,167.85,168.15,168.15,168.15,168.15,168.09,168.09,168.09,168.09,168.05,168.05,168.05,168.05,167.76,167.77,167.77,167.7,167.17,167.17,167.17,167.17,167.2,167.2,167.2,167.2,167.02,167.02,167.02,167.02,157.001,157.001,157.001,157.001,156.98,156.977,156.977,156.977,157.004,157.008,157.008,156.985,156.988,156.988,156.988,156.988,157.008,157.016,157.016,157.016,156.856,156.856,156.856,156.856,156.851,156.851,156.851,156.851,156.854,156.854,156.854,156.854,156.853,156.857,156.857,156.859,156.839,156.839,156.851,156.851,156.851,151.983,151.983,151.983,151.983
"2002-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.06,167.97,168.17,168.23,168.23,168.23,168.61,167.8,167.99,167.96,169.18,167.99,167.99,167.99,167.99,167.46,167.46,167.46,167.46,167.39,167.39,167.39,167.34,167.39,167.39,167.39,167.39,167.46,167.46,167.46,167.46,167.46,167.45,167.45,167.52,166.24,166.24,166.24,166.24,166.24,166.24,166.24,166.24,166.31,166.31,166.31,166.31,155.382,155.382,155.382,155.382,155.378,155.375,155.366,155.366,155.374,155.37,155.37,155.375,155.383,155.383,155.383,155.383,155.354,155.343,155.343,155.343,155.384,155.384,155.384,155.384,155.385,155.385,155.385,155.385,155.423,155.423,155.423,155.423,155.4,155.399,155.399,155.398,155.47,155.47,155.47,155.47,155.47,150.51,150.51,150.51,150.51
"2002-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.67,170.95,169.55,169.55,169.55,169.39,170.41,170.46,170.35,171.55,170.19,170.19,170.19,170.19,170.54,170.54,170.54,170.54,170.78,170.78,170.78,170.84,170.58,170.58,170.58,170.58,170.57,170.57,170.57,170.57,170.76,170.75,170.75,170.76,169.72,169.72,169.72,169.72,169.82,169.82,169.82,169.82,169.96,169.96,169.96,169.96,159.685,159.685,159.685,159.685,159.596,159.605,159.623,159.623,159.519,159.519,159.519,159.621,159.511,159.511,159.511,159.511,159.537,159.532,159.532,159.532,159.816,159.816,159.816,159.816,159.821,159.821,159.821,159.821,159.812,159.812,159.812,159.812,159.838,159.837,159.837,159.801,159.797,159.797,159.791,159.791,159.791,154.511,154.511,154.511,154.511
"2003-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.79,172.39,172.38,172.29,173.39,174.06,173.94,173.92,175.22,175.96,175.96,175.96,175.96,176.04,176.04,176.04,176.04,175.27,175.27,175.27,175.16,175.45,175.45,175.45,175.45,175.41,175.41,175.41,175.41,175.61,175.63,175.63,175.6,175.05,175.05,175.05,175.05,174.96,174.96,174.96,174.96,174.97,174.97,174.97,174.97,163.024,163.024,163.024,163.024,163.022,163.019,163.01,163.01,163.087,163.088,163.088,163.019,163.082,163.082,163.082,163.082,163.084,163.093,163.093,163.093,163.013,163.013,163.013,163.013,162.986,162.986,162.986,162.986,162.972,162.972,162.972,162.972,162.965,162.969,162.98,163.03,162.974,162.974,162.964,162.964,162.964,157.394,157.394,157.394,157.394
"2003-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.54,167.51,166.73,168.38,168.13,167.88,168.09,168.82,169.85,169.85,169.85,169.85,169.91,169.91,169.91,169.91,170.29,170.29,170.29,170.35,170.33,170.33,170.33,170.33,170.31,170.31,170.31,170.31,169.98,169.99,169.99,169.91,169.48,169.48,169.48,169.48,169.48,169.48,169.48,169.48,169.3,169.3,169.3,169.3,159.018,159.018,159.018,159.018,159.012,159.009,159.009,159.009,159.025,159.026,159.026,159.003,159.028,159.028,159.028,159.028,159.036,159.049,159.049,159.049,158.937,158.937,158.937,158.937,158.931,158.931,158.931,158.931,158.941,158.941,158.941,158.941,158.947,158.95,158.961,158.95,158.923,158.923,158.942,158.942,158.942,153.384,153.384,153.384,153.384
"2003-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.18,164.46,167.39,166.85,167.17,167.15,168.04,168.85,168.85,168.85,168.85,168.18,168.18,168.18,168.18,168.95,168.95,168.95,168.85,168.91,168.91,168.91,168.91,168.98,168.98,168.98,168.98,168.97,168.96,168.96,169.02,168.34,168.34,168.34,168.34,168.36,168.36,168.36,168.36,168.41,168.41,168.41,168.41,158.646,158.646,158.646,158.646,158.623,158.632,158.623,158.623,158.629,158.626,158.626,158.626,158.639,158.639,158.639,158.639,158.614,158.599,158.599,158.599,158.601,158.601,158.601,158.601,158.598,158.598,158.598,158.598,158.631,158.631,158.631,158.631,158.619,158.613,158.624,158.627,158.709,158.709,158.705,158.705,158.705,153.144,153.144,153.144,153.144
"2003-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.58,168.76,169.48,169.54,169.36,171.81,172.12,172.12,172.12,172.12,172.86,172.86,172.86,172.86,172.6,172.6,172.6,172.76,172.42,172.42,172.42,172.42,172.41,172.41,172.41,172.41,172.62,172.61,172.61,172.65,171.93,171.93,171.93,171.93,172.05,172.05,172.05,172.05,172.16,172.16,172.16,172.16,163.38,163.38,163.38,163.38,163.394,163.391,163.409,163.409,163.313,163.314,163.314,163.406,163.307,163.307,163.307,163.307,163.326,163.316,163.316,163.316,163.55,163.55,163.55,163.55,163.553,163.553,163.553,163.553,163.524,163.524,163.524,163.524,163.537,163.536,163.503,163.461,163.462,163.462,163.457,163.457,163.457,157.402,157.402,157.402,157.402
"2004-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.79,172.69,172.4,171.58,173.35,175.18,175.18,175.18,175.18,175.16,175.16,175.16,175.16,174.98,174.98,174.98,174.79,175.03,175.03,175.03,175.03,174.97,174.97,174.97,174.97,175.14,175.16,175.16,175.12,175.01,175.01,175.01,175.01,174.91,174.91,174.91,174.91,174.85,174.85,174.85,174.85,165.05,165.05,165.05,165.05,165.036,165.037,165.028,165.028,165.075,165.076,165.076,165.028,165.084,165.084,165.084,165.084,165.075,165.079,165.079,165.079,164.936,164.936,164.936,164.936,164.933,164.933,164.933,164.933,164.889,164.889,164.889,164.889,164.884,164.883,164.888,164.949,164.911,164.911,164.905,164.905,164.905,158.9,158.9,158.9,158.9
"2004-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.68,177.69,177.05,178.97,179.95,179.95,179.95,179.95,179.96,179.96,179.96,179.96,181.6,181.6,181.6,181.73,181.77,181.77,181.77,181.77,181.88,181.88,181.88,181.88,181.41,181.46,181.46,181.33,181.11,181.11,181.11,181.11,181.12,181.12,181.12,181.12,180.87,180.87,180.87,180.87,170.213,170.213,170.213,170.213,170.232,170.222,170.218,170.218,170.202,170.203,170.203,170.182,170.239,170.239,170.239,170.239,170.279,170.288,170.288,170.288,170.043,170.043,170.043,170.043,170.031,170.031,170.031,170.031,169.999,169.999,169.999,169.999,170.014,170.023,170.007,169.99,170.001,170.001,170.018,170.018,170.018,163.785,163.785,163.785,163.785
"2004-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.08,183.71,185.8,186.05,186.05,186.05,186.05,185.64,185.64,185.64,185.64,187.17,187.17,187.17,186.94,187.06,187.06,187.06,187.06,187.05,187.05,187.05,187.05,186.96,186.92,186.92,186.97,186.3,186.3,186.3,186.3,186.34,186.34,186.34,186.34,186.39,186.39,186.39,186.39,174.848,174.848,174.848,174.848,174.826,174.835,174.835,174.835,174.855,174.852,174.852,174.857,174.86,174.86,174.86,174.86,174.815,174.802,174.802,174.802,174.821,174.821,174.821,174.821,174.838,174.838,174.838,174.838,174.872,174.872,174.872,174.872,174.866,174.865,174.87,174.857,174.918,174.918,174.913,174.913,174.913,168.293,168.293,168.293,168.293
"2004-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.61,187.24,187.81,187.81,187.81,187.81,189.15,189.15,189.15,189.15,189.71,189.71,189.71,189.99,189.75,189.75,189.75,189.75,189.79,189.79,189.79,189.79,190.08,190.04,190.04,190.16,189.97,189.97,189.97,189.97,190.15,190.15,190.15,190.15,190.13,190.13,190.13,190.13,176.793,176.793,176.793,176.793,176.753,176.754,176.767,176.767,176.712,176.713,176.713,176.777,176.652,176.652,176.652,176.652,176.599,176.585,176.585,176.585,176.677,176.677,176.677,176.677,176.705,176.705,176.705,176.705,176.729,176.729,176.729,176.729,176.733,176.726,176.731,176.7,176.736,176.736,176.73,176.73,176.73,169.637,169.637,169.637,169.637
"2005-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.53,186.3,185.38,185.52,185.52,186.85,186.85,186.85,186.85,187.5,187.5,187.5,187.2,186.75,186.75,186.75,186.75,186.87,186.87,186.87,186.87,187.03,187.07,187.07,187.01,186.83,186.83,186.83,186.83,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,174.785,174.785,174.785,174.781,174.766,174.766,174.759,174.759,174.795,174.795,174.795,174.77,174.874,174.874,174.874,174.874,174.906,174.893,174.893,174.893,174.828,174.828,174.828,174.828,174.781,174.781,174.781,174.781,174.783,174.783,174.783,174.783,174.771,174.773,174.795,174.869,174.866,174.866,174.86,174.86,174.86,167.855,167.855,167.855,167.855
"2005-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.85,190.75,190.88,190.88,194.59,194.59,194.59,194.59,197.23,197.23,197.23,197.37,196.76,196.76,196.76,196.76,197.37,197.37,197.37,197.37,196.69,196.78,196.78,196.58,196.48,196.48,196.48,196.48,196.44,196.44,196.44,196.44,196.04,196.04,196.04,196.04,184.131,184.131,184.131,184.145,184.056,184.046,184.043,184.043,184.036,184.036,184.036,184.021,183.994,183.994,183.994,183.994,183.962,183.997,183.997,183.997,183.738,183.738,183.738,183.738,183.837,183.837,183.837,183.837,183.772,183.772,183.772,183.772,183.691,183.705,183.705,183.682,183.71,183.71,183.733,183.733,183.733,176.286,176.286,176.286,176.286
"2005-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.12,203.39,203.39,203.98,203.98,203.98,203.98,205.61,205.61,205.61,205.38,204.66,204.66,204.66,204.66,204.79,204.79,204.79,204.79,204.59,204.49,204.49,204.52,204.31,204.31,204.31,204.31,204.34,204.34,204.34,204.34,204.38,204.38,204.38,204.38,190.765,190.765,190.765,190.76,190.74,190.75,190.752,190.752,190.753,190.753,190.753,190.761,190.762,190.762,190.762,190.762,190.71,190.699,190.699,190.699,190.802,190.802,190.802,190.802,190.809,190.809,190.809,190.809,190.834,190.834,190.834,190.834,190.883,190.878,190.878,190.859,190.912,190.912,190.9,190.9,190.9,183.062,183.062,183.062,183.062
"2005-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.76,206.76,208.74,208.74,208.74,208.74,212.21,212.21,212.21,212.6,211.54,211.54,211.54,211.54,211.87,211.87,211.87,211.87,212.51,212.48,212.48,212.71,213.51,213.51,213.51,213.51,213.7,213.7,213.7,213.7,213.83,213.83,213.83,213.83,200.256,200.256,200.256,200.251,200.188,200.188,200.195,200.195,200.192,200.192,200.192,200.224,200.14,200.14,200.14,200.14,200.101,200.081,200.081,200.081,200.182,200.182,200.182,200.182,200.17,200.17,200.17,200.17,200.223,200.223,200.223,200.223,200.301,200.29,200.268,200.238,200.248,200.248,200.243,200.243,200.243,191.613,191.613,191.613,191.613
"2006-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.06,221.48,221.49,221.26,223.38,223.34,223.34,223.34,222.94,222.32,222.32,222.32,222.32,222.67,222.67,222.67,222.67,222.49,222.52,222.52,222.42,222.74,222.74,222.74,222.74,222.65,222.65,222.65,222.65,222.31,222.31,222.31,222.31,207.829,207.829,207.829,207.8,207.701,207.706,207.705,207.705,207.694,207.695,207.695,207.678,207.691,207.691,207.691,207.691,207.611,207.683,207.683,207.683,207.638,207.638,207.638,207.638,207.736,207.736,207.736,207.736,207.642,207.642,207.642,207.642,207.528,207.528,207.574,207.622,207.671,207.671,207.669,207.669,207.669,198.396,198.396,198.396,198.396
"2006-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.97,225.27,224.09,224.57,226.61,226.61,226.61,226.8,227.4,227.4,227.4,227.4,228.17,228.17,228.17,228.17,227.4,227.58,227.58,227.24,227.73,227.73,227.73,227.73,227.68,227.68,227.68,227.68,227.57,227.57,227.57,227.57,211.851,211.851,211.851,211.861,211.846,211.851,211.85,211.85,211.868,211.869,211.869,211.862,211.957,211.957,211.957,211.957,211.956,211.946,211.946,211.946,211.677,211.677,211.677,211.677,211.609,211.609,211.609,211.609,211.676,211.676,211.676,211.676,211.743,211.762,211.739,211.728,211.754,211.754,211.777,211.777,211.777,202.3,202.3,202.3,202.3
"2006-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.47,233.17,233.25,234.57,234.57,234.57,234.28,233.87,233.87,233.87,233.87,233.61,233.61,233.61,233.61,233.4,233.2,233.2,233.24,233.08,233.08,233.08,233.08,233.01,233.01,233.01,233.01,233.16,233.16,233.16,233.16,216.375,216.375,216.375,216.404,216.427,216.41,216.409,216.409,216.471,216.467,216.467,216.479,216.474,216.474,216.474,216.474,216.497,216.457,216.457,216.457,216.601,216.601,216.601,216.601,216.563,216.563,216.563,216.563,216.596,216.596,216.596,216.596,216.694,216.687,216.687,216.664,216.686,216.686,216.678,216.678,216.678,206.797,206.797,206.797,206.797
"2006-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.73,234.28,235.87,235.87,235.87,236.38,237.81,237.81,237.81,237.81,238.22,238.22,238.22,238.22,239.58,239.56,239.56,239.96,240.01,240.01,240.01,240.01,240.31,240.31,240.31,240.31,240.57,240.57,240.57,240.57,223.333,223.333,223.333,223.323,223.275,223.28,223.284,223.284,223.268,223.27,223.27,223.282,223.252,223.252,223.252,223.252,223.271,223.241,223.241,223.241,223.322,223.322,223.322,223.322,223.241,223.241,223.241,223.241,223.355,223.355,223.355,223.355,223.446,223.435,223.412,223.396,223.392,223.392,223.379,223.379,223.379,212.768,212.768,212.768,212.768
"2007-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.9,240.74,241.27,240.54,240.02,239.28,239.28,239.28,239.28,240.23,240.23,240.23,240.23,239.87,239.89,239.89,239.77,241.65,241.65,241.65,241.65,241.55,241.55,241.55,241.55,241.08,241.08,241.08,241.08,225.611,225.611,225.611,225.564,225.483,225.484,225.484,225.484,225.47,225.47,225.47,225.464,225.588,225.588,225.588,225.588,225.45,225.603,225.603,225.603,225.223,225.223,225.223,225.223,225.262,225.262,225.262,225.262,225.166,225.166,225.166,225.166,225.075,225.068,225.113,225.169,225.216,225.216,225.211,225.211,225.211,214.775,214.775,214.775,214.775
"2007-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8,237.85,237.28,237.51,239.2,239.2,239.2,239.2,240.33,240.33,240.33,240.33,239.72,240.02,240.02,239.54,241.41,241.41,241.41,241.41,241.41,241.41,241.41,241.41,241.35,241.35,241.35,241.35,226.887,226.887,226.887,226.897,226.878,226.879,226.884,226.884,226.912,226.912,226.912,226.906,226.995,226.995,226.995,226.995,227.002,226.982,226.982,226.982,226.75,226.75,226.75,226.75,226.683,226.683,226.683,226.683,226.737,226.737,226.737,226.737,226.822,226.847,226.824,226.782,226.792,226.792,226.805,226.805,226.805,216.391,216.391,216.391,216.391
"2007-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.06,243.35,243.02,244.69,244.69,244.69,244.69,244.17,244.17,244.17,244.17,244.07,243.78,243.78,243.81,245.7,245.7,245.7,245.7,245.49,245.49,245.49,245.49,245.62,245.62,245.62,245.62,230.709,230.709,230.709,230.757,230.789,230.767,230.763,230.763,230.827,230.827,230.827,230.836,230.838,230.838,230.838,230.838,230.886,230.823,230.823,230.823,230.989,230.989,230.989,230.989,230.949,230.949,230.949,230.949,231,231,231,231,231.126,231.114,231.114,231.101,231.091,231.091,231.086,231.086,231.086,220.292,220.292,220.292,220.292
"2007-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.29,243.91,245.05,245.05,245.05,245.05,245.08,245.08,245.08,245.08,247.04,247.02,247.02,247.59,249.03,249.03,249.03,249.03,249.43,249.43,249.43,249.43,249.92,249.92,249.92,249.92,233.231,233.231,233.231,233.222,233.174,233.193,233.193,233.193,233.188,233.188,233.188,233.191,233.157,233.157,233.157,233.157,233.243,233.167,233.167,233.167,233.335,233.335,233.335,233.335,233.21,233.21,233.21,233.21,233.338,233.338,233.338,233.338,233.478,233.472,233.449,233.45,233.415,233.415,233.41,233.41,233.41,222.042,222.042,222.042,222.042
"2008-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.04,255.79,255.61,254.09,255.9,256.97,256.97,256.97,256.97,255.54,255.56,255.56,255.34,259,259,259,259,258.89,258.89,258.89,258.89,258.55,258.55,258.55,258.55,239.757,239.757,239.757,239.689,239.65,239.655,239.655,239.655,239.653,239.653,239.653,239.651,240.016,240.016,240.016,240.016,239.8,240.016,240.016,240.016,239.657,239.657,239.657,239.657,239.556,239.556,239.556,239.556,239.543,239.543,239.543,239.543,239.551,239.547,239.564,239.636,239.669,239.669,239.663,239.663,239.663,227.295,227.295,227.295,227.295
"2008-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.48,255.07,253.56,254.45,255.75,255.75,255.75,255.75,253.83,254.21,254.21,253.58,257.77,257.77,257.77,257.77,257.94,257.94,257.94,257.94,257.6,257.6,257.6,257.6,239.432,239.432,239.432,239.421,239.315,239.301,239.306,239.306,239.292,239.292,239.292,239.29,239.185,239.185,239.185,239.185,239.228,239.179,239.179,239.179,239.178,239.178,239.178,239.178,239.319,239.319,239.319,239.319,239.246,239.246,239.246,239.246,239.179,239.208,239.203,239.163,239.232,239.232,239.25,239.25,239.25,226.927,226.927,226.927,226.927
"2008-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.21,266.02,266.61,265.79,265.79,265.79,265.79,263.38,263,263,263.16,267.12,267.12,267.12,267.12,266.84,266.84,266.84,266.84,266.82,266.82,266.82,266.82,247.066,247.066,247.066,247.136,247.189,247.175,247.17,247.17,247.241,247.241,247.241,247.243,247.18,247.18,247.18,247.18,247.183,247.114,247.114,247.114,247.358,247.358,247.358,247.358,247.393,247.393,247.393,247.393,247.434,247.434,247.434,247.434,247.485,247.476,247.47,247.449,247.494,247.494,247.488,247.488,247.488,234.493,234.493,234.493,234.493
"2008-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.96,244.2,243.72,243.72,243.72,243.72,244.19,244.17,244.17,244.84,249.73,249.73,249.73,249.73,250.4,250.4,250.4,250.4,250.92,250.92,250.92,250.92,232.803,232.803,232.803,232.812,232.684,232.707,232.707,232.707,232.681,232.681,232.681,232.683,232.538,232.538,232.538,232.538,232.598,232.51,232.51,232.51,232.927,232.927,232.927,232.927,232.837,232.837,232.837,232.837,232.929,232.929,232.929,232.929,233.017,233.001,232.996,232.983,232.949,232.949,232.943,232.943,232.943,220.505,220.505,220.505,220.505
"2009-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.77,225.34,224.57,224.61,222.96,221.14,221.15,221.15,220.92,226.48,226.48,226.48,226.48,229.31,229.31,229.31,229.31,229.33,229.33,229.33,229.33,208.198,208.198,208.198,208.09,208.039,208.027,208.031,208.031,208.026,208.026,208.026,208.028,208.288,208.288,208.288,208.288,208.15,208.311,208.311,208.311,208.648,208.648,208.648,208.648,208.627,208.627,208.627,208.627,208.582,208.582,208.582,208.582,208.536,208.536,208.563,208.619,208.643,208.643,208.636,208.636,208.636,197.333,197.333,197.333,197.333
"2009-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.73,211.3,211.36,210.49,207.85,208.22,208.22,207.56,211.33,211.33,211.33,211.33,214.5,214.5,214.5,214.5,214.89,214.89,214.89,214.89,194.648,194.648,194.648,194.649,194.614,194.602,194.606,194.606,194.605,194.605,194.605,194.607,194.711,194.711,194.711,194.711,194.762,194.719,194.719,194.719,195.455,195.455,195.455,195.455,195.397,195.397,195.397,195.397,195.459,195.459,195.459,195.459,195.545,195.563,195.547,195.499,195.525,195.525,195.543,195.543,195.543,185.115,185.115,185.115,185.115
"2009-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.99,220.21,218.12,216.09,215.71,215.71,215.91,219.52,219.52,219.52,219.52,222.02,222.02,222.02,222.02,222.36,222.36,222.36,222.36,201.403,201.403,201.403,201.492,201.62,201.607,201.606,201.606,201.681,201.681,201.681,201.687,201.67,201.67,201.67,201.67,201.688,201.629,201.629,201.629,201.785,201.785,201.785,201.785,201.78,201.78,201.78,201.78,201.822,201.822,201.822,201.822,201.868,201.862,201.868,201.839,201.894,201.894,201.888,201.888,201.888,190.778,190.778,190.778,190.778
"2009-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.08,213.55,214.08,214.08,214.08,214.79,219.07,219.07,219.07,219.07,222.82,222.82,222.82,222.82,223.72,223.72,223.72,223.72,202.995,202.995,202.995,203.014,202.781,202.819,202.813,202.813,202.765,202.765,202.765,202.754,202.437,202.437,202.437,202.437,202.445,202.377,202.377,202.377,202.287,202.287,202.287,202.287,202.306,202.306,202.306,202.306,202.346,202.346,202.346,202.346,202.332,202.32,202.303,202.324,202.336,202.336,202.33,202.33,202.33,190.695,190.695,190.695,190.695
"2010-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.09,232.58,232.25,230.23,232.96,235.13,235.13,235.13,235.13,238.62,238.62,238.62,238.62,241.6,241.6,241.6,241.6,218.661,218.661,218.661,218.476,218.341,218.319,218.324,218.324,218.32,218.32,218.32,218.334,218.631,218.631,218.631,218.631,218.486,218.656,218.656,218.656,218.532,218.532,218.532,218.532,218.518,218.518,218.518,218.518,218.42,218.42,218.42,218.42,218.41,218.403,218.443,218.483,218.545,218.545,218.532,218.532,218.532,205.971,205.971,205.971,205.971
"2010-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.51,257.49,255.31,256.33,256.4,256.4,256.4,256.4,259.14,259.14,259.14,259.14,262.36,262.36,262.36,262.36,240.307,240.307,240.307,240.286,240.28,240.255,240.274,240.274,240.26,240.26,240.26,240.26,240.356,240.356,240.356,240.356,240.376,240.353,240.353,240.353,240.983,240.983,240.983,240.983,240.961,240.961,240.961,240.961,240.989,240.989,240.989,240.989,241.023,241.051,241.046,240.996,241.018,241.018,241.036,241.036,241.036,226.733,226.733,226.733,226.733
"2010-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.24,261.68,262,262.26,262.26,262.26,262.26,263.84,263.84,263.84,263.84,267.11,267.11,267.11,267.11,243.48,243.48,243.48,243.632,243.89,243.884,243.905,243.905,243.919,243.919,243.919,243.925,244,244,244,244,244.006,243.928,243.928,243.928,243.957,243.957,243.957,243.957,243.971,243.971,243.971,243.971,243.997,243.997,243.997,243.997,244.059,244.052,244.047,244.028,244.07,244.07,244.07,244.07,244.07,229.344,229.344,229.344,229.344
"2010-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.61,265.91,267.35,267.35,267.35,267.35,269.69,269.69,269.69,269.69,273.81,273.81,273.81,273.81,250.118,250.118,250.118,250.173,249.809,249.861,249.815,249.815,249.788,249.788,249.788,249.768,249.286,249.286,249.286,249.286,249.277,249.192,249.192,249.192,249.218,249.218,249.218,249.218,249.232,249.232,249.232,249.232,249.305,249.305,249.305,249.305,249.244,249.231,249.203,249.229,249.243,249.243,249.236,249.236,249.236,233.761,233.761,233.761,233.761
"2011-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.85,280.08,278.24,278.21,278.87,283.53,283.53,283.53,283.53,288.56,288.56,288.56,288.56,263.628,263.628,263.628,263.263,263.236,263.19,263.195,263.195,263.131,263.13,263.13,263.166,263.422,263.422,263.422,263.422,263.332,263.445,263.445,263.445,263.803,263.803,263.803,263.803,263.857,263.857,263.857,263.857,263.74,263.74,263.74,263.74,263.692,263.697,263.745,263.804,263.846,263.846,263.84,263.84,263.84,246.798,246.798,246.798,246.798
"2011-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4,287.47,287.44,289.35,291.32,291.32,291.32,291.32,294.84,294.84,294.84,294.84,270.971,270.971,270.971,270.965,271.157,271.11,271.151,271.151,271.183,271.177,271.177,271.161,271.309,271.309,271.309,271.309,271.293,271.337,271.337,271.337,272.07,272.07,272.07,272.07,272.022,272.022,272.022,272.022,272.1,272.1,272.1,272.1,272.152,272.162,272.138,272.094,272.112,272.112,272.118,272.118,272.118,254.353,254.353,254.353,254.353
