"","1995-09-06","1995-12-07","1996-03-07","1996-06-05","1996-09-05","1996-12-04","1997-03-04","1997-06-05","1997-09-10","1997-12-04","1998-02-27","1998-06-04","1998-09-09","1998-12-03","1999-03-04","1999-05-28","1999-06-08","1999-09-09","1999-12-07","2000-03-28","2000-05-30","2000-08-29","2000-11-28","2001-03-01","2001-05-23","2001-08-23","2001-11-22","2002-02-27","2002-05-23","2002-08-22","2002-11-21","2003-02-26","2003-05-22","2003-08-21","2003-11-20","2004-02-19","2004-05-25","2004-08-24","2004-11-23","2005-02-22","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23","2025-08-22","2025-11-25"
"1996-01",,,,202.3,208.1,208.8,208.6,208.6,208.5,209,211.2,211.5,211.9,211.7,211.7,221.8,113.5,113.8,113.8,113.7,113.4,113.13,113.04,113.07,113.07,113.23,,113.23,113.23,113.31,113.31,113.31,113.33,113.28,113.28,113.28,113.27,113.28,113.28,113.28,114.19,114.15,114.15,114.15,114.15,114.18,114.18,114.18,114.18,114.34,114.34,114.34,114.34,114.43,114.43,114.43,114.43,114.39,114.39,114.39,114.39,114.33,114.33,114.33,114.31,113.75,113.75,113.75,113.75,113.7,113.7,113.7,113.7,113.71,113.71,113.71,113.71,107.619,107.619,107.619,107.661,107.646,107.646,107.646,107.646,107.687,107.687,107.687,107.687,107.728,107.728,107.728,107.728,107.684,107.687,107.687,107.687,107.06,107.06,107.06,107.06,107.066,107.066,107.066,107.066,107.103,107.103,107.103,107.103,107.162,107.169,107.169,107.168,107.197,107.197,107.197,107.197,107.197,105.099,105.099,105.099,105.095,105.065,105.065
"1996-04",,,,,210.3,209.3,210,210,210.6,210.6,212.6,212.6,212.7,212.4,212.4,224.1,114.6,114.2,114.5,114.6,114.36,114.07,114.17,114.25,114.25,114.19,,114.19,114.19,114.04,114.04,114.04,114.05,114.02,114.02,114.02,113.98,113.97,113.97,113.98,114.62,114.6,114.6,114.6,114.6,114.55,114.55,114.55,114.55,114.61,114.61,114.61,114.61,114.67,114.67,114.67,114.67,114.76,114.76,114.76,114.76,114.66,114.66,114.66,114.67,113.94,113.94,113.94,113.94,113.92,113.92,113.92,113.92,114,114,114,114,108.183,108.183,108.183,108.201,108.218,108.218,108.218,108.218,108.071,108.071,108.071,108.071,108.072,108.072,108.072,108.072,108.05,108.053,108.053,108.053,107.518,107.518,107.518,107.518,107.526,107.526,107.526,107.526,107.567,107.567,107.567,107.567,107.696,107.676,107.676,107.675,107.697,107.697,107.697,107.697,107.697,105.339,105.339,105.339,105.34,105.389,105.389
"1996-07",,,,,,216.3,215.6,215.6,216.3,215.6,218.3,218.2,217.7,217.7,216.9,228.8,116.8,116.3,115.9,115.9,115.86,115.79,115.86,115.78,115.78,115.71,115.71,115.72,115.72,115.97,115.97,115.97,115.92,115.81,115.81,115.81,115.75,116,116,115.98,116.63,116.74,116.74,116.74,116.74,116.71,116.71,116.71,116.71,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.75,116.75,116.75,116.75,116.68,116.68,116.68,116.7,116.41,116.41,116.41,116.41,116.33,116.33,116.33,116.33,116.33,116.33,116.33,116.33,110.476,110.476,110.476,110.551,110.509,110.509,110.509,110.509,110.641,110.641,110.641,110.641,110.643,110.643,110.643,110.643,110.629,110.622,110.622,110.622,110.017,110.017,110.017,110.017,109.992,109.992,109.992,109.992,109.939,109.939,109.939,109.939,110.121,110.127,110.127,110.126,110.132,110.132,110.132,110.132,110.132,107.676,107.676,107.676,107.677,107.606,107.606
"1996-10",,,,,,,226.6,226.6,222,222.1,224.1,223.8,224.1,224.6,225.5,237.7,121.5,121.2,121.3,121.2,122.22,122.16,122.07,122.05,122.05,121.84,121.84,121.85,121.85,121.5,121.5,121.5,121.53,121.54,121.54,121.54,121.64,121.28,121.28,121.29,122.39,122.31,122.31,122.31,122.31,122.48,122.48,122.48,122.48,122.17,122.17,122.17,122.17,122.02,122.02,122.02,122.02,122.02,122.02,122.02,122.02,122.31,122.31,122.31,122.32,121.87,121.87,121.87,121.87,122.05,122.05,122.05,122.05,121.98,121.98,121.98,121.98,115.834,115.834,115.834,115.7,115.722,115.722,115.722,115.722,115.74,115.74,115.74,115.74,115.741,115.741,115.741,115.741,115.752,115.755,115.755,115.755,115.384,115.384,115.384,115.384,115.394,115.394,115.394,115.394,115.394,115.394,115.394,115.394,115.132,115.139,115.139,115.142,115.138,115.138,115.138,115.138,115.138,112.53,112.53,112.53,112.532,112.605,112.605
"1997-01",,,,,,,,232.5,227.2,228.1,227.9,228.4,229.9,229.7,229.6,241.7,123.8,123.8,123.9,123.8,124.04,124.11,123.97,123.97,123.97,123.9,123.9,123.9,123.9,123.75,123.75,123.75,123.77,123.64,123.64,123.64,123.6,123.62,123.62,123.62,124.18,124.11,124.11,124.11,124.11,124.24,124.24,124.24,124.24,124.37,124.37,124.37,124.37,124.5,124.5,124.5,124.5,124.54,124.54,124.54,124.54,124.53,124.53,124.53,124.5,124.07,124.07,124.07,124.07,124.01,124.01,124.01,124.01,124.18,124.18,124.18,124.18,117.98,117.98,117.98,118.08,118.095,118.095,118.095,118.095,118.131,118.131,118.131,118.126,118.191,118.191,118.191,118.191,118.188,118.185,118.185,118.185,117.444,117.438,117.438,117.438,117.462,117.462,117.462,117.462,117.501,117.501,117.501,117.501,117.66,117.666,117.666,117.659,117.692,117.692,117.692,117.692,117.692,115.196,115.196,115.196,115.191,115.244,115.244
"1997-04",,,,,,,,,237,237.7,237.6,237.6,238.9,238.5,238.4,251.4,128.6,127.9,128.4,128.4,127.64,127.34,127.55,127.7,127.7,128.1,128.1,128.1,128.1,127.99,127.99,127.99,127.99,128.09,128.09,128.09,128.01,128.02,128.02,128.03,129.31,129.24,129.24,129.24,129.24,129.25,129.25,129.25,129.25,129.32,129.32,129.32,129.32,129.43,129.43,129.43,129.43,129.44,129.44,129.44,129.44,129.31,129.31,129.31,129.3,128.7,128.7,128.7,128.7,128.72,128.72,128.72,128.72,128.7,128.7,128.7,128.7,122.288,122.288,122.288,122.296,122.259,122.259,122.259,122.259,122.184,122.184,122.184,122.183,122.164,122.164,122.164,122.164,122.155,122.163,122.163,122.163,121.583,121.577,121.577,121.577,121.522,121.522,121.522,121.522,121.572,121.572,121.572,121.572,121.701,121.679,121.679,121.678,121.713,121.713,121.713,121.713,121.713,118.896,118.896,118.896,118.897,118.898,118.898
"1997-07",,,,,,,,,,247.8,249.9,249.8,252,252,250.9,265.4,135.5,135.1,134.2,134.6,134.15,134.19,134.22,134.23,134.23,134.27,134.27,134.26,134.26,134.67,134.67,134.67,134.61,134.49,134.49,134.49,134.42,134.72,134.72,134.69,135.25,135.45,135.45,135.45,135.45,135.34,135.34,135.34,135.34,135.51,135.51,135.51,135.51,135.46,135.46,135.46,135.46,135.44,135.44,135.44,135.44,135.36,135.36,135.36,135.37,134.94,134.94,134.94,134.94,134.79,134.79,134.79,134.79,134.75,134.75,134.75,134.75,129.251,129.251,129.251,129.324,129.283,129.283,129.283,129.283,129.361,129.361,129.361,129.364,129.353,129.353,129.353,129.353,129.345,129.342,129.342,129.342,128.734,128.727,128.727,128.727,128.705,128.705,128.705,128.705,128.667,128.667,128.667,128.667,128.834,128.842,128.842,128.846,128.87,128.87,128.87,128.87,128.87,125.842,125.842,125.842,125.849,125.802,125.802
"1997-10",,,,,,,,,,,254.1,253.7,252.6,253.3,254.4,267.6,136.7,136.6,136.8,136.6,138,138.32,138.21,138.05,138.05,137.92,137.92,137.93,137.93,137.68,137.68,137.68,137.71,137.63,137.63,137.63,137.81,137.38,137.38,137.4,138.86,138.79,138.79,138.79,138.79,138.83,138.83,138.83,138.83,138.42,138.42,138.42,138.42,138.23,138.23,138.23,138.23,138.24,138.24,138.24,138.24,138.53,138.53,138.53,138.57,137.81,137.81,137.81,137.81,138.07,138.07,138.07,138.07,138,138,138,138,131.475,131.475,131.475,131.293,131.322,131.322,131.322,131.322,131.351,131.351,131.351,131.354,131.363,131.363,131.363,131.363,131.361,131.358,131.358,131.358,131.063,131.084,131.084,131.084,131.056,131.056,131.056,131.056,131.112,131.112,131.112,131.112,130.74,130.748,130.748,130.752,130.713,130.713,130.713,130.713,130.713,127.622,127.622,127.622,127.617,127.697,127.697
"1998-01",,,,,,,,,,,,257.4,253.9,253.7,254.5,270.3,138.5,139.2,139.5,139.3,138.9,139.58,139.42,139.38,139.38,139.78,139.78,139.76,139.76,139.7,139.7,139.7,139.73,139.58,139.58,139.58,139.54,139.5,139.5,139.48,139.94,139.82,139.82,139.82,139.82,139.95,139.95,139.95,139.95,140.09,140.09,140.09,140.09,140.18,140.18,140.18,140.18,140.16,140.16,140.16,140.16,140.12,140.12,140.12,140.1,139.57,139.57,139.57,139.57,139.46,139.46,139.46,139.46,139.58,139.58,139.58,139.58,133.678,133.678,133.678,133.768,133.759,133.759,133.759,133.759,133.795,133.795,133.795,133.795,133.822,133.822,133.822,133.822,133.793,133.793,133.793,133.793,133.134,133.134,133.134,133.134,133.112,133.112,133.112,133.112,133.126,133.126,133.126,133.126,133.291,133.319,133.319,133.315,133.314,133.314,133.314,133.314,133.314,130.194,130.194,130.194,130.196,130.173,130.173
"1998-04",,,,,,,,,,,,,260.3,259.9,258.8,276,141.1,141,141.7,141.6,141.45,141.12,141.49,141.67,141.67,142.06,142.06,142.05,142.05,141.93,141.93,141.93,141.9,142.11,142.11,142.11,142.01,142.01,142.01,142.02,142.93,142.81,142.81,142.81,142.81,142.8,142.8,142.8,142.8,142.95,142.95,142.95,142.95,143.03,143.03,143.03,143.03,143.11,143.11,143.11,143.11,143.04,143.04,143.04,143.03,142.11,142.11,142.11,142.11,142.06,142.06,142.06,142.06,142.11,142.11,142.11,142.11,135.354,135.354,135.354,135.325,135.342,135.342,135.342,135.342,135.322,135.322,135.322,135.322,135.357,135.357,135.357,135.357,135.334,135.334,135.334,135.334,134.792,134.792,134.792,134.792,134.774,134.774,134.774,134.774,134.803,134.803,134.803,134.803,134.947,134.946,134.946,134.948,135.024,135.024,135.024,135.024,135.024,131.709,131.709,131.709,131.711,131.77,131.77
"1998-07",,,,,,,,,,,,,,259.9,259.4,274.9,140.3,141.1,139.7,140.3,139.73,139.51,139.4,139.61,139.61,139.78,139.78,139.78,139.78,140.28,140.28,140.28,140.23,140.05,140.05,140.05,139.99,140.29,140.29,140.26,140.75,140.98,140.98,140.98,140.98,140.85,140.85,140.85,140.85,140.96,140.96,140.96,140.96,140.92,140.92,140.92,140.92,140.88,140.88,140.88,140.88,140.82,140.82,140.82,140.84,140.05,140.05,140.05,140.05,139.88,139.88,139.88,139.88,139.82,139.82,139.82,139.82,133.346,133.346,133.346,133.394,133.337,133.337,133.337,133.337,133.37,133.37,133.37,133.37,133.354,133.354,133.354,133.354,133.328,133.328,133.328,133.328,132.839,132.839,132.839,132.839,132.818,132.818,132.818,132.818,132.836,132.836,132.836,132.836,132.954,132.927,132.927,132.929,132.951,132.951,132.951,132.951,132.951,129.646,129.646,129.646,129.648,129.559,129.559
"1998-10",,,,,,,,,,,,,,,252.2,265.6,135.7,135.8,136.1,135.8,136.98,137,136.9,136.55,136.55,136.76,136.76,136.75,136.75,136.91,136.91,136.91,136.96,136.89,136.89,136.89,137.1,136.72,136.72,136.75,138.39,138.38,138.38,138.38,138.38,138.52,138.52,138.52,138.52,138.09,138.09,138.09,138.09,137.9,137.9,137.9,137.9,137.87,137.87,137.87,137.87,138.05,138.05,138.05,138.05,137.28,137.28,137.28,137.28,137.61,137.61,137.61,137.61,137.48,137.48,137.48,137.48,130.338,130.338,130.338,130.229,130.183,130.183,130.183,130.183,130.199,130.201,130.201,130.201,130.198,130.198,130.198,130.198,130.208,130.208,130.208,130.208,129.909,129.909,129.909,129.909,129.889,129.889,129.889,129.889,129.911,129.911,129.911,129.911,129.562,129.562,129.562,129.564,129.521,129.521,129.521,129.521,129.521,126.248,126.248,126.248,126.244,126.303,126.303
"1999-01",,,,,,,,,,,,,,,,,135.5,136.4,136.7,137.5,136.59,137.16,137.02,136.96,136.96,137.81,137.81,137.8,137.8,137.66,137.66,137.66,137.69,137.37,137.37,137.37,137.29,137.17,137.17,137.14,137.26,137.12,137.12,137.12,137.12,137.16,137.16,137.16,137.16,137.3,137.3,137.3,137.3,137.35,137.35,137.35,137.35,137.34,137.34,137.34,137.34,137.31,137.31,137.31,137.31,136.45,136.45,136.45,136.45,136.3,136.3,136.3,136.3,136.4,136.4,136.4,136.4,130.816,130.816,130.816,130.85,130.844,130.844,130.844,130.844,130.895,130.895,130.895,130.895,130.921,130.921,130.921,130.921,130.881,130.882,130.882,130.882,129.949,129.949,129.949,129.949,129.961,129.961,129.961,129.961,129.945,129.945,129.945,129.945,130.052,130.072,130.072,130.067,130.072,130.072,130.072,130.072,130.072,126.867,126.867,126.867,126.861,126.825,126.825
"1999-04",,,,,,,,,,,,,,,,,,140.4,141.2,142.2,141.54,142.1,142.62,142.83,142.83,143.53,143.53,143.52,143.52,143.55,143.55,143.55,143.49,143.8,143.8,143.8,143.66,143.66,143.66,143.66,145.62,145.5,145.5,145.5,145.5,145.52,145.52,145.52,145.52,145.85,145.85,145.85,145.85,145.96,145.96,145.96,145.96,145.99,145.99,145.99,145.99,145.96,145.96,145.96,145.96,145.39,145.39,145.39,145.39,145.29,145.29,145.29,145.29,145.27,145.27,145.27,145.27,137.67,137.67,137.67,137.703,137.661,137.661,137.661,137.661,137.656,137.654,137.654,137.654,137.668,137.668,137.668,137.668,137.646,137.647,137.647,137.647,136.749,136.749,136.749,136.749,136.718,136.718,136.718,136.718,136.746,136.746,136.746,136.746,136.862,136.855,136.855,136.849,136.865,136.865,136.865,136.865,136.865,133.358,133.358,133.358,133.358,133.401,133.401
"1999-07",,,,,,,,,,,,,,,,,,,145.2,147,146.5,147.84,147.52,148.06,148.06,148.38,148.38,148.36,148.36,148.8,148.8,148.8,148.77,148.3,148.3,148.3,148.26,148.6,148.6,148.57,150.15,150.44,150.44,150.44,150.44,150.22,150.22,150.22,150.22,150.36,150.36,150.36,150.36,150.28,150.28,150.28,150.28,150.3,150.3,150.3,150.3,150.25,150.25,150.25,150.26,149.52,149.52,149.52,149.52,149.28,149.28,149.28,149.28,149.22,149.22,149.22,149.22,141.506,141.506,141.506,141.534,141.502,141.502,141.502,141.502,141.462,141.462,141.462,141.462,141.466,141.466,141.466,141.466,141.454,141.454,141.454,141.454,140.592,140.592,140.592,140.592,140.567,140.567,140.567,140.567,140.587,140.587,140.587,140.587,140.664,140.657,140.657,140.663,140.691,140.691,140.691,140.691,140.691,136.907,136.907,136.907,136.913,136.834,136.834
"1999-10",,,,,,,,,,,,,,,,,,,,149.1,150.44,152.79,152.72,152.04,152.04,153.3,153.3,153.31,153.31,153.18,153.18,153.18,153.25,152.98,152.98,152.98,153.26,152.94,152.94,153.01,155.09,155.07,155.07,155.07,155.07,155.54,155.54,155.54,155.54,154.93,154.93,154.93,154.93,154.72,154.72,154.72,154.72,154.71,154.71,154.71,154.71,154.78,154.78,154.78,154.79,153.65,153.65,153.65,153.65,154.19,154.19,154.19,154.19,154.05,154.05,154.05,154.05,145.313,145.313,145.313,145.215,145.171,145.171,145.171,145.171,145.21,145.212,145.212,145.212,145.213,145.213,145.213,145.213,145.198,145.22,145.22,145.22,144.709,144.709,144.709,144.709,144.669,144.669,144.669,144.669,144.663,144.663,144.663,144.663,144.471,144.464,144.464,144.469,144.474,144.474,144.474,144.474,144.474,140.52,140.52,140.52,140.52,140.542,140.542
"2000-01",,,,,,,,,,,,,,,,,,,,,157.46,160.18,160.02,159.96,159.96,161.47,161.47,161.47,161.47,161.34,161.34,161.34,161.34,161.01,161.01,161.01,160.85,162.02,162.02,161.98,162.34,162.16,162.16,162.16,162.16,162.2,162.2,162.2,162.2,162.33,162.33,162.33,162.33,162.34,162.34,162.34,162.34,162.27,162.27,162.27,162.27,162.21,162.21,162.21,162.22,160.97,160.97,160.97,160.97,160.76,160.76,160.76,160.76,160.73,160.73,160.73,160.73,153.779,153.779,153.779,153.822,153.82,153.82,153.82,153.82,153.85,153.851,153.851,153.847,153.855,153.855,153.855,153.855,153.775,153.775,153.775,153.775,152.939,152.912,152.912,152.912,152.892,152.892,152.892,152.892,152.847,152.847,152.847,152.847,152.886,152.893,152.893,152.88,152.912,152.912,152.912,152.912,152.906,148.788,148.788,148.788,148.788,148.669,148.669
"2000-04",,,,,,,,,,,,,,,,,,,,,,165.85,165.51,165.83,165.83,166.79,166.79,166.8,166.8,167.47,167.47,167.47,167.39,168.33,168.33,168.33,168.14,166.79,166.79,166.73,167.76,167.61,167.61,167.61,167.61,167.57,167.57,167.57,167.57,168.14,168.14,168.14,168.14,168.32,168.32,168.32,168.32,168.34,168.34,168.34,168.34,168.38,168.38,168.38,168.37,167.07,167.07,167.07,167.07,166.91,166.91,166.91,166.91,166.94,166.94,166.94,166.94,160.034,160.034,160.034,160.056,160.017,160.017,160.017,160.017,160.06,160.056,160.056,160.056,160.051,160.051,160.051,160.051,160.082,160.082,160.082,160.082,159.691,159.69,159.69,159.69,159.675,159.675,159.675,159.675,159.741,159.741,159.741,159.741,159.832,159.812,159.812,159.811,159.829,159.829,159.829,159.829,159.822,155.294,155.294,155.294,155.294,155.355,155.355
"2000-07",,,,,,,,,,,,,,,,,,,,,,,170.89,171.64,171.64,173.6,173.6,173.61,173.61,173.12,173.12,173.12,173.11,172.65,172.65,172.65,172.63,172,172,172,172.63,173.08,173.08,173.08,173.08,172.71,172.71,172.71,172.71,172.77,172.77,172.77,172.77,172.76,172.76,172.76,172.76,172.8,172.8,172.8,172.8,172.82,172.82,172.82,172.82,172,172,172,172,171.67,171.67,171.67,171.67,171.71,171.71,171.71,171.71,164.31,164.31,164.31,164.313,164.274,164.274,164.274,164.274,164.235,164.236,164.236,164.236,164.273,164.273,164.273,164.273,164.258,164.258,164.258,164.258,163.879,163.907,163.907,163.907,163.882,163.882,163.882,163.882,163.915,163.915,163.915,163.915,163.884,163.89,163.89,163.9,163.923,163.923,163.923,163.923,163.916,159.219,159.219,159.219,159.219,159.19,159.19
"2000-10",,,,,,,,,,,,,,,,,,,,,,,,180.94,180.94,181.56,181.56,181.55,181.55,183.42,183.42,183.42,183.5,183.79,183.79,183.79,184.17,184.02,184.02,184.13,185.57,185.45,185.45,185.45,185.45,186.04,186.04,186.04,186.04,185.24,185.24,185.24,185.24,185.06,185.06,185.06,185.06,185.08,185.08,185.08,185.08,185.11,185.11,185.11,185.11,183.72,183.72,183.72,183.72,184.5,184.5,184.5,184.5,184.44,184.44,184.44,184.44,174.599,174.599,174.599,174.53,174.521,174.521,174.521,174.521,174.559,174.56,174.56,174.564,174.617,174.617,174.617,174.617,174.611,174.611,174.611,174.611,174.202,174.201,174.201,174.201,174.18,174.18,174.18,174.18,174.236,174.236,174.236,174.236,174.25,174.257,174.257,174.26,174.269,174.269,174.269,174.269,174.29,169.122,169.122,169.122,169.122,169.235,169.235
"2001-01",,,,,,,,,,,,,,,,,,,,,,,,,179.64,180.98,180.64,181.36,181.36,183.3,183.3,183.3,183.26,183.77,183.77,183.77,183.55,183.95,183.95,183.9,183.75,183.59,183.59,183.59,183.59,183.44,183.44,183.44,183.44,183.51,183.51,183.51,183.51,183.44,183.44,183.44,183.44,183.42,183.42,183.42,183.42,183.39,183.39,183.39,183.39,182.3,182.3,182.3,182.3,182.07,182.07,182.07,182.07,182.02,182.02,182.02,182.02,173.522,173.522,173.522,173.581,173.594,173.594,173.594,173.594,173.615,173.617,173.617,173.617,173.643,173.643,173.643,173.643,173.554,173.554,173.554,173.554,172.92,172.892,172.892,172.892,172.849,172.849,172.849,172.849,172.805,172.805,172.805,172.805,172.778,172.785,172.785,172.767,172.779,172.779,172.779,172.779,172.779,167.863,167.863,167.863,167.86,167.743,167.743
"2001-04",,,,,,,,,,,,,,,,,,,,,,,,,,182.07,182.66,182.47,182.47,182.89,182.89,182.89,182.8,184.75,184.75,184.75,184.49,182.98,182.98,182.84,183.87,183.81,183.81,183.81,183.81,183.78,183.78,183.78,183.78,184.63,184.63,184.63,184.63,184.85,184.85,184.85,184.85,184.89,184.89,184.89,184.89,184.96,184.96,184.96,184.95,183.8,183.8,183.8,183.8,183.54,183.54,183.54,183.54,183.63,183.63,183.63,183.63,174.362,174.362,174.362,174.405,174.346,174.346,174.346,174.346,174.405,174.398,174.398,174.398,174.434,174.434,174.434,174.434,174.43,174.43,174.43,174.43,173.752,173.724,173.724,173.724,173.717,173.717,173.717,173.717,173.812,173.812,173.812,173.812,173.809,173.816,173.816,173.82,173.825,173.825,173.825,173.825,173.825,168.541,168.541,168.541,168.544,168.621,168.621
"2001-07",,,,,,,,,,,,,,,,,,,,,,,,,,,180.56,180.46,180.46,181.32,181.32,181.32,181.35,182.02,182.02,182.02,182.01,181.45,181.45,181.48,182.83,183.48,183.48,183.48,183.48,183,183,183,183,183.02,183.02,183.02,183.02,182.98,182.98,182.98,182.98,183.01,183.01,183.01,183.01,183.03,183.03,183.03,183.03,182.07,182.07,182.07,182.07,181.66,181.66,181.66,181.66,181.72,181.72,181.72,181.72,174.088,174.088,174.088,174.103,174.093,174.093,174.093,174.093,174.022,174.025,174.025,174.025,174.07,174.07,174.07,174.07,174.054,174.054,174.054,174.054,173.324,173.38,173.38,173.38,173.374,173.374,173.374,173.374,173.406,173.406,173.406,173.406,173.325,173.304,173.304,173.313,173.348,173.348,173.348,173.348,173.348,167.95,167.95,167.95,167.947,167.947,167.947
"2001-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,180.15,180.15,182.22,182.22,182.22,182.32,183.44,183.44,183.44,183.93,184.62,184.62,184.78,187.26,187.15,187.15,187.15,187.15,187.81,187.81,187.81,187.81,186.89,186.89,186.89,186.89,186.7,186.7,186.7,186.7,186.75,186.75,186.75,186.75,186.79,186.79,186.79,186.81,185.67,185.67,185.67,185.67,186.6,186.6,186.6,186.6,186.55,186.55,186.55,186.55,175.504,175.504,175.504,175.388,175.388,175.388,175.388,175.388,175.446,175.448,175.448,175.448,175.456,175.456,175.456,175.456,175.495,175.495,175.495,175.495,174.536,174.536,174.536,174.536,174.508,174.508,174.508,174.508,174.536,174.536,174.536,174.536,174.812,174.819,174.819,174.824,174.828,174.828,174.828,174.828,174.828,169.477,169.477,169.477,169.48,169.595,169.595
"2002-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.26,183.73,183.39,183.45,183.36,185.18,185.18,185.18,184.92,186.47,186.47,186.42,186.81,186.65,186.65,186.65,186.65,186.36,186.36,186.36,186.36,186.42,186.42,186.42,186.42,186.29,186.29,186.29,186.29,186.33,186.33,186.33,186.33,186.37,186.37,186.37,186.38,185.17,185.17,185.17,185.17,184.94,184.94,184.94,184.94,184.99,184.99,184.99,184.99,174.69,174.69,174.69,174.796,174.804,174.804,174.804,174.804,174.857,174.86,174.86,174.86,174.894,174.894,174.894,174.894,174.848,174.848,174.848,174.848,173.813,173.786,173.786,173.786,173.762,173.762,173.762,173.762,173.716,173.716,173.716,173.716,173.689,173.689,173.689,173.661,173.684,173.684,173.684,173.684,173.684,168.422,168.422,168.422,168.422,168.37,168.37
"2002-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.38,185.88,185.91,185.8,189.43,189.43,189.43,189.06,189.24,189.24,189.01,190.41,189.62,189.62,189.62,189.62,189.67,189.67,189.67,189.67,190.67,190.67,190.67,190.67,190.93,190.93,190.93,190.93,190.95,190.95,190.95,190.95,190.98,190.98,190.98,190.96,189.92,189.92,189.92,189.92,189.68,189.68,189.68,189.68,189.73,189.73,189.73,189.73,179.705,179.705,179.705,179.755,179.681,179.681,179.681,179.681,179.749,179.743,179.743,179.743,179.762,179.762,179.762,179.762,179.764,179.764,179.764,179.764,178.938,178.91,178.91,178.91,178.889,178.889,178.889,178.889,178.953,178.953,178.953,178.953,179.014,179.014,179.014,179.019,179.037,179.037,179.037,179.037,179.037,173.285,173.285,173.285,173.285,173.317,173.317
"2002-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.32,190.63,190.72,192.64,192.64,192.64,192.67,192.72,192.72,192.79,194.58,194.56,194.56,194.56,194.56,194,194,194,194,193.91,193.91,193.91,193.91,193.84,193.84,193.84,193.84,193.84,193.84,193.84,193.84,193.81,193.81,193.81,193.78,192.6,192.6,192.6,192.6,192.25,192.25,192.25,192.25,192.27,192.27,192.27,192.27,182.468,182.468,182.468,182.481,182.44,182.44,182.44,182.44,182.383,182.385,182.385,182.385,182.433,182.433,182.433,182.433,182.407,182.407,182.407,182.407,181.606,181.688,181.688,181.688,181.694,181.694,181.694,181.694,181.725,181.725,181.725,181.725,181.6,181.6,181.6,181.612,181.629,181.629,181.629,181.629,181.629,175.633,175.633,175.633,175.639,175.642,175.642
"2002-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.37,191.49,193.18,193.18,193.18,193.78,195.76,195.76,195.99,198.32,197.54,197.54,197.54,197.54,198.51,198.51,198.51,198.51,197.52,197.52,197.52,197.52,197.44,197.44,197.44,197.44,197.47,197.47,197.47,197.47,197.51,197.51,197.51,197.53,195.9,195.9,195.9,195.9,196.75,196.75,196.75,196.75,196.71,196.71,196.71,196.71,185.684,185.684,185.684,185.516,185.544,185.544,185.544,185.544,185.568,185.571,185.571,185.571,185.626,185.626,185.626,185.626,185.629,185.629,185.629,185.629,184.905,184.878,184.878,184.878,184.863,184.863,184.863,184.863,184.894,184.894,184.894,184.894,185.149,185.149,185.149,185.16,185.185,185.185,185.185,185.185,185.185,179.174,179.174,179.174,179.168,179.246,179.246
"2003-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.42,192.46,192.46,191.63,192.79,194.64,194.64,194.58,193.05,193.43,193.43,193.43,193.43,192.63,192.63,192.63,192.63,192.69,192.69,192.69,192.69,192.33,192.33,192.33,192.33,192.41,192.41,192.41,192.41,192.48,192.48,192.48,192.49,191.18,191.18,191.18,191.18,191.04,191.04,191.04,191.04,191.04,191.04,191.04,191.04,178.998,178.998,178.998,179.109,179.121,179.121,179.121,179.121,179.149,179.152,179.152,179.152,179.203,179.203,179.203,179.203,179.158,179.158,179.158,179.158,179.584,179.556,179.556,179.556,179.533,179.533,179.533,179.533,179.487,179.487,179.487,179.487,179.543,179.543,179.543,179.514,179.506,179.506,179.506,179.506,179.527,173.618,173.618,173.618,173.618,173.531,173.531
