"","1995-09-06","1995-12-07","1996-03-07","1996-06-05","1996-09-05","1996-12-04","1997-03-04","1997-06-05","1997-09-10","1997-12-04","1998-02-27","1998-06-04","1998-09-09","1998-12-03","1999-03-04","1999-05-28","1999-06-08","1999-09-09","1999-12-07","2000-03-28","2000-05-30","2000-08-29","2000-11-28","2001-03-01","2001-05-23","2001-08-23","2001-11-22","2002-02-27","2002-05-23","2002-08-22","2002-11-21","2003-02-26","2003-05-22","2003-08-21","2003-11-20","2004-02-19","2004-05-25","2004-08-24","2004-11-23","2005-02-22","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23","2025-08-22","2025-11-25"
"2012-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.96,348.98,349.52,349.98,349.98,349.98,349.98,321.239,321.239,321.239,320.737,321.529,321.529,321.529,321.529,321.848,321.862,321.862,321.864,322.28,322.28,322.28,322.28,322.382,322.356,322.356,322.356,322.909,322.909,322.909,322.909,323.116,323.116,323.116,323.116,323.303,323.303,323.303,323.303,323.193,323.193,323.193,323.2,323.305,323.305,323.305,323.305,323.216,303.619,303.619,303.619,303.619,303.702,303.702
"2012-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.74,340.81,344.01,344.01,344.01,344.01,314.623,314.623,314.623,314.51,316.497,316.497,316.497,316.497,317.083,317.092,317.092,317.086,316.995,316.995,316.995,316.995,316.877,316.868,316.868,316.868,317.964,317.964,317.964,317.964,317.819,317.819,317.819,317.819,317.543,317.543,317.543,317.543,317.595,317.595,317.595,317.601,317.633,317.633,317.633,317.633,317.897,298.198,298.198,298.198,298.198,298.466,298.466
"2013-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.49,340.82,339.77,339.9,340.99,316.088,316.088,316.088,316.603,318.098,318.098,318.098,318.098,318.433,318.432,318.432,318.467,317.678,317.678,317.678,317.678,317.741,317.767,317.767,317.767,316.149,316.149,316.149,316.149,316.073,316.073,316.073,316.073,316.188,316.188,316.188,316.188,316.397,316.412,316.412,316.404,316.344,316.344,316.344,316.344,316.242,296.583,296.583,296.583,296.583,296.523,296.523
"2013-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.89,347.7,347.84,349.11,320.488,320.488,320.488,320.898,320.475,320.475,320.475,320.475,319.781,319.757,319.757,319.751,318.77,318.77,318.77,318.77,318.824,318.875,318.875,318.875,316.99,316.99,316.99,316.99,316.877,316.877,316.877,316.877,317.023,317.023,317.023,317.023,317.212,317.197,317.197,317.19,317.303,317.303,317.303,317.303,317.172,297.03,297.03,297.03,297.03,296.906,296.906
"2013-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.13,347.05,347.26,321.569,321.569,321.569,320.909,321.312,321.312,321.312,321.312,322.068,322.083,322.083,322.1,322.207,322.207,322.207,322.207,322.28,322.228,322.228,322.228,321.228,321.228,321.228,321.228,321.432,321.432,321.432,321.432,321.553,321.553,321.553,321.553,321.414,321.4,321.4,321.405,321.538,321.538,321.538,321.538,321.466,300.668,300.668,300.668,300.668,300.686,300.686
"2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.17,355.27,326.876,326.876,326.876,326.611,328.099,328.099,328.099,328.099,329.504,329.514,329.514,329.468,329.613,329.613,329.613,329.613,329.36,329.33,329.33,329.33,327.437,327.437,327.437,327.437,327.323,327.323,327.323,327.323,327.093,327.093,327.093,327.093,327.093,327.108,327.108,327.119,327.131,327.131,327.131,327.131,327.436,305.534,305.534,305.534,305.534,305.807,305.807
"2014-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.25,326.777,326.255,325.183,326.23,329.165,329.165,329.165,329.165,328.421,328.421,328.421,328.529,329.245,329.245,329.245,329.245,329.324,329.342,329.342,329.342,327.469,327.505,327.505,327.505,327.346,327.346,327.346,327.346,327.413,327.413,327.413,327.413,327.698,327.727,327.727,327.709,327.68,327.68,327.68,327.68,327.529,305.51,305.51,305.51,305.51,305.403,305.403
"2014-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.608,329.9,328.432,329.346,330.099,330.099,330.099,330.099,329.822,329.79,329.79,329.781,330.736,330.736,330.736,330.736,330.897,330.972,330.972,330.972,329.898,329.963,329.963,329.963,329.859,329.859,329.859,329.859,329.929,329.929,329.929,329.929,330.184,330.184,330.184,330.161,330.261,330.261,330.261,330.261,330.196,308.094,308.094,308.094,308.094,308.032,308.032
"2014-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.67,335.518,334.654,336.107,336.107,336.107,336.107,336.232,336.248,336.248,336.266,338.466,338.466,338.466,338.466,338.669,338.607,338.607,338.607,337.144,337.064,337.064,337.064,337.265,337.265,337.265,337.265,337.4,337.4,337.4,337.4,337.31,337.252,337.252,337.272,337.321,337.321,337.321,337.321,337.198,314.065,314.065,314.065,314.065,314.004,314.004
"2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.993,338.734,341.45,341.45,341.45,341.45,344.133,344.149,344.149,344.031,345.802,345.802,345.802,345.802,346.35,346.306,346.306,346.306,344.66,344.639,344.639,344.639,344.541,344.541,344.541,344.541,344.484,344.484,344.484,344.484,344.33,344.359,344.359,344.38,344.424,344.424,344.424,344.424,344.763,320.586,320.586,320.586,320.586,320.842,320.842
"2015-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.36,346.625,347.891,347.801,347.916,348.9,348.898,348.898,349.105,349.351,349.351,349.351,349.351,350.073,350.073,350.073,350.073,348.415,348.408,348.408,348.408,348.224,348.224,348.224,348.224,348.254,348.254,348.254,348.254,348.731,348.797,348.797,348.764,348.814,348.814,348.814,348.814,348.61,323.616,323.616,323.616,323.61,323.514,323.514
"2015-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.385,357.324,357.305,357.376,357.639,357.611,357.611,357.591,358.906,358.906,358.906,358.906,359.586,359.7,359.7,359.7,356.959,357.157,357.157,357.157,357.142,357.142,357.142,357.142,357.198,357.198,357.198,357.198,357.419,357.515,357.515,357.475,357.613,357.613,357.613,357.613,357.585,331.258,331.258,331.258,331.246,331.296,331.296
"2015-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.933,357.231,357.228,356.32,356.341,356.341,356.354,359.15,359.15,359.15,359.15,359.639,359.553,359.553,359.553,356.726,356.602,356.602,356.602,356.83,356.83,356.83,356.83,356.966,356.966,356.966,356.966,357.114,356.917,356.917,356.96,356.966,356.966,356.966,356.966,356.85,330.294,330.294,330.294,330.288,330.285,330.285
"2015-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.848,353.78,352.562,352.573,352.573,352.373,356.022,356.022,356.022,356.022,355.976,355.948,355.948,355.948,353.865,353.799,353.799,353.799,353.867,353.867,353.867,353.867,353.875,353.875,353.875,353.875,353.285,353.322,353.322,353.352,353.363,353.363,353.363,353.363,353.712,326.556,326.556,326.556,326.579,326.63,326.63
"2016-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.253,355.407,354.518,354.473,355.035,356.426,356.426,356.426,356.426,356.757,356.781,356.781,356.781,353.842,353.943,353.943,353.943,354.126,354.126,354.126,354.126,354.019,354.019,354.019,354.019,354.817,355.033,355.033,354.977,355.038,355.038,355.038,355.038,354.662,327.552,327.552,327.552,327.537,327.484,327.484
"2016-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.474,357.771,357.675,357.767,360.142,360.142,360.142,360.142,360.391,360.512,360.512,360.512,357.886,358.188,358.188,358.188,358.672,358.672,358.672,358.672,358.81,358.81,358.81,358.81,358.997,359.155,359.155,359.078,359.178,359.178,359.178,359.178,359.263,331.04,331.04,331.04,331.011,331.02,331.02
"2016-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.143,357.383,357.608,360.19,360.19,360.19,360.19,360.111,360.024,360.024,360.024,359.454,359.181,359.181,359.181,359.415,359.415,359.415,359.415,359.607,359.607,359.607,359.607,360.306,359.86,359.86,359.903,359.895,359.895,359.895,359.895,359.779,331.476,331.476,331.476,331.474,331.446,331.446
"2016-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.998,365.94,367.356,367.356,367.356,367.356,366.896,366.833,366.833,366.833,365.127,364.997,364.997,364.997,365.646,365.646,365.646,365.646,365.665,365.665,365.665,365.665,364.26,364.333,364.333,364.422,364.44,364.44,364.44,364.44,364.846,335.021,335.021,335.021,335.066,335.104,335.104
"2017-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.555,376.98,377.092,377.094,376.757,378.834,378.865,378.865,378.865,376.196,376.341,376.341,376.341,376.111,376.111,376.111,376.111,376.369,376.369,376.369,376.369,377.548,377.811,377.811,377.716,377.863,377.863,377.863,377.863,377.225,346.512,346.512,346.512,346.486,345.321,345.321
"2017-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.546,382.024,381.925,381.986,383.855,384.001,384.001,384.001,383.354,383.852,383.852,383.852,383.927,383.927,383.927,383.927,384.638,384.638,384.638,384.638,384.912,385.264,385.264,385.129,385.278,385.278,385.278,385.278,385.403,352.838,352.838,352.838,352.79,352.302,352.302
"2017-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.046,387.228,387.281,387.285,387.164,387.164,387.164,386.902,386.523,386.523,386.523,386.894,386.894,386.894,386.894,387.488,387.488,387.488,387.488,388.786,388.055,388.055,388.091,388.043,388.043,388.043,388.043,387.991,354.979,354.979,354.979,354.98,354.09,354.09
"2017-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.307,398.955,395.168,395.079,395.079,395.079,394.619,394.356,394.356,394.356,394.695,394.695,394.695,394.695,395.479,395.479,395.479,395.479,392.987,393.103,393.103,393.298,393.303,393.303,393.303,393.303,393.867,358.845,358.845,358.845,358.917,358.27,358.27
"2018-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.874,395.1,394.756,394.988,394.986,393.784,393.992,393.992,393.992,395.346,395.346,395.346,395.346,395.923,395.923,395.923,395.923,397.127,397.51,397.51,397.338,397.504,397.504,397.504,397.504,396.481,365.288,365.288,365.288,365.244,364.198,364.198
"2018-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.056,399.189,399.416,399.414,398.153,398.831,398.831,398.831,399.439,399.439,399.439,399.439,399.835,399.835,399.835,399.835,399.96,400.521,400.521,400.325,400.468,400.468,400.468,400.468,400.531,367.435,367.435,367.435,367.362,367.399,367.399
"2018-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.483,398.958,398.961,398.796,398.266,398.266,398.266,398.766,398.766,398.766,398.766,399.706,399.706,399.706,399.706,400.945,399.938,399.938,399.95,399.859,399.859,399.859,399.859,399.834,366.653,366.653,366.653,366.651,365.81,365.81
"2018-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.995,403.006,400.854,400.499,400.499,400.499,402.045,402.045,402.045,402.045,403.43,403.43,403.43,403.43,400.328,400.39,400.39,400.746,400.748,400.748,400.748,400.748,401.733,368.388,368.388,368.388,368.508,367.865,367.865
"2019-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.278,407.555,406.289,406.099,406.604,407.584,407.584,407.584,407.584,407.876,407.876,407.876,407.876,410.08,410.562,410.562,410.269,414.596,414.596,414.596,414.596,413.157,378.847,378.847,378.847,378.754,378.23,378.23
"2019-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.019,401.119,400.748,400.784,401.348,401.348,401.348,401.348,402.386,402.386,402.386,402.386,403.364,404.141,404.141,403.909,407.867,407.867,407.867,407.867,407.763,372.134,372.134,372.134,372.027,372.662,372.662
"2019-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.88,405.438,406.746,407.128,407.128,407.128,407.128,407.182,407.182,407.182,407.182,409.642,408.377,408.377,408.393,412.292,412.292,412.292,412.292,412.396,377.179,377.179,377.179,377.18,376.826,376.826
"2019-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.131,405.694,407.369,407.369,407.369,407.369,408.309,408.309,408.309,408.309,404.51,404.517,404.517,405.026,409.448,409.448,409.448,409.448,410.888,376.489,376.489,376.489,376.688,376.364,376.364
"2020-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.095,393.075,393.057,392.876,392.92,393.381,393.381,393.381,393.381,396.03,396.622,396.622,396.205,400.244,400.244,400.244,400.244,398.565,366.696,366.696,366.696,366.54,365.672,365.672
"2020-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.19,310.606,310.577,310.978,311.78,311.78,311.78,311.78,312.113,312.905,312.905,312.734,315.74,315.74,315.74,315.74,315.456,286.585,286.585,286.585,286.488,287.115,287.115
"2020-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.861,365.638,365.698,365.678,365.678,365.678,365.678,367.752,366.4,366.4,366.427,369.133,369.133,369.133,369.133,369.26,337.258,337.258,337.258,337.242,336.799,336.799
"2020-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.681,383.209,384.375,384.375,384.375,384.375,382.183,382.152,382.152,382.714,388.174,388.174,388.174,388.174,390.01,354.676,354.676,354.676,354.945,354.312,354.312
"2021-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.017,395.858,395.51,397.678,397.166,400.129,400.829,400.829,400.3,404.456,404.456,404.456,404.456,402.404,372.143,372.143,372.143,371.909,370.487,370.487
"2021-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.649,406.516,410.699,412.368,412.836,414.063,414.063,413.791,416.574,416.574,416.574,416.574,415.97,381.569,381.569,381.569,381.407,381.511,381.511
"2021-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.793,421.967,421.344,424.489,422.673,422.673,422.675,425.616,425.616,425.616,425.616,425.806,388.989,388.989,388.989,388.959,388.505,388.505
"2021-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.414,448.937,445.846,445.736,445.736,446.535,453.176,453.176,453.176,453.176,455.642,416.059,416.059,416.059,416.484,415.56,415.56
"2022-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.201,457.283,459.132,459.127,462.382,467.94,467.94,467.94,467.94,465.406,428.461,428.461,428.461,428.103,433.469,433.469
"2022-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.4,481.373,482.226,485.628,490.838,490.838,490.838,490.838,489.93,446.567,446.567,446.567,446.359,448.006,448.006
"2022-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.06,502.188,503.788,507.145,507.145,507.145,507.145,507.452,464.213,464.213,464.213,464.215,467.485,467.485
"2022-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.886,493.617,499.414,499.414,499.414,499.414,502.549,462.697,462.697,462.697,463.26,462.978,462.978
"2023-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.562,495.88,495.88,492.815,493.12,499.401,459.229,459.229,459.229,458.804,458.307,458.307
"2023-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.288,490.288,488.213,488.222,495.957,456.683,456.683,456.683,456.445,451.281,451.281
"2023-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.98,482.46,489.229,451.507,451.507,451.507,451.515,449.544,449.544
"2023-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.556,489.452,449.844,449.844,449.844,450.499,454.181,454.181
"2024-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.081,456.7,457.181,457.681,451.715,450.98,450.98
"2024-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.606,459.599,460.042,461.377,455.121,455.121
"2024-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.624,452.914,450.961,448.772,448.772
"2024-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.682,439.256,442.432,442.432
"2025-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.044,457.258,456.939
"2025-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.659,455.863
"2025-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.012
