"","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23"
"1997-10",78.56,78.54,78.54,78.54,78.54,78.51,78.51,78.51,78.51,78.58,78.58,78.58,78.58,78.56,78.56,78.56,78.56,78.57,78.57,78.57,78.57,78.59,78.59,78.59,78.59,64.77,64.61,64.61,64.61,64.66,64.66,64.66,64.66,64.66,64.66,64.66,64.66,53.39,53.39,53.39,53.39,53.39,53.39,53.4,53.4,53.37,53.37,53.37,53.4,53.37,53.37,53.37,53.37,53.37,53.37,53.37,53.37,44.11,44.11,44.11,44.11,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.13,44.15,44.15,44.15,44.15
"1998-01",81.9,81.87,81.87,81.87,81.87,81.94,81.94,81.94,81.94,81.85,81.85,81.85,81.86,81.91,81.91,81.91,81.91,81.9,81.9,81.9,81.9,81.92,81.92,81.92,81.91,67.45,67.29,67.29,67.29,67.26,67.26,67.26,67.26,67.26,67.26,67.26,67.26,55.53,55.53,55.53,55.53,55.5,55.5,55.5,55.5,55.52,55.52,55.52,55.5,55.53,55.53,55.53,55.53,55.53,55.53,55.53,55.53,45.81,45.81,45.81,45.81,45.83,45.83,45.83,45.83,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.83,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82,45.82
"1998-04",83.69,83.74,83.74,83.74,83.74,83.7,83.7,83.7,83.7,83.71,83.71,83.71,83.71,83.73,83.73,83.73,83.73,83.72,83.72,83.72,83.72,83.69,83.69,83.69,83.68,68.96,68.8,68.8,68.8,68.81,68.81,68.81,68.81,68.78,68.78,68.78,68.78,56.74,56.74,56.74,56.74,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.76,56.77,56.77,56.77,56.77,56.77,56.77,56.77,56.77,46.89,46.89,46.89,46.89,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9
"1998-07",84.37,84.34,84.34,84.34,84.34,84.28,84.28,84.28,84.28,84.2,84.2,84.2,84.2,84.16,84.16,84.16,84.16,84.17,84.17,84.17,84.17,84.18,84.18,84.18,84.19,69.38,69.22,69.22,69.22,69.2,69.2,69.2,69.2,69.21,69.21,69.21,69.21,57.19,57.19,57.19,57.19,57.19,57.19,57.19,57.19,57.2,57.2,57.2,57.19,57.2,57.2,57.2,57.2,57.19,57.19,57.19,57.19,47.18,47.18,47.18,47.18,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.18,47.18,47.18,47.18
"1998-10",83.96,83.97,83.97,83.97,83.97,83.93,83.93,83.93,83.93,84.09,84.09,84.09,84.08,84.01,84.01,84.01,84.01,84.05,84.05,84.05,84.05,84.04,84.04,84.04,84.05,69.27,69.1,69.1,69.1,69.15,69.15,69.15,69.15,69.14,69.14,69.14,69.14,56.92,56.92,56.92,56.92,56.99,56.99,56.99,56.99,56.96,56.96,56.96,56.99,56.96,56.96,56.96,56.96,56.96,56.96,56.96,56.96,47.04,47.04,47.04,47.04,47.05,47.05,47.05,47.05,47.05,47.05,47.05,47.05,47.06,47.05,47.05,47.05,47.05,47.05,47.05,47.05,47.05,46.98,46.98,46.98,46.98
"1999-01",86.84,86.82,86.82,86.82,86.82,86.93,86.93,86.93,86.93,86.79,86.79,86.79,86.79,86.87,86.87,86.87,86.87,86.85,86.85,86.85,86.85,86.88,86.88,86.88,86.87,71.49,71.32,71.32,71.32,71.29,71.29,71.29,71.29,71.29,71.29,71.29,71.29,59.46,59.46,59.46,59.46,59.42,59.42,59.41,59.41,59.44,59.44,59.44,59.41,59.44,59.44,59.44,59.44,59.44,59.44,59.44,59.44,49.04,49.04,49.04,49.04,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.04,49.04,49.04,49.05,49.05,49.05,49.05,49.05,49.05,48.89,48.89,48.89,48.89
"1999-04",90.11,90.22,90.22,90.22,90.22,90.14,90.14,90.14,90.14,90.18,90.18,90.18,90.18,90.19,90.19,90.19,90.19,90.18,90.18,90.18,90.18,90.12,90.12,90.12,90.11,74.36,74.18,74.18,74.18,74.19,74.19,74.19,74.19,74.14,74.14,74.14,74.14,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.12,61.12,61.12,61.11,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,50.48,50.48,50.48,50.48,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.49,50.43,50.43,50.43,50.43
"1999-07",92.23,92.17,92.17,92.17,92.17,92.11,92.11,92.11,92.11,91.99,91.99,91.99,91.99,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.99,91.99,91.99,92,75.88,75.7,75.7,75.7,75.68,75.68,75.68,75.68,75.69,75.69,75.69,75.69,62.67,62.67,62.67,62.67,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,62.69,51.72,51.72,51.72,51.72,51.73,51.73,51.73,51.73,51.74,51.74,51.74,51.74,51.73,51.73,51.73,51.73,51.73,51.73,51.73,51.73,51.73,51.67,51.67,51.67,51.67
"1999-10",92.24,92.21,92.21,92.21,92.21,92.24,92.24,92.24,92.24,92.44,92.44,92.44,92.44,92.34,92.34,92.34,92.34,92.4,92.4,92.4,92.4,92.38,92.38,92.38,92.39,76.18,76,76,76,76.06,76.06,76.06,76.06,76.04,76.04,76.04,76.04,62.62,62.62,62.62,62.62,62.71,62.71,62.72,62.72,62.67,62.67,62.67,62.72,62.67,62.67,62.67,62.67,62.67,62.67,62.67,62.67,51.77,51.77,51.77,51.77,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.79,51.73,51.73,51.73,51.73
"2000-01",95.63,95.66,95.66,95.66,95.66,95.79,95.79,95.79,95.79,95.61,95.61,95.61,95.62,95.69,95.69,95.69,95.69,95.69,95.69,95.69,95.69,95.7,95.7,95.7,95.68,78.86,78.67,78.67,78.67,78.63,78.63,78.63,78.63,78.61,78.61,78.61,78.61,64.95,64.95,64.95,64.95,64.97,64.97,64.97,64.97,65,65,65,64.96,65,65,65,65,64.99,65,65,65,53.58,53.58,53.58,53.58,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.6,53.59,53.59,53.59,53.59,53.59,53.49,53.49,53.49,53.49
"2000-04",97.84,98.01,98.01,98.01,98.01,97.89,97.89,97.89,97.89,97.96,97.96,97.96,97.94,97.98,97.98,97.98,97.98,97.96,97.96,97.96,97.96,97.9,97.9,97.9,97.89,80.86,80.66,80.66,80.66,80.67,80.67,80.67,80.67,80.61,80.61,80.61,80.61,66.93,66.93,66.93,66.93,66.96,66.96,66.96,66.96,66.97,66.97,66.97,66.96,66.97,66.97,66.97,66.97,66.97,66.98,66.98,66.98,55.25,55.25,55.25,55.25,55.25,55.25,55.25,55.25,55.26,55.26,55.26,55.26,55.26,55.26,55.26,55.27,55.26,55.26,55.26,55.26,55.26,55.05,55.05,55.05,55.05
"2000-07",100.82,100.73,100.73,100.73,100.73,100.67,100.67,100.67,100.67,100.56,100.56,100.56,100.56,100.57,100.57,100.57,100.57,100.56,100.56,100.56,100.56,100.59,100.59,100.59,100.61,83.46,83.26,83.26,83.26,83.25,83.25,83.25,83.25,83.29,83.29,83.29,83.29,69.15,69.15,69.15,69.15,69.13,69.13,69.12,69.12,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.12,69.12,69.12,57.04,57.04,57.04,57.04,57.06,57.06,57.06,57.06,57.07,57.07,57.07,57.07,57.06,57.06,57.06,57.06,57.07,57.07,57.06,57.06,57.06,56.84,56.84,56.84,56.84
"2000-10",105.71,105.61,105.61,105.61,105.61,105.65,105.65,105.65,105.65,105.87,105.87,105.87,105.87,105.75,105.75,105.75,105.75,105.79,105.79,105.79,105.79,105.82,105.82,105.82,105.82,87.46,87.25,87.25,87.25,87.32,87.32,87.32,87.32,87.34,87.34,87.34,87.34,72.7,72.7,72.7,72.7,72.71,72.71,72.72,72.72,72.67,72.67,72.67,72.72,72.67,72.67,72.67,72.67,72.67,72.67,72.67,72.67,60.03,60.03,60.03,60.03,60.06,60.06,60.06,60.06,60.05,60.05,60.05,60.05,60.05,60.05,60.05,60.04,60.05,60.05,60.05,60.05,60.05,59.79,59.79,59.79,59.79
"2001-01",102.4,102.57,102.57,102.57,102.57,102.63,102.63,102.63,102.63,102.45,102.45,102.45,102.45,102.54,102.54,102.54,102.54,102.53,102.53,102.53,102.53,102.54,102.54,102.54,102.52,85,84.79,84.79,84.79,84.75,84.75,84.75,84.75,84.74,84.74,84.74,84.74,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.12,70.12,70.12,70.09,70.13,70.13,70.13,70.13,70.12,70.12,70.12,70.12,57.78,57.78,57.78,57.78,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.8,57.79,57.79,57.79,57.8,57.8,57.8,57.8,57.8,57.8,57.51,57.51,57.51,57.51
"2001-04",102.38,102.59,102.59,102.59,102.59,102.51,102.51,102.51,102.51,102.58,102.58,102.58,102.57,102.62,102.62,102.62,102.62,102.59,102.59,102.59,102.59,102.52,102.52,102.52,102.51,84.83,84.63,84.63,84.63,84.63,84.63,84.63,84.63,84.58,84.58,84.58,84.58,70.12,70.12,70.12,70.12,70.16,70.16,70.16,70.16,70.17,70.17,70.17,70.16,70.17,70.17,70.17,70.17,70.17,70.17,70.17,70.17,57.89,57.89,57.89,57.89,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.92,57.91,57.91,57.91,57.91,57.91,57.66,57.66,57.66,57.66
"2001-07",101.5,101.44,101.44,101.44,101.44,101.33,101.33,101.33,101.33,101.25,101.25,101.25,101.25,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.29,101.33,101.33,101.33,101.35,83.57,83.37,83.37,83.37,83.36,83.36,83.36,83.36,83.4,83.4,83.4,83.4,68.67,68.67,68.67,68.67,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.66,68.65,68.65,68.65,56.69,56.69,56.69,56.69,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.71,56.53,56.53,56.53,56.53
"2001-10",99.7,99.58,99.58,99.58,99.58,99.65,99.65,99.65,99.65,99.85,99.85,99.85,99.84,99.69,99.69,99.69,99.69,99.71,99.71,99.71,99.71,99.76,99.76,99.76,99.77,82.36,82.16,82.16,82.16,82.22,82.22,82.22,82.22,82.27,82.27,82.27,82.27,68.03,68.03,68.03,68.03,68.01,68.01,68.01,68.01,67.96,67.96,67.96,68.01,67.96,67.96,67.96,67.96,67.97,67.97,67.97,67.97,56.15,56.15,56.15,56.15,56.17,56.17,56.17,56.17,56.16,56.16,56.16,56.16,56.17,56.17,56.17,56.16,56.17,56.17,56.17,56.17,56.17,55.81,55.81,55.81,55.81
"2002-01",97.5,97.73,97.73,97.73,97.73,97.6,97.6,97.6,97.6,97.41,97.41,97.41,97.39,97.54,97.54,97.54,97.54,97.5,97.5,97.5,97.5,97.55,97.55,97.55,97.53,80.95,80.76,80.76,80.76,80.7,80.7,80.7,80.7,80.73,80.73,80.73,80.73,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.68,65.71,65.71,65.71,65.67,65.71,65.71,65.71,65.71,65.71,65.71,65.71,65.71,54.21,54.21,54.21,54.21,54.22,54.22,54.22,54.22,54.21,54.21,54.21,54.21,54.21,54.21,54.21,54.22,54.21,54.21,54.21,54.21,54.21,53.87,53.87,53.87,53.87
"2002-04",99.96,99.67,99.67,99.67,99.67,99.5,99.5,99.5,99.5,99.64,99.64,99.64,99.64,99.67,99.67,99.67,99.67,99.66,99.66,99.66,99.66,99.54,99.55,99.55,99.52,82.57,82.37,82.37,82.37,82.36,82.36,82.36,82.36,82.28,82.28,82.28,82.28,67.3,67.3,67.3,67.3,67.29,67.29,67.29,67.29,67.3,67.3,67.3,67.29,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,55.49,55.49,55.49,55.49,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.51,55.04,55.04,55.04,55.04
"2002-07",101.63,101.08,101.08,101.08,101.08,100.86,100.86,100.86,100.86,100.82,100.82,100.82,100.79,100.83,100.83,100.83,100.83,100.83,100.83,100.83,100.83,100.88,100.88,100.88,100.92,83.41,83.21,83.21,83.21,83.22,83.22,83.22,83.22,83.25,83.25,83.25,83.25,67.7,67.7,67.7,67.7,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.71,67.71,67.71,55.81,55.81,55.81,55.81,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.82,55.83,55.83,55.83,55.83,55.83,55.13,55.13,55.13,55.13
"2002-10",103.08,102.32,102.32,102.32,102.32,102.44,102.44,102.44,102.44,102.55,102.55,102.55,102.59,102.39,102.39,102.39,102.39,102.41,102.41,102.41,102.41,102.47,102.47,102.47,102.49,84.89,84.69,84.69,84.69,84.73,84.73,84.73,84.73,84.79,84.79,84.79,84.79,69.28,69.28,69.28,69.28,69.26,69.26,69.27,69.27,69.22,69.22,69.22,69.26,69.22,69.22,69.22,69.22,69.23,69.22,69.22,69.22,57.14,57.14,57.14,57.14,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.16,57.16,57.16,57.15,57.15,57.15,57.15,57.15,57.15,56.45,56.45,56.45,56.45
"2003-01",105.33,105.62,105.62,105.62,105.62,106.06,106.06,106.06,106.06,105.67,105.67,105.67,105.61,105.76,105.76,105.76,105.76,105.72,105.72,105.72,105.72,105.76,105.77,105.77,105.75,87.82,87.61,87.61,87.61,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,70.94,70.94,70.94,70.94,70.94,70.94,70.93,70.93,70.97,70.97,70.97,70.94,70.97,70.97,70.97,70.97,70.97,70.98,70.98,70.98,58.47,58.47,58.47,58.47,58.47,58.47,58.47,58.47,58.47,58.47,58.47,58.47,58.46,58.47,58.47,58.49,58.48,58.48,58.48,58.48,58.48,57.63,57.63,57.63,57.63
"2003-04",103.45,104.14,104.14,104.14,104.14,104.2,104.2,104.2,104.2,104.39,104.39,104.39,104.42,104.52,104.52,104.52,104.52,104.51,104.51,104.51,104.51,104.35,104.36,104.36,104.32,86.47,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.16,86.16,86.16,86.16,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.3,70.32,70.32,70.32,70.31,70.32,70.32,70.32,70.32,70.31,70.32,70.32,70.32,57.91,57.91,57.91,57.91,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.93,57.94,57.94,57.94,57.94,57.94,57.94,57.94,57,57,57,57
"2003-07",103.55,104.2,104.2,104.2,104.2,104.04,104.04,104.04,104.04,104.44,104.44,104.44,104.37,104.43,104.43,104.43,104.43,104.42,104.42,104.42,104.42,104.48,104.47,104.47,104.51,86.71,86.51,86.51,86.51,86.51,86.51,86.51,86.51,86.54,86.54,86.54,86.54,70.89,70.89,70.89,70.89,70.9,70.9,70.89,70.89,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.89,70.89,70.89,70.89,58.4,58.4,58.4,58.4,58.41,58.41,58.41,58.41,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,57.45,57.45,57.45,57.45
"2003-10",106.62,106.86,106.86,106.86,106.86,107.2,107.2,107.2,107.2,107.03,107.03,107.03,107.13,106.85,106.85,106.85,106.85,106.89,106.89,106.89,106.89,106.96,106.95,106.95,106.98,88.78,88.57,88.57,88.57,88.63,88.63,88.63,88.63,88.67,88.67,88.67,88.67,73.16,73.16,73.16,73.16,73.18,73.18,73.18,73.18,73.14,73.14,73.14,73.18,73.14,73.14,73.14,73.14,73.14,73.14,73.14,73.14,60.33,60.33,60.33,60.33,60.35,60.35,60.35,60.35,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.33,60.33,60.33,60.33,60.33,60.33,59.19,59.19,59.19,59.19
"2004-01",107.49,108.57,108.57,108.57,108.57,108.56,108.56,108.56,108.56,108.47,108.47,108.47,108.36,108.5,108.5,108.5,108.5,108.44,108.44,108.44,108.44,108.48,108.49,108.49,108.47,90.91,90.69,90.69,90.69,90.64,90.64,90.64,90.64,90.61,90.61,90.61,90.61,74.34,74.34,74.34,74.34,74.34,74.34,74.33,74.33,74.35,74.35,74.35,74.33,74.36,74.36,74.36,74.36,74.35,74.36,74.36,74.36,61.19,61.19,61.19,61.19,61.2,61.2,61.2,61.2,61.19,61.19,61.19,61.19,61.19,61.19,61.19,61.21,61.2,61.2,61.2,61.2,61.2,59.71,59.71,59.71,59.71
"2004-04",109.92,110.7,110.7,110.7,110.7,110.78,110.78,110.78,110.78,111.53,111.53,111.53,111.61,111.59,111.59,111.59,111.59,111.63,111.63,111.63,111.63,111.39,111.42,111.42,111.35,93.25,93.02,93.02,93.02,93.03,93.03,93.03,93.03,92.9,92.9,92.9,92.9,75.87,75.87,75.87,75.87,75.88,75.88,75.88,75.88,75.87,75.87,75.87,75.86,75.89,75.89,75.89,75.89,75.9,75.91,75.91,75.91,62.42,62.42,62.42,62.42,62.44,62.44,62.44,62.44,62.43,62.43,62.43,62.43,62.44,62.44,62.43,62.42,62.44,62.44,62.44,62.44,62.44,60.93,60.93,60.93,60.93
"2004-07",112.93,113.33,113.33,113.33,113.33,113.19,113.19,113.19,113.19,113.83,113.83,113.83,113.69,113.86,113.86,113.86,113.86,113.84,113.84,113.84,113.84,113.85,113.82,113.82,113.86,95.23,95,95,95,95.02,95.02,95.02,95.02,95.05,95.05,95.05,95.05,77.47,77.47,77.47,77.47,77.48,77.48,77.48,77.48,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.49,77.47,77.47,77.47,77.47,63.75,63.75,63.75,63.75,63.77,63.77,63.77,63.77,63.78,63.78,63.78,63.78,63.78,63.78,63.78,63.77,63.78,63.78,63.78,63.78,63.78,62.12,62.12,62.12,62.12
"2004-10",113.1,113.91,113.91,113.91,113.91,114.98,114.98,114.98,114.98,114.99,114.99,114.99,115.16,115.06,115.06,115.06,115.06,115.15,115.15,115.15,115.15,115.25,115.23,115.23,115.29,96.49,96.25,96.25,96.25,96.34,96.34,96.34,96.34,96.32,96.32,96.32,96.32,77.79,77.79,77.79,77.79,77.8,77.8,77.81,77.81,77.77,77.77,77.77,77.8,77.75,77.75,77.75,77.75,77.73,77.72,77.72,77.72,64,64,64,64,64.03,64.03,64.03,64.03,64.04,64.04,64.04,64.04,64.04,64.04,64.04,64.03,64.05,64.05,64.05,64.05,64.05,62.33,62.33,62.33,62.33
"2005-01",111.56,113.22,112.62,112.65,112.65,113.76,113.76,113.76,113.76,113.29,113.29,113.29,113.12,113.09,113.09,113.09,113.09,113.08,113.08,113.08,113.08,113.13,113.15,113.15,113.13,94.29,94.06,94.06,94.06,94.01,94.01,94.01,94.01,94.02,94.02,94.02,94.02,76.35,76.35,76.35,76.35,76.36,76.36,76.35,76.35,76.37,76.37,76.37,76.36,76.4,76.4,76.4,76.4,76.42,76.41,76.41,76.41,62.91,62.91,62.91,62.91,62.9,62.9,62.9,62.9,62.91,62.91,62.91,62.91,62.9,62.91,62.91,62.94,62.95,62.95,62.95,62.95,62.95,61.33,61.33,61.33,61.33
"2005-04",,115.81,115.23,115.07,115.07,117.89,117.89,117.89,117.89,118.61,118.61,118.61,118.69,118.71,118.71,118.71,118.71,118.99,118.99,118.99,118.99,118.6,118.65,118.65,118.56,98.76,98.52,98.52,98.52,98.51,98.51,98.51,98.51,98.31,98.31,98.31,98.31,80.06,80.06,80.06,80.07,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.03,80.02,80.02,80.02,80.02,80.01,80.02,80.02,80.02,65.98,65.98,65.98,65.98,66.04,66.04,66.04,66.04,66.02,66.02,66.02,66.02,65.99,65.99,65.99,65.98,66,66,66.01,66.01,66.01,64.41,64.41,64.41,64.41
"2005-07",,,120.31,121.09,121.09,121.98,121.98,121.98,121.98,122.37,122.37,122.37,122.23,122.04,122.04,122.04,122.04,122.12,122.12,122.12,122.12,122.09,122.03,122.03,122.07,101.51,101.26,101.26,101.26,101.28,101.28,101.28,101.28,101.29,101.29,101.29,101.29,81.99,81.99,81.99,81.99,81.99,81.99,81.99,81.99,81.99,81.99,81.99,82,81.99,81.99,81.99,81.99,81.98,81.97,81.97,81.97,67.64,67.64,67.64,67.64,67.66,67.66,67.66,67.66,67.67,67.67,67.67,67.67,67.68,67.68,67.68,67.67,67.69,67.69,67.68,67.68,67.68,66.1,66.1,66.1,66.1
"2005-10",,,,122.45,122.45,124.07,124.07,124.07,124.07,125.56,125.56,125.56,125.79,125.42,125.42,125.42,125.42,125.67,125.67,125.67,125.67,125.97,125.95,125.95,126.04,105.44,105.19,105.19,105.19,105.28,105.28,105.28,105.28,105.34,105.34,105.34,105.34,85.5,85.5,85.5,85.5,85.49,85.49,85.49,85.49,85.48,85.48,85.48,85.5,85.46,85.46,85.46,85.46,85.44,85.44,85.44,85.44,70.46,70.46,70.46,70.46,70.47,70.47,70.47,70.47,70.49,70.49,70.49,70.49,70.51,70.51,70.5,70.49,70.5,70.5,70.5,70.5,70.5,68.6,68.6,68.6,68.6
"2006-01",,,,,127.98,129.71,129.74,129.63,131.29,130.3,130.3,130.3,130.07,130.19,130.19,130.19,130.19,130.45,130.45,130.45,130.45,130.38,130.4,130.4,130.36,108.66,108.4,108.4,108.4,108.37,108.37,108.37,108.37,108.2,108.2,108.2,108.2,87.7,87.7,87.7,87.69,87.66,87.66,87.66,87.66,87.66,87.66,87.66,87.65,87.63,87.63,87.63,87.63,87.62,87.62,87.62,87.62,72.25,72.25,72.25,72.25,72.3,72.3,72.3,72.3,72.27,72.27,72.27,72.27,72.24,72.24,72.26,72.27,72.29,72.29,72.29,72.29,72.29,70.25,70.25,70.25,70.25
"2006-04",,,,,,130.4,130.81,130.11,130.51,131.23,131.23,131.23,131.33,132.41,132.41,132.41,132.41,132.95,132.95,132.95,132.95,132.59,132.7,132.7,132.57,110.56,110.29,110.29,110.29,110.28,110.28,110.28,110.28,110.22,110.22,110.22,110.22,88.96,88.96,88.96,88.96,88.97,88.97,88.97,88.97,88.98,88.98,88.98,88.97,89.02,89.02,89.02,89.02,89.02,89.02,89.02,89.02,73.34,73.34,73.34,73.34,73.35,73.35,73.35,73.35,73.37,73.37,73.37,73.37,73.4,73.4,73.39,73.38,73.39,73.39,73.4,73.4,73.4,71.32,71.32,71.32,71.32
"2006-07",,,,,,,135.58,135.26,135.69,135.88,135.88,135.88,135.71,135.9,135.9,135.9,135.9,135.86,135.86,135.86,135.86,135.76,135.64,135.64,135.68,112.85,112.58,112.58,112.58,112.54,112.54,112.54,112.54,112.6,112.6,112.6,112.6,90.59,90.59,90.59,90.6,90.62,90.62,90.62,90.62,90.65,90.65,90.65,90.65,90.66,90.66,90.66,90.66,90.66,90.65,90.65,90.65,74.79,74.79,74.79,74.79,74.8,74.8,74.8,74.8,74.81,74.81,74.81,74.81,74.84,74.84,74.84,74.83,74.83,74.83,74.83,74.83,74.83,72.63,72.63,72.63,72.63
"2006-10",,,,,,,,137.4,137.13,137.68,137.68,137.68,137.98,139.09,139.09,139.09,139.09,139.31,139.31,139.31,139.31,139.85,139.83,139.83,139.96,116.57,116.29,116.29,116.29,116.42,116.42,116.42,116.42,116.56,116.56,116.56,116.56,93.82,93.82,93.82,93.82,93.81,93.81,93.82,93.82,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.81,93.8,93.8,93.8,77.37,77.37,77.37,77.37,77.36,77.36,77.36,77.36,77.4,77.4,77.4,77.4,77.42,77.42,77.42,77.41,77.41,77.41,77.4,77.4,77.4,74.96,74.96,74.96,74.96
"2007-01",,,,,,,,,142.15,140.59,140.88,140.45,140.15,140.14,140.14,140.14,140.14,140.17,140.17,140.17,140.17,139.88,139.89,139.89,139.85,117.32,117.04,117.04,117.04,117.01,117.01,117.01,117.01,116.79,116.79,116.79,116.79,94.9,94.9,94.9,94.87,94.84,94.84,94.84,94.84,94.84,94.84,94.84,94.84,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,78.09,78.09,78.09,78.09,78.13,78.13,78.13,78.13,78.11,78.11,78.11,78.11,78.09,78.09,78.1,78.12,78.14,78.14,78.14,78.14,78.14,75.67,75.67,75.67,75.67
"2007-04",,,,,,,,,,139.33,138.37,137.7,137.83,139.49,139.49,139.49,139.49,139.63,139.63,139.63,139.63,139.61,139.79,139.79,139.61,116.86,116.58,116.58,116.58,116.6,116.6,116.6,116.6,116.57,116.57,116.57,116.57,95.16,95.16,95.16,95.16,95.17,95.17,95.17,95.17,95.18,95.18,95.18,95.18,95.24,95.24,95.24,95.24,95.23,95.23,95.23,95.23,78.44,78.44,78.44,78.44,78.45,78.45,78.45,78.45,78.46,78.46,78.46,78.46,78.5,78.5,78.49,78.47,78.48,78.48,78.48,78.48,78.48,76.06,76.06,76.06,76.06
"2007-07",,,,,,,,,,,143.83,142.07,141.88,143.26,143.26,143.26,143.26,142.88,142.88,142.88,142.88,143.09,142.92,142.92,142.96,119.38,119.09,119.09,119.09,118.97,118.97,118.97,118.97,119.03,119.03,119.03,119.03,97.05,97.05,97.05,97.07,97.1,97.1,97.1,97.1,97.12,97.12,97.12,97.12,97.15,97.15,97.15,97.15,97.15,97.14,97.14,97.14,80.15,80.15,80.15,80.15,80.16,80.16,80.16,80.16,80.18,80.18,80.18,80.18,80.21,80.21,80.21,80.2,80.2,80.2,80.2,80.2,80.2,77.73,77.73,77.73,77.73
