"","1995-09-06","1995-12-07","1996-03-07","1996-06-05","1996-09-05","1996-12-04","1997-03-04","1997-06-05","1997-09-10","1997-12-04","1998-02-27","1998-06-04","1998-09-09","1998-12-03","1999-03-04","1999-05-28","1999-06-08","1999-09-09","1999-12-07","2000-03-28","2000-05-30","2000-08-29","2000-11-28","2001-03-01","2001-05-23","2001-08-23","2001-11-22","2002-02-27","2002-05-23","2002-08-22","2002-11-21","2003-02-26","2003-05-22","2003-08-21","2003-11-20","2004-02-19","2004-05-25","2004-08-24","2004-11-23","2005-02-22","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23"
"1996-01",,,,503.6,503.5,504,504.2,504.2,505.7,506.2,505.4,505.6,506.7,506.7,506.7,508.9,259.8,259.9,260,260.1,260.44,260.77,260.71,260.73,260.73,260.97,,260.96,260.96,261.13,261.13,261.13,261.13,261.05,261.02,261.02,261.02,261.02,261.02,261.02,270.31,270.36,270.36,270.36,270.36,270.31,270.31,270.31,270.31,270.24,270.24,270.24,270.24,270.38,270.38,270.41,270.41,270.45,270.45,270.45,270.45,270.39,270.39,270.39,270.36,269.82,269.82,269.78,269.78,269.61,269.61,269.61,269.61,269.71,269.71,269.71,269.71,271.867,271.836,271.836,271.905,272.188,272.188,272.188,272.188,272.188,272.188,272.188,272.188,272.219,272.219,272.219,272.219,272.041,272.041,272.01,271.887,268.311,268.311,268.35,268.35,268.312,268.312,268.312,268.312,268.29,268.29,268.29,268.29,268.354,268.354,268.379,268.336,268.338,268.338,268.338,268.338,268.338,267.457,267.457,267.546,267.546
"1996-04",,,,,510.4,508.9,508.7,508.7,509.7,508.9,507.5,507.7,509.2,509.5,509.5,512.1,261.8,261.8,261.8,261.8,261.74,261.79,261.76,261.76,261.76,261.89,,261.83,261.83,261.86,261.86,261.86,261.86,261.77,261.77,261.77,261.77,261.75,261.75,261.75,272.42,272.28,272.28,272.28,272.28,272.29,272.29,272.29,272.29,272.52,272.52,272.52,272.52,272.54,272.54,272.45,272.45,272.52,272.52,272.52,272.52,272.37,272.37,272.37,272.4,271.63,271.63,271.65,271.65,271.42,271.42,271.42,271.42,271.43,271.43,271.43,271.43,273.449,273.602,273.602,273.579,273.911,273.911,273.911,273.911,273.85,273.85,273.85,273.85,273.942,273.942,273.942,273.942,273.98,273.98,273.949,274.01,270.028,270.028,270.069,270.069,270.061,270.061,270.061,270.061,269.843,269.843,269.843,269.843,269.875,269.843,269.867,269.892,269.86,269.86,269.86,269.86,269.86,269.193,269.193,269.25,269.25
"1996-07",,,,,,513.5,512.5,512.5,515.2,515.5,514.3,514.1,515.9,515.7,515.5,515,263.4,263.8,263.7,263.7,263.8,264.23,264.27,264.24,264.24,264,264,264.12,264.12,264.15,264.15,264.15,264.15,264.28,264.31,264.31,264.31,264.29,264.29,264.29,273.69,273.66,273.66,273.66,273.66,273.69,273.69,273.69,273.69,273.56,273.56,273.56,273.56,273.66,273.66,273.69,273.69,273.56,273.56,273.56,273.56,273.66,273.63,273.63,273.65,272.95,272.95,273.03,273.03,273.22,273.22,273.22,273.22,273.17,273.17,273.17,273.17,275.348,275.286,275.286,275.263,275.571,275.571,275.571,275.571,275.632,275.632,275.632,275.632,275.571,275.571,275.571,275.571,275.672,275.672,275.703,275.734,271.11,271.11,270.958,270.958,270.952,270.952,270.952,270.952,271.12,271.12,271.12,271.12,271.024,271.056,271.112,271.137,271.073,271.073,271.073,271.073,271.073,270.834,270.834,270.664,270.664
"1996-10",,,,,,,513.2,513.2,515,515.1,513,512.8,514.8,514.7,514.9,517.4,264.7,265.3,265.3,265.1,264.96,265.18,265.24,265.25,265.25,265.06,265.06,265.29,265.29,265.08,265.08,265.08,265.08,264.87,264.88,264.88,264.88,264.89,264.89,264.89,274.64,274.76,274.76,274.76,274.76,274.61,274.61,274.61,274.61,274.51,274.51,274.51,274.51,274.65,274.65,274.68,274.68,274.78,274.78,274.78,274.78,274.94,274.97,274.97,274.96,273.71,273.71,273.64,273.64,273.74,273.74,273.74,273.74,273.81,273.81,273.81,273.81,276.141,276.079,276.079,276.056,276.51,276.51,276.51,276.51,276.757,276.757,276.757,276.757,276.786,276.786,276.786,276.786,276.855,276.855,276.886,276.918,272.335,272.335,272.407,272.407,272.395,272.395,272.395,272.395,272.467,272.467,272.467,272.467,272.467,272.467,272.363,272.354,272.418,272.418,272.418,272.418,272.418,272.255,272.255,272.279,272.279
"1997-01",,,,,,,,516.5,518.6,518.4,516.2,516.3,518.3,518.2,518.2,524,267.5,267.3,267.4,267.5,267.91,268.83,268.74,268.77,268.77,268.94,268.94,268.98,268.98,269.26,269.26,269.26,269.26,268.63,268.58,268.58,268.58,268.51,268.51,268.51,277.67,277.76,277.76,277.76,277.76,277.73,277.73,277.73,277.73,277.62,277.62,277.62,277.62,277.55,277.55,277.58,277.58,277.56,277.56,277.56,277.56,277.66,277.66,277.66,277.61,276.03,276.03,275.94,275.94,276.1,276.1,276.1,276.1,276.1,276.1,276.1,276.1,278.212,278.143,278.143,278.213,278.567,278.567,278.567,278.567,278.668,278.668,278.668,278.668,278.738,278.738,278.738,278.738,278.581,278.581,278.558,278.402,273.784,273.784,273.904,273.904,273.941,273.941,273.941,273.941,274.063,274.063,274.063,274.063,274.127,274.127,274.111,274.077,273.996,273.996,273.996,273.996,273.996,273.995,273.995,274.028,274.028
"1997-04",,,,,,,,,526.6,526,522.5,522.7,524.8,525.2,525.3,526.5,269.2,269.5,269.5,269.5,269.19,269.72,269.69,269.67,269.67,269.18,269.18,269.12,269.12,269.03,269.03,269.03,269.03,269.39,269.39,269.39,269.39,269.37,269.37,269.37,278.68,278.54,278.54,278.54,278.54,278.69,278.69,278.69,278.69,278.94,278.94,278.94,278.94,278.9,278.9,278.81,278.81,278.91,278.91,278.91,278.91,278.65,278.65,278.65,278.66,277.67,277.67,277.7,277.7,277.44,277.44,277.44,277.44,277.41,277.41,277.41,277.41,279.857,279.973,279.973,279.95,280.173,280.173,280.173,280.173,280.181,280.181,280.181,280.181,280.22,280.22,280.22,280.22,280.22,280.189,280.197,280.228,274.773,274.773,274.765,274.765,274.766,274.766,274.766,274.766,274.463,274.463,274.463,274.463,274.527,274.495,274.479,274.513,274.562,274.562,274.562,274.562,274.562,274.327,274.327,274.393,274.393
"1997-07",,,,,,,,,,524.2,522.2,521.9,525.1,524.8,524.7,526.3,269.2,269.6,269.5,269.6,269.62,270.37,270.42,270.39,270.39,269.6,269.6,269.69,269.69,269.74,269.74,269.74,269.74,269.87,269.91,269.91,269.91,269.88,269.88,269.88,279.05,279.03,279.03,279.03,279.03,278.97,278.97,278.97,278.97,278.88,278.88,278.88,278.88,278.87,278.87,278.9,278.9,278.8,278.8,278.8,278.8,278.89,278.87,278.87,278.9,277.75,277.75,277.9,277.9,278.12,278.12,278.12,278.12,278.09,278.09,278.09,278.09,280.215,280.144,280.144,280.152,280.328,280.328,280.328,280.328,280.493,280.493,280.493,280.493,280.313,280.313,280.313,280.313,280.376,280.376,280.384,280.446,275.998,275.998,275.763,275.763,275.731,275.731,275.731,275.731,275.983,275.983,275.983,275.983,275.821,275.886,275.934,275.934,275.885,275.885,275.885,275.885,275.885,276.527,276.527,276.362,276.362
"1997-10",,,,,,,,,,,525.2,525.2,529.1,529.1,529.1,531,271.8,271.8,271.9,271.5,271.28,271.92,271.99,272.01,272.01,272.62,272.62,272.91,272.91,272.67,272.67,272.67,272.67,272.45,272.47,272.47,272.47,272.5,272.5,272.5,281.26,281.34,281.34,281.34,281.34,281.4,281.4,281.4,281.4,281.35,281.35,281.35,281.35,281.08,281.08,281.11,281.11,281.32,281.32,281.32,281.32,281.46,281.48,281.48,281.49,280.19,280.19,280.08,280.08,280.11,280.11,280.11,280.11,280.14,280.14,280.14,280.14,282.608,282.632,282.632,282.577,283.034,283.034,283.034,283.034,283.198,283.198,283.198,283.198,283.362,283.362,283.362,283.362,283.363,283.363,283.37,283.433,278.676,278.676,278.799,278.799,278.761,278.761,278.761,278.761,278.754,278.754,278.754,278.754,278.884,278.852,278.836,278.836,278.884,278.884,278.884,278.884,278.884,278.479,278.479,278.545,278.545
"1998-01",,,,,,,,,,,,530.6,533.6,533.6,534,538.9,275,275.4,275.5,275.7,276.37,276.84,276.73,276.74,276.74,276.01,276.01,276.04,276.04,276.3,276.3,276.3,276.3,275.97,275.91,275.91,275.91,275.87,275.87,275.87,281.89,281.94,281.94,281.94,281.94,282.13,282.13,282.13,282.13,282.01,282.01,282.01,282.01,281.98,281.98,282.01,282.01,281.98,281.98,281.98,281.98,282.01,282.01,282.01,282,280.49,280.49,280.43,280.43,280.56,280.56,280.56,280.56,280.59,280.59,280.59,280.59,282.718,282.663,282.663,282.726,283.075,283.075,283.075,283.075,283.224,283.224,283.224,283.224,283.247,283.247,283.247,283.255,283.05,283.05,283.05,282.87,277.669,277.669,277.798,277.798,277.801,277.801,277.801,277.801,277.988,277.988,277.988,277.988,278.021,278.021,278.013,277.987,277.995,277.995,277.995,277.995,277.995,278.438,278.438,278.421,278.421
"1998-04",,,,,,,,,,,,,533.1,534.3,534.3,537.5,274.8,276.5,276.5,276.5,276.23,276.46,276.43,276.43,276.43,275.36,275.36,275.25,275.25,275.51,275.51,275.51,275.51,275.61,275.58,275.58,275.58,275.55,275.55,275.55,282.37,282.25,282.25,282.25,282.19,282.23,282.23,282.23,282.23,282.56,282.56,282.56,282.56,282.32,282.32,282.23,282.23,282.27,282.27,282.27,282.27,282.09,282.09,282.09,282.11,280.08,280.08,280.08,280.08,279.86,279.86,279.86,279.86,279.82,279.82,279.82,279.82,282.458,282.528,282.528,282.56,282.915,282.915,282.915,282.915,282.877,282.877,282.877,282.877,282.995,282.995,282.995,282.972,282.987,283.019,283.019,283.088,277.895,277.895,277.895,277.895,277.863,277.863,277.863,277.863,277.625,277.625,277.625,277.625,277.69,277.657,277.617,277.626,277.666,277.666,277.666,277.666,277.666,278.326,278.326,278.407,278.407
"1998-07",,,,,,,,,,,,,,540.4,542.1,542.5,277.6,279.1,279,279.1,279.05,279.3,279.34,279.31,279.31,278.1,278.1,278.21,278.21,277.73,277.73,277.73,277.73,277.91,277.98,277.98,277.98,277.9,277.9,277.9,285.16,285.15,285.15,285.15,285.16,285.11,285.11,285.11,285.11,284.96,284.96,284.96,284.96,284.98,284.98,285.01,285.01,284.93,284.93,284.93,284.93,284.99,284.96,284.96,284.98,283.22,283.22,283.4,283.4,283.62,283.62,283.62,283.62,283.57,283.57,283.57,283.57,285.665,285.673,285.673,285.705,286.041,286.041,286.041,286.041,286.285,286.285,286.285,286.285,285.994,285.994,285.994,286.002,286.082,286.082,286.082,286.152,281.709,281.709,281.352,281.352,281.351,281.351,281.351,281.351,281.605,281.605,281.605,281.605,281.442,281.507,281.563,281.572,281.516,281.516,281.516,281.516,281.516,281.505,281.505,281.324,281.324
"1998-10",,,,,,,,,,,,,,,546.5,544.3,278.7,280.3,280.3,280,279.74,280.43,280.51,280.54,280.54,280.37,280.37,280.75,280.75,280.91,280.91,280.91,280.91,281.05,281.06,281.06,281.06,281.14,281.14,281.14,287.76,287.84,287.84,287.84,287.88,287.95,287.95,287.95,287.95,287.89,287.89,287.89,287.89,287.94,287.94,287.97,287.97,288.19,288.19,288.19,288.19,288.28,288.31,288.31,288.27,286.49,286.49,286.37,286.37,286.4,286.4,286.4,286.4,286.47,286.47,286.47,286.47,288.962,288.938,288.938,288.813,289.311,289.311,289.311,289.311,288.895,288.895,288.895,288.895,289.107,289.107,289.107,289.115,289.193,289.193,289.193,289.232,283.866,283.866,284.094,284.094,284.057,284.057,284.057,284.057,283.952,283.952,283.952,283.952,284.081,284.048,284.04,284.049,284.09,284.09,284.09,284.09,284.09,284.257,284.257,284.373,284.373
"1999-01",,,,,,,,,,,,,,,,,282.4,282.3,283.1,283.1,283.27,284.15,284.03,284.03,284.03,285.32,285.32,285.22,285.22,286.55,286.55,286.55,286.55,286.49,286.4,286.4,286.4,286.37,286.37,286.37,291.56,291.54,291.54,291.54,291.57,291.78,291.78,291.78,291.78,291.73,291.73,291.73,291.73,291.26,291.26,291.29,291.29,291.26,291.26,291.26,291.26,291.3,291.29,291.29,291.27,288.05,288.05,288.01,288.01,288.11,288.11,288.11,288.11,288.17,288.17,288.17,288.17,290.9,290.876,290.876,290.97,291.348,291.348,291.348,291.348,291.498,291.498,291.498,291.498,291.583,291.583,291.583,291.583,291.33,291.33,291.322,291.181,286.843,286.843,287.014,287.014,286.983,286.983,286.983,286.983,287.122,287.122,287.122,287.122,287.269,287.236,287.236,287.236,287.252,287.252,287.236,287.236,287.236,288.283,288.283,288.259,288.259
"1999-04",,,,,,,,,,,,,,,,,,282.7,283.9,284.4,284.34,284.54,284.52,284.53,284.53,284.69,284.69,284.52,284.52,286.05,286.05,286.05,286.05,286.2,286.16,286.16,286.16,286.15,286.15,286.15,291.35,291.25,291.25,291.25,291.19,291.19,291.19,291.19,291.19,291.53,291.53,291.53,291.53,292.38,292.38,292.32,292.32,292.32,292.32,292.32,292.32,292.12,292.14,292.14,292.12,289.21,289.21,289.17,289.17,289.02,289.02,289.02,289.02,288.93,288.93,288.93,288.93,292.176,292.278,292.278,292.309,292.532,292.532,292.532,292.532,292.494,292.494,292.494,292.494,292.582,292.582,292.582,292.582,292.582,292.582,292.574,292.621,289.575,289.575,289.486,289.486,289.487,289.487,289.487,289.487,289.298,289.298,289.298,289.298,289.314,289.281,289.249,289.249,289.298,289.298,289.314,289.314,289.314,290.621,290.621,290.729,290.729
"1999-07",,,,,,,,,,,,,,,,,,,286.3,286.8,286.7,286.64,286.67,286.63,286.63,287.21,287.21,287.31,287.31,288.95,288.95,288.95,288.95,288.22,288.34,288.34,288.34,288.22,288.22,288.22,293.22,293.26,293.26,293.26,293.26,293.17,293.17,293.17,293.17,292.94,292.94,292.94,292.94,293.07,293.07,293.07,293.07,292.98,292.98,292.98,292.98,293.08,293.01,293.01,293.08,289.64,289.64,289.84,289.84,290.04,290.04,290.04,290.04,289.97,289.97,289.97,289.97,292.875,292.882,292.882,292.945,293.115,293.115,293.115,293.115,293.234,293.234,293.234,293.234,292.879,292.879,292.879,292.879,292.944,292.944,292.936,293.015,289.144,289.144,288.761,288.761,288.728,288.728,288.728,288.728,288.999,288.999,288.999,288.999,288.852,288.95,288.95,288.95,288.901,288.901,288.95,288.95,288.95,290.851,290.851,290.695,290.695
"1999-10",,,,,,,,,,,,,,,,,,,,289.1,288.74,288.94,289.04,289.07,289.07,290.27,290.27,290.55,290.55,292.43,292.43,292.43,292.43,292.89,292.9,292.9,292.9,293.01,293.01,293.01,297.24,297.32,297.32,297.32,297.35,297.47,297.47,297.47,297.47,297.33,297.33,297.33,297.33,297.31,297.31,297.34,297.34,297.62,297.62,297.62,297.62,297.68,297.74,297.74,297.71,294.52,294.52,294.4,294.4,293.86,293.86,293.86,293.86,293.97,293.97,293.97,293.97,296.776,296.69,296.69,296.501,296.826,296.826,296.826,296.826,296.409,296.409,296.409,296.409,296.652,296.652,296.652,296.652,296.62,296.589,296.612,296.628,290.376,290.376,290.678,290.678,290.708,290.708,290.708,290.708,290.521,290.521,290.521,290.521,290.668,290.635,290.668,290.668,290.717,290.717,290.668,290.668,290.668,293.858,293.858,293.932,293.932
"2000-01",,,,,,,,,,,,,,,,,,,,,288.35,290.16,291.22,291.08,291.08,292.25,292.25,292.23,292.23,293.59,293.59,293.59,293.59,294.5,294.38,294.38,294.38,294.76,294.76,294.76,298.66,298.59,298.59,298.59,298.62,298.68,298.68,298.68,298.68,298.64,298.64,298.64,298.64,299.25,299.25,299.29,299.29,299.3,299.3,299.3,299.3,299.28,299.28,299.28,299.26,295.72,295.72,295.67,295.67,295.47,295.47,295.47,295.47,295.65,295.65,295.65,295.65,298.684,298.685,298.685,298.771,299.16,299.16,299.16,299.16,299.121,299.121,299.121,299.121,299.232,299.232,299.232,299.232,299.007,299.007,298.999,298.96,293.877,293.877,294.032,294.032,293.976,293.976,293.976,293.976,294.14,294.14,294.14,294.14,294.173,294.132,294.132,294.132,294.23,294.23,294.198,294.198,294.198,297.044,297.044,297.003,297.003
"2000-04",,,,,,,,,,,,,,,,,,,,,,294.23,295.38,295.55,295.55,295.99,295.99,295.87,295.87,298.14,298.14,298.14,298.14,299.47,299.4,299.4,299.4,299.57,299.57,299.57,303.8,303.73,303.73,303.73,303.64,303.75,303.75,303.75,303.75,304.15,304.15,304.15,304.15,303.96,303.96,303.91,303.91,303.83,303.83,303.83,303.83,303.66,303.66,303.66,303.64,298.27,298.27,298.25,298.25,298.17,298.17,298.17,298.17,298.1,298.1,298.1,298.1,301.711,301.901,301.901,301.925,302.355,302.355,302.355,302.355,302.127,302.127,302.127,302.127,302.269,302.269,302.269,302.269,302.205,302.237,302.26,302.284,297.146,297.146,297.039,297.039,297.048,297.048,297.048,297.048,296.819,296.819,296.819,296.819,296.918,296.909,296.876,296.876,296.877,296.877,296.909,296.909,296.909,299.808,299.808,299.865,299.865
"2000-07",,,,,,,,,,,,,,,,,,,,,,,297.12,296.45,296.45,297.22,297.22,297.2,297.2,299.68,299.68,299.68,299.68,300.98,301.16,301.16,301.16,300.65,300.65,300.65,305.91,306.02,306.02,306.02,305.96,305.77,305.77,305.77,305.77,305.59,305.59,305.59,305.59,305.43,305.43,305.41,305.41,305.33,305.33,305.33,305.33,305.46,305.37,305.37,305.44,300.58,300.58,300.71,300.71,300.88,300.88,300.88,300.88,300.85,300.85,300.85,300.85,303.659,303.722,303.722,303.747,304.102,304.102,304.102,304.102,304.412,304.412,304.412,304.412,304.076,304.076,304.076,304.076,304.11,304.11,304.103,304.094,298.329,298.329,297.892,297.892,297.899,297.899,297.899,297.899,298.131,298.131,298.131,298.131,297.999,298.089,298.089,298.089,298.057,298.057,298.089,298.089,298.089,301.629,301.629,301.554,301.554
"2000-10",,,,,,,,,,,,,,,,,,,,,,,,297.97,297.97,297.33,297.33,297.7,297.7,299.67,299.67,299.67,299.67,301.43,301.44,301.44,301.44,301.91,301.91,301.91,305.7,305.75,305.75,305.75,305.87,305.65,305.65,305.65,305.65,305.5,305.5,305.5,305.5,305.71,305.71,305.75,305.75,305.88,305.88,305.88,305.88,305.98,306.07,306.07,306.05,300.46,300.46,300.4,300.4,300.54,300.54,300.54,300.54,300.6,300.6,300.6,300.6,303.716,303.461,303.461,303.327,303.88,303.88,303.88,303.88,303.458,303.458,303.458,303.458,303.602,303.602,303.602,303.602,303.952,303.952,303.945,303.968,297.896,297.896,298.285,298.285,298.291,298.291,298.291,298.291,298.093,298.093,298.093,298.093,298.06,298.018,298.051,298.051,298.052,298.052,298.018,298.018,298.018,303.242,303.242,303.301,303.301
"2001-01",,,,,,,,,,,,,,,,,,,,,,,,,300.22,302.13,302.53,302.53,302.53,305.15,305.15,305.15,305.15,305.63,305.47,305.47,305.47,306.59,306.59,306.59,310.69,310.9,310.9,310.9,310.9,311.16,311.16,311.16,311.16,311.22,311.22,311.22,311.22,311.59,311.59,311.65,311.65,311.63,311.63,311.63,311.63,311.63,311.65,311.65,311.59,306.04,306.04,306.01,306.01,306.09,306.09,306.09,306.09,306.21,306.21,306.21,306.21,309.662,309.71,309.71,309.742,310.397,310.397,310.397,310.397,310.405,310.405,310.405,310.405,310.533,310.533,310.533,310.565,310.321,310.321,310.313,310.417,305.078,305.078,305.219,305.219,305.197,305.197,305.197,305.197,305.556,305.556,305.556,305.556,305.556,305.547,305.522,305.522,305.589,305.589,305.564,305.564,305.564,308.405,308.405,308.38,308.38
"2001-04",,,,,,,,,,,,,,,,,,,,,,,,,,306.16,306.38,306.16,306.16,309.53,309.53,309.53,309.53,308.76,308.69,308.69,308.69,309.84,309.84,309.84,315.09,315.44,315.44,315.44,315.34,315.5,315.5,315.5,315.5,315.82,315.82,315.82,315.82,315.61,315.61,315.58,315.58,315.43,315.43,315.43,315.43,315.25,315.28,315.28,315.25,308.78,308.78,308.75,308.75,308.79,308.79,308.79,308.79,308.66,308.66,308.66,308.66,312.072,312.248,312.248,312.282,312.793,312.793,312.793,312.793,312.576,312.576,312.576,312.576,312.706,312.706,312.706,312.706,312.723,312.723,312.715,312.723,306.353,306.353,306.193,306.193,306.167,306.167,306.167,306.167,305.992,305.992,305.992,305.992,306.026,306.017,305.991,305.991,306.025,306.025,306.034,306.034,306.034,307.97,307.97,308.013,308.013
"2001-07",,,,,,,,,,,,,,,,,,,,,,,,,,,306.07,305.6,305.6,309.67,309.67,309.67,309.67,310.23,310.47,310.47,310.47,311.57,311.57,311.57,317.02,317.44,317.44,317.44,317.31,316.98,316.98,316.98,316.98,316.9,316.9,316.9,316.9,316.8,316.8,316.71,316.71,316.63,316.63,316.63,316.63,316.84,316.69,316.69,316.81,309.87,309.87,309.96,309.96,310.07,310.07,310.07,310.07,310,310,310,310,313.827,313.811,313.811,313.844,314.268,314.268,314.268,314.268,314.406,314.406,314.406,314.406,314.18,314.18,314.18,314.148,314.165,314.197,314.189,314.133,307.809,307.809,307.414,307.414,307.422,307.422,307.422,307.422,307.584,307.584,307.584,307.584,307.516,307.575,307.584,307.584,307.549,307.549,307.558,307.558,307.558,310.155,310.155,310.129,310.129
"2001-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,305.23,305.23,309.19,309.19,309.19,309.19,309.06,309.07,309.07,309.07,310.18,310.18,310.18,315.33,315.46,315.46,315.46,315.67,315.46,315.46,315.46,315.46,315.22,315.22,315.22,315.22,315.41,315.41,315.47,315.47,315.73,315.73,315.73,315.73,315.79,315.89,315.89,315.86,309.28,309.28,309.25,309.25,309.32,309.32,309.32,309.32,309.41,309.41,309.41,309.41,313.409,313.2,313.2,313.102,313.699,313.699,313.699,313.699,313.48,313.48,313.48,313.48,313.513,313.513,313.513,313.513,313.852,313.884,313.909,313.852,308.208,308.208,308.622,308.622,308.662,308.662,308.662,308.662,308.418,308.418,308.418,308.418,308.385,308.342,308.385,308.385,308.384,308.384,308.393,308.393,308.393,313.151,313.151,313.159,313.159
"2002-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.9,309.36,309.35,309.27,309.27,308.04,307.85,307.85,307.85,309.2,309.2,309.2,314.31,314.36,314.36,314.36,314.33,313.76,313.76,313.76,313.76,313.9,313.9,313.9,313.9,314.06,314.06,314.09,314.09,314.05,314.05,314.05,314.05,314.09,314.12,314.12,314.06,309.2,309.2,309.17,309.17,309.3,309.3,309.3,309.3,309.32,309.32,309.32,309.32,312.106,312.171,312.171,312.188,312.809,312.809,312.809,312.809,312.718,312.718,312.718,312.718,312.882,312.882,312.882,312.882,312.782,312.815,312.823,312.986,305.567,305.567,305.677,305.677,305.672,305.672,305.672,305.672,305.96,305.96,305.96,305.96,306.079,306.045,306.028,306.037,306.045,306.045,306.045,306.045,306.045,312.062,312.062,312.063,312.063
"2002-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.24,309.99,310.09,310.09,309.17,309.09,309.09,309.09,309.78,309.78,309.78,315.72,315.78,315.78,315.78,315.66,315.23,315.23,315.23,315.23,315.43,315.43,315.43,315.43,315.59,315.59,315.56,315.56,315.36,315.36,315.36,315.36,315.19,315.19,315.19,315.16,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.9,308.9,308.9,308.9,312.261,312.424,312.424,312.441,312.895,312.895,312.895,312.895,312.707,312.707,312.707,312.707,312.74,312.74,312.74,312.74,312.577,312.577,312.585,312.553,304.405,304.405,304.243,304.243,304.236,304.236,304.236,304.236,304.081,304.081,304.081,304.081,304.03,304.03,304.013,304.022,304.032,304.032,304.032,304.032,304.032,310.427,310.427,310.462,310.462
"2002-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87,311.55,311.55,309.91,310.19,310.19,310.19,311.66,311.66,311.66,318.61,318.69,318.69,318.69,318.5,317.4,317.4,317.4,317.4,317.37,317.37,317.37,317.37,317.1,317.1,317.01,317.01,316.87,316.87,316.87,316.87,317.01,316.88,316.88,317.01,310.03,310.03,310.03,310.03,310.07,310.07,310.07,310.07,310.1,310.1,310.1,310.1,313.818,313.818,313.818,313.802,314.49,314.49,314.49,314.49,314.629,314.629,314.629,314.629,314.596,314.596,314.596,314.596,314.596,314.596,314.571,314.474,307.249,307.249,306.917,306.917,306.908,306.908,306.908,306.908,307.027,307.027,307.027,307.027,307.01,307.044,307.095,307.104,307.044,307.044,307.044,307.044,307.044,313.94,313.94,313.905,313.905
"2002-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.63,312.63,310.58,310.59,310.59,310.59,312.71,312.71,312.71,319.02,318.78,318.78,318.78,319.12,317.94,317.94,317.94,317.94,317.61,317.61,317.61,317.61,317.68,317.68,317.78,317.78,318.14,318.14,318.14,318.14,318.22,318.31,318.31,318.28,313.04,313.04,313.05,313.05,313.21,313.21,313.21,313.21,313.16,313.16,313.16,313.16,316.737,316.508,316.508,316.491,317.307,317.307,317.307,317.307,317.643,317.643,317.643,317.643,317.544,317.544,317.544,317.544,317.872,317.872,317.881,317.847,309.342,309.342,309.725,309.725,309.715,309.715,309.715,309.715,309.564,309.564,309.564,309.564,309.512,309.512,309.495,309.468,309.476,309.476,309.476,309.476,309.476,315.855,315.855,315.855,315.855
"2003-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.72,313.71,313.21,313.31,313.29,314.43,314.43,314.43,320.99,320.94,320.94,320.94,320.91,319.03,319.03,319.03,319.03,319.71,319.71,319.71,319.71,320.37,320.37,320.43,320.43,320.36,320.36,320.36,320.36,320.44,320.44,320.44,320.4,316.57,316.57,316.58,316.58,316.78,316.78,316.78,316.78,316.73,316.73,316.73,316.73,319.893,319.952,319.952,319.952,320.652,320.652,320.652,320.652,320.535,320.535,320.535,320.535,320.568,320.568,320.568,320.601,320.451,320.451,320.451,320.551,311.671,311.671,311.74,311.74,311.718,311.718,311.718,311.718,312.037,312.037,312.037,312.037,312.072,312.072,312.011,312.011,312.072,312.072,312.072,312.072,312.072,319.329,319.329,319.355,319.355
