"","2005-05-24","2005-08-23","2005-11-22","2006-02-22","2006-05-23","2006-08-24","2006-11-23","2007-02-22","2007-05-24","2007-08-23","2007-11-22","2008-02-26","2008-05-27","2008-08-26","2008-11-25","2009-02-25","2009-05-26","2009-08-25","2009-11-24","2010-02-24","2010-05-21","2010-08-24","2010-11-23","2011-02-24","2011-05-24","2011-09-01","2011-11-24","2012-02-24","2012-05-24","2012-08-23","2012-11-23","2013-02-22","2013-05-24","2013-08-23","2013-11-22","2014-02-25","2014-05-23","2014-09-01","2014-11-25","2015-02-24","2015-05-22","2015-08-25","2015-11-24","2016-02-23","2016-05-24","2016-08-24","2016-11-24","2017-02-23","2017-05-23","2017-08-25","2017-11-23","2018-02-23","2018-05-24","2018-08-24","2018-11-23","2019-02-22","2019-05-23","2019-08-27","2019-11-22","2020-02-25","2020-05-25","2020-08-25","2020-11-24","2021-02-24","2021-05-25","2021-08-24","2021-11-25","2022-02-25","2022-05-25","2022-08-25","2022-11-25","2023-02-24","2023-05-25","2023-08-25","2023-10-12","2023-11-24","2024-02-23","2024-05-24","2024-08-30","2024-11-22","2025-02-25","2025-05-23","2025-08-22","2025-11-25"
"2002-10",97.06,96.95,96.95,96.95,96.8,96.65,96.67,96.65,96.65,96.53,96.54,96.54,96.6,97,97,97,97,96.96,96.96,96.96,96.95,96.99,96.99,96.99,97.01,96.86,96.86,96.86,96.86,96.88,96.88,96.88,96.88,96.91,96.91,96.91,96.91,109.842,109.845,109.845,109.845,109.529,109.531,109.531,109.531,109.531,109.531,109.531,109.531,109.574,109.574,109.574,109.574,109.557,109.562,109.562,109.562,109.345,109.345,109.345,109.345,109.429,109.429,109.429,109.454,109.474,109.474,109.474,109.474,109.447,109.447,109.447,109.447,109.435,109.435,109.435,109.418,109.418,109.437,109.437,109.437,109.443,109.417,109.417
"2003-01",96.12,96.93,96.93,96.93,97.04,96.89,96.88,96.9,96.9,97.3,97.29,97.29,97.26,97.12,97.12,97.12,97.12,97.14,97.14,97.14,97.15,97.2,97.2,97.2,97.21,96.19,96.19,96.19,96.19,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,109.285,109.289,109.289,109.289,109.031,109.017,109.017,109.017,109.014,109.014,109.014,109.014,109.061,109.061,109.061,109.061,109.029,109.029,109.029,109.029,108.643,108.643,108.643,108.643,108.636,108.636,108.636,108.613,108.55,108.551,108.551,108.551,108.587,108.587,108.587,108.587,108.622,108.622,108.622,108.617,108.617,108.603,108.603,108.603,108.603,108.595,108.595
"2003-04",95.51,96.53,96.53,96.53,96.68,96.65,96.57,96.58,96.58,97.27,97.26,97.26,97.2,96.95,96.95,96.95,96.95,96.91,96.91,96.91,96.92,96.82,96.82,96.82,96.79,95.53,95.53,95.53,95.53,95.59,95.59,95.59,95.59,95.63,95.63,95.63,95.63,108.544,108.547,108.547,108.547,108.323,108.324,108.324,108.324,108.327,108.327,108.327,108.327,108.353,108.353,108.353,108.353,108.345,108.345,108.345,108.345,107.967,107.967,107.967,107.967,107.918,107.918,107.918,107.919,108.045,108.044,108.044,108.044,108.07,108.07,108.07,108.07,108.091,108.091,108.091,108.099,108.099,108.049,108.049,108.049,108.049,108.036,108.036
"2003-07",94.82,95.94,95.94,95.94,95.87,96.08,96.16,96.14,96.14,96.67,96.68,96.68,96.67,96.9,96.9,96.9,96.9,96.93,96.93,96.93,96.93,96.95,96.95,96.95,96.95,95.74,95.74,95.74,95.74,95.78,95.78,95.78,95.78,95.71,95.71,95.71,95.71,108.61,108.61,108.61,108.61,108.494,108.503,108.503,108.503,108.51,108.51,108.51,108.51,108.517,108.517,108.517,108.517,108.51,108.51,108.51,108.51,108.29,108.29,108.29,108.29,108.287,108.287,108.287,108.289,108.25,108.25,108.25,108.25,108.26,108.26,108.26,108.26,108.272,108.272,108.272,108.29,108.29,108.197,108.197,108.197,108.197,108.208,108.208
"2003-10",95.88,96.61,96.61,96.61,96.41,96.12,96.13,96.12,96.12,96.39,96.41,96.41,96.52,96.82,96.82,96.82,96.82,96.83,96.83,96.83,96.82,96.89,96.89,96.89,96.93,95.74,95.74,95.74,95.74,95.75,95.75,95.75,95.75,95.75,95.75,95.75,95.75,108.721,108.722,108.722,108.722,108.539,108.543,108.543,108.543,108.542,108.542,108.542,108.542,108.574,108.574,108.574,108.574,108.573,108.573,108.573,108.573,108.175,108.175,108.175,108.175,108.225,108.225,108.225,108.244,108.29,108.29,108.29,108.29,108.321,108.321,108.321,108.321,108.318,108.318,108.318,108.298,108.298,108.385,108.385,108.385,108.385,108.378,108.378
"2004-01",93.35,94.92,94.92,94.92,95.07,95.75,95.75,95.79,95.79,96.27,96.25,96.25,96.18,96.03,96.03,96.03,96.03,96.06,96.06,96.06,96.08,96.14,96.14,96.14,96.13,95,95,95,95,95.01,95.01,95.01,95.01,94.97,94.97,94.97,94.97,108.405,108.405,108.405,108.405,108.269,108.258,108.258,108.258,108.234,108.234,108.234,108.234,108.25,108.25,108.25,108.25,108.214,108.214,108.214,108.214,106.512,106.512,106.512,106.512,106.473,106.473,106.473,106.46,106.376,106.376,106.376,106.376,106.367,106.367,106.367,106.367,106.379,106.379,106.379,106.371,106.371,106.256,106.256,106.256,106.261,106.247,106.247
"2004-04",93.82,95,95,95,95.16,94.77,94.65,94.66,94.66,95.89,95.85,95.85,95.77,95.77,95.77,95.77,95.77,95.76,95.76,95.76,95.77,95.74,95.74,95.74,95.66,94.5,94.5,94.5,94.5,94.54,94.54,94.54,94.54,94.57,94.57,94.57,94.57,108.11,108.11,108.11,108.11,107.63,107.63,107.63,107.63,107.626,107.626,107.626,107.626,107.637,107.637,107.637,107.637,107.627,107.627,107.627,107.627,107.712,107.712,107.712,107.712,107.653,107.653,107.653,107.653,107.757,107.757,107.757,107.757,107.779,107.779,107.779,107.779,107.794,107.794,107.794,107.808,107.808,107.772,107.772,107.772,107.77,107.772,107.772
"2004-07",94.37,95.92,95.92,95.92,95.83,95.64,95.74,95.65,95.65,96.26,96.31,96.31,96.28,96.45,96.45,96.45,96.45,96.47,96.47,96.47,96.47,96.35,96.35,96.35,96.36,95.1,95.1,95.1,95.1,95.13,95.13,95.13,95.13,95.06,95.06,95.06,95.06,108.463,108.461,108.461,108.461,108.384,108.392,108.392,108.392,108.417,108.417,108.417,108.417,108.418,108.418,108.418,108.418,108.404,108.404,108.404,108.404,107.641,107.641,107.641,107.641,107.634,107.634,107.634,107.635,107.607,107.607,107.607,107.607,107.612,107.612,107.612,107.612,107.614,107.614,107.614,107.622,107.622,107.569,107.569,107.569,107.569,107.579,107.579
"2004-10",94.49,95.56,95.56,95.56,95.33,95.55,95.56,95.61,95.61,96.1,96.11,96.11,96.28,95.89,95.89,95.89,95.89,95.99,95.99,95.99,95.96,96.12,96.12,96.12,96.17,94.6,94.6,94.6,94.6,94.57,94.57,94.57,94.57,94.47,94.47,94.46,94.46,108.057,108.056,108.056,108.056,107.858,107.863,107.863,107.863,107.847,107.847,107.847,107.847,107.804,107.804,107.804,107.804,107.815,107.815,107.815,107.815,107.119,107.119,107.119,107.119,107.082,107.082,107.082,107.094,107.128,107.128,107.128,107.128,107.219,107.219,107.219,107.219,107.21,107.21,107.21,107.196,107.196,107.207,107.207,107.207,107.204,107.246,107.246
"2005-01",92.8,94.64,94.64,94.62,94.8,95.32,95.34,95.36,95.36,95.16,95.15,95.15,95.03,94.89,94.89,94.89,94.89,94.69,94.69,94.69,94.71,94.78,94.78,94.78,94.78,93.61,93.61,93.61,93.61,93.64,93.64,93.64,93.64,93.68,93.68,93.68,93.68,106.491,106.492,106.492,106.492,106.584,106.576,106.576,106.576,106.532,106.532,106.532,106.532,106.6,106.6,106.6,106.6,106.562,106.561,106.561,106.561,105.71,105.71,105.71,105.71,105.731,105.731,105.731,105.727,105.652,105.652,105.652,105.652,105.676,105.676,105.676,105.676,105.722,105.722,105.722,105.666,105.666,105.618,105.618,105.618,105.616,105.591,105.591
"2005-04",,94.49,94.52,94.65,94.84,94.94,94.8,94.78,94.78,95.76,95.68,95.68,95.59,96.16,96.16,96.16,96.16,96.01,96.01,96.01,96.02,96.01,96.01,96.01,95.89,94.74,94.74,94.74,94.74,94.8,94.8,94.8,94.8,94.77,94.77,94.78,94.78,107.957,107.957,107.957,107.957,108.074,108.073,108.073,108.073,108.105,108.105,108.105,108.105,108.063,108.063,108.063,108.063,108.083,108.082,108.082,108.082,107.474,107.474,107.474,107.474,107.404,107.404,107.404,107.405,107.48,107.48,107.48,107.48,107.493,107.493,107.493,107.497,107.483,107.483,107.483,107.555,107.555,107.425,107.425,107.425,107.423,107.455,107.455
"2005-07",,,96.5,96.27,96.16,96.74,96.86,96.7,96.7,97.42,97.52,97.52,97.5,97.69,97.69,97.69,97.69,97.43,97.43,97.43,97.43,97.26,97.26,97.26,97.22,95.8,95.8,95.8,95.8,95.82,95.82,95.82,95.82,95.75,95.75,95.75,95.75,109.52,109.519,109.519,109.519,109.672,109.68,109.68,109.68,109.702,109.702,109.702,109.702,109.709,109.709,109.709,109.709,109.709,109.708,109.708,109.708,109.149,109.149,109.149,109.149,109.125,109.125,109.125,109.124,109.121,109.121,109.121,109.121,109.142,109.142,109.142,109.138,109.135,109.135,109.135,109.163,109.163,109.091,109.091,109.091,109.096,109.106,109.106
"2005-10",,,,97.24,96.98,98.04,98.04,98.19,98.19,100.51,100.51,100.51,100.74,100.11,100.11,100.11,100.11,100.05,100.05,100.05,100.01,100.19,100.19,100.19,100.34,98.61,98.61,98.61,98.61,98.56,98.56,98.56,98.56,98.5,98.5,98.49,98.49,112.188,112.188,112.188,112.188,112.547,112.547,112.547,112.547,112.532,112.532,112.532,112.532,112.527,112.527,112.527,112.527,112.512,112.517,112.517,112.517,112.221,112.221,112.221,112.221,112.2,112.2,112.2,112.206,112.246,112.246,112.246,112.246,112.35,112.35,112.35,112.35,112.353,112.353,112.353,112.308,112.308,112.39,112.39,112.39,112.389,112.418,112.418
"2006-01",,,,,96.3,97.65,98.2,98.49,98.49,98.32,98.33,98.33,98.19,99.13,99.13,99.13,99.13,99.16,99.16,99.16,99.2,99.41,99.41,99.41,99.37,98.35,98.35,98.35,98.35,98.4,98.4,98.4,98.4,98.31,98.31,98.3,98.3,111.348,111.346,111.346,111.346,111.931,111.931,111.931,111.931,111.83,111.83,111.83,111.83,111.816,111.816,111.816,111.816,111.769,111.769,111.769,111.769,111.291,111.291,111.291,111.291,111.237,111.237,111.237,111.237,111.144,111.144,111.144,111.144,111.118,111.118,111.118,111.117,111.116,111.116,111.116,111.04,111.04,110.846,110.846,110.846,110.846,110.855,110.855
"2006-04",,,,,,101.17,102.75,103.02,103,104.91,104.76,104.76,104.65,106.19,106.19,106.19,106.19,106.08,106.08,106.08,106.1,106.24,106.24,106.24,106.09,104.73,104.73,104.73,104.73,104.78,104.78,104.78,104.78,104.89,104.89,104.89,104.89,118.074,118.069,118.069,118.069,118.542,118.542,118.542,118.542,118.598,118.598,118.598,118.598,118.649,118.649,118.649,118.649,118.635,118.633,118.633,118.633,118.621,118.621,118.621,118.621,118.591,118.591,118.591,118.588,118.682,118.682,118.682,118.682,118.704,118.704,118.704,118.707,118.758,118.758,118.758,118.885,118.885,118.87,118.87,118.87,118.87,118.858,118.858
"2006-07",,,,,,,104.32,104.93,105.06,106.37,106.53,106.53,106.51,107.88,107.88,107.88,107.88,107.58,107.58,107.58,107.57,107.46,107.46,107.46,107.37,105.87,105.87,105.87,105.87,105.91,105.91,105.91,105.91,105.87,105.87,105.88,105.88,119.425,119.424,119.424,119.424,120.165,120.165,120.165,120.165,120.198,120.198,120.198,120.198,120.239,120.239,120.239,120.239,120.221,120.221,120.221,120.221,119.581,119.581,119.581,119.581,119.558,119.558,119.558,119.561,119.633,119.633,119.633,119.633,119.652,119.652,119.652,119.651,119.631,119.631,119.631,119.669,119.669,119.72,119.72,119.72,119.72,119.738,119.738
"2006-10",,,,,,,,106.36,106.59,108.78,108.76,108.76,109.02,110.56,110.56,110.56,110.56,110.73,110.73,110.73,110.68,111.02,111.02,111.02,111.3,109.57,109.57,109.57,109.57,109.54,109.54,109.54,109.54,109.49,109.49,109.48,109.48,123.615,123.62,123.62,123.62,124.383,124.383,124.383,124.383,124.387,124.387,124.387,124.387,124.406,124.406,124.406,124.406,124.385,124.385,124.385,124.385,123.44,123.44,123.44,123.44,123.448,123.448,123.448,123.449,123.45,123.45,123.45,123.45,123.456,123.456,123.456,123.455,123.492,123.492,123.492,123.402,123.402,123.436,123.436,123.436,123.436,123.41,123.41
"2007-01",,,,,,,,,112.64,113.14,113.19,113.11,112.93,113.13,113.13,113.13,113.13,113.88,113.88,113.88,113.94,114,114,114,113.84,112.2,112.2,112.2,112.2,112.25,112.25,112.25,112.25,112.17,112.17,112.16,112.16,126.095,126.096,126.096,126.096,126.144,126.146,126.146,126.146,125.996,125.996,125.996,125.99,125.983,125.983,125.983,125.983,125.947,125.949,125.949,125.949,125.741,125.741,125.741,125.741,125.7,125.7,125.7,125.698,125.658,125.658,125.658,125.658,125.667,125.667,125.667,125.664,125.674,125.674,125.674,125.566,125.566,125.451,125.451,125.451,125.451,125.444,125.444
"2007-04",,,,,,,,,,111.9,112.15,111.91,111.78,112.45,112.45,112.45,112.45,113.02,113.02,113.02,113.04,112.67,112.67,112.67,112.5,110.93,110.93,110.93,110.93,111,111,111,111,111.18,111.18,111.2,111.2,125.188,125.186,125.186,125.186,125.292,125.286,125.286,125.286,125.384,125.384,125.384,125.384,125.437,125.437,125.437,125.437,125.421,125.42,125.42,125.42,124.178,124.178,124.178,124.178,124.15,124.15,124.15,124.147,124.252,124.252,124.252,124.252,124.246,124.246,124.246,124.253,124.322,124.322,124.322,124.527,124.527,124.575,124.575,124.575,124.575,124.551,124.551
"2007-07",,,,,,,,,,,112.92,112.67,112.65,113.71,113.71,113.71,113.71,113.86,113.86,113.86,113.84,113.31,113.31,113.31,113.14,111.53,111.53,111.53,111.53,111.54,111.54,111.54,111.54,111.5,111.5,111.51,111.51,125.902,125.91,125.91,125.91,126.206,126.206,126.206,126.206,126.266,126.266,126.266,126.272,126.31,126.31,126.31,126.31,126.283,126.284,126.284,126.284,125.033,125.033,125.033,125.033,125.01,125.01,125.01,125.014,125.121,125.121,125.121,125.121,125.145,125.145,125.145,125.142,125.1,125.1,125.1,125.149,125.149,125.136,125.136,125.136,125.144,125.168,125.168
"2007-10",,,,,,,,,,,,113.74,114.08,115.93,115.93,115.93,115.93,116.47,116.47,116.47,116.41,116.38,116.38,116.38,116.86,115.06,115.06,115.06,115.06,115,115,115,115,114.99,114.99,114.97,114.97,129.143,129.146,129.146,129.146,129.783,129.787,129.787,129.787,129.789,129.789,129.789,129.789,129.817,129.817,129.817,129.817,129.807,129.809,129.809,129.809,128.203,128.203,128.203,128.203,128.256,128.256,128.256,128.258,128.181,128.181,128.181,128.181,128.1,128.1,128.1,128.101,128.14,128.14,128.14,127.994,127.994,128.006,128.006,128.006,127.998,127.956,127.956
"2008-01",,,,,,,,,,,,,118.93,120.64,120.37,120.45,120.45,120.13,120.13,120.13,120.2,119.71,119.71,119.71,119.47,116.66,116.66,116.66,116.66,116.36,116.36,116.36,116.36,116.44,116.44,116.42,116.42,131.162,131.165,131.165,131.165,131.403,131.415,131.415,131.415,131.245,131.239,131.239,131.233,131.275,131.275,131.275,131.275,131.262,131.266,131.266,131.266,130.244,130.244,130.244,130.244,130.271,130.271,130.271,130.274,130.3,130.299,130.299,130.299,130.389,130.389,130.389,130.384,130.411,130.411,130.411,130.31,130.31,130.34,130.34,130.34,130.333,130.328,130.328
"2008-04",,,,,,,,,,,,,,118.99,119.13,119.19,119.19,117.76,117.76,117.76,117.78,116.77,116.77,116.77,116.6,114.31,114.31,114.31,114.31,114.09,114.09,114.09,114.09,114.12,114.12,114.17,114.17,128.592,128.594,128.594,128.594,129.283,129.269,129.269,129.269,129.364,129.364,129.364,129.358,129.359,129.359,129.359,129.359,129.379,129.371,129.371,129.371,128.448,128.448,128.443,128.443,128.379,128.379,128.379,128.377,128.454,128.455,128.455,128.455,128.414,128.414,128.414,128.419,128.49,128.49,128.49,128.704,128.704,128.561,128.561,128.561,128.561,128.555,128.555
"2008-07",,,,,,,,,,,,,,,119.86,120.2,120.17,118.79,118.79,118.79,118.77,117.75,117.75,117.75,117.52,115.07,115.07,115.07,115.07,114.75,114.75,114.75,114.75,114.62,114.62,114.63,114.63,129.383,129.383,129.383,129.383,130.171,130.178,130.178,130.178,130.247,130.253,130.253,130.259,130.28,130.28,130.28,130.28,130.26,130.264,130.264,130.264,129.187,129.187,129.187,129.187,129.147,129.147,129.147,129.151,129.203,129.204,129.204,129.204,129.231,129.231,129.231,129.225,129.141,129.141,129.141,129.189,129.189,129.162,129.162,129.162,129.169,129.202,129.202
"2008-10",,,,,,,,,,,,,,,,116.78,116.76,116.24,116.24,116.24,116.17,115.42,115.42,115.42,116.05,113.44,113.44,113.44,113.44,113.1,113.1,113.1,113.1,113.05,113.05,113.03,113.03,127.625,127.623,127.623,127.623,128.556,128.553,128.553,128.553,128.576,128.576,128.576,128.582,128.584,128.584,128.584,128.584,128.573,128.577,128.577,128.577,127.706,127.706,127.711,127.711,127.747,127.747,127.747,127.743,127.622,127.623,127.623,127.623,127.678,127.678,127.678,127.683,127.729,127.729,127.729,127.568,127.568,127.61,127.61,127.61,127.61,127.578,127.578
"2009-01",,,,,,,,,,,,,,,,,106.75,106.88,106.89,106.78,106.86,106.38,106.38,106.38,106.1,102.99,102.99,102.99,102.99,102.97,102.97,102.97,102.97,103.09,103.09,103.04,103.04,117.749,117.75,117.75,117.75,117.514,117.526,117.526,117.526,117.358,117.351,117.351,117.342,117.369,117.369,117.369,117.369,117.345,117.354,117.354,117.354,117.504,117.504,117.504,117.504,117.479,117.479,117.479,117.484,117.563,117.561,117.561,117.561,117.602,117.602,117.602,117.598,117.626,117.626,117.626,117.524,117.524,117.14,117.14,117.14,117.14,117.117,117.117
"2009-04",,,,,,,,,,,,,,,,,,107.44,107.35,107.32,107.27,104.93,104.93,104.93,104.68,101.21,101.21,101.21,101.21,101.05,101.05,101.05,101.05,101.18,101.18,101.26,101.26,116.592,116.594,116.594,116.594,116.927,116.913,116.913,116.913,116.989,116.988,116.988,116.973,117.018,117.018,117.018,117.018,117.005,116.991,116.991,116.991,117.194,117.194,117.189,117.189,117.171,117.171,117.171,117.173,117.326,117.326,117.326,117.326,117.318,117.318,117.318,117.326,117.413,117.413,117.413,117.645,117.645,117.364,117.364,117.364,117.362,117.35,117.35
"2009-07",,,,,,,,,,,,,,,,,,,108.59,107.97,107.77,105.57,105.57,105.57,105.3,101.85,101.85,101.85,101.85,101.64,101.64,101.64,101.64,101.46,101.46,101.47,101.47,117.115,117.114,117.114,117.114,117.639,117.643,117.643,117.643,117.732,117.736,117.736,117.751,117.773,117.773,117.773,117.773,117.748,117.751,117.751,117.751,117.852,117.852,117.852,117.852,117.835,117.835,117.835,117.833,117.835,117.835,117.835,117.835,117.846,117.846,117.846,117.842,117.767,117.767,117.767,117.81,117.81,117.406,117.406,117.406,117.412,117.446,117.446
"2009-10",,,,,,,,,,,,,,,,,,,,107.52,106.92,104.84,104.84,104.84,105.62,102.37,102.37,102.37,102.37,102.2,102.2,102.2,102.2,102.02,102.02,101.98,101.98,117.763,117.763,117.763,117.763,118.35,118.348,118.348,118.348,118.357,118.361,118.361,118.371,118.322,118.322,118.322,118.322,118.327,118.33,118.33,118.33,117.645,117.645,117.65,117.65,117.613,117.613,117.613,117.607,117.418,117.42,117.42,117.42,117.489,117.489,117.489,117.489,117.512,117.512,117.512,117.339,117.339,116.955,116.955,116.955,116.951,116.961,116.961
"2010-01",,,,,,,,,,,,,,,,,,,,,104.92,105.79,105.77,106.07,105.75,102.2,102.2,102.2,102.2,102.5,102.5,102.5,102.5,102.52,102.52,102.46,102.46,117.202,117.423,117.423,117.423,118.392,118.407,118.407,118.407,118.187,118.181,118.181,118.156,118.21,118.21,118.21,118.21,118.2,118.207,118.207,118.207,118.164,118.164,118.164,118.164,118.14,118.14,118.14,118.142,118.281,118.28,118.28,118.28,118.296,118.296,118.296,118.29,118.335,118.335,118.335,118.235,118.235,118.27,118.27,118.27,118.27,118.22,118.22
"2010-04",,,,,,,,,,,,,,,,,,,,,,110.98,111.96,112.38,112.12,108.51,108.51,108.51,108.51,109.3,109.3,109.3,109.3,109.13,109.13,109.25,109.25,124.879,125.04,125.04,125.04,125.951,125.933,125.933,125.933,125.992,125.993,125.993,125.973,126.017,126.017,126.017,126.017,125.988,125.978,125.978,125.978,126.004,126.004,125.999,125.999,125.951,125.951,125.951,125.953,126.11,126.109,126.109,126.109,126.095,126.095,126.095,126.098,126.199,126.199,126.199,126.425,126.425,126.619,126.619,126.619,126.615,126.614,126.614
"2010-07",,,,,,,,,,,,,,,,,,,,,,,113.61,114.26,113.9,110.32,110.32,110.32,110.32,110.94,110.94,110.94,110.94,110.63,110.63,110.62,110.62,125.956,126.129,126.129,126.129,127.68,127.689,127.689,127.689,127.844,127.849,127.849,127.871,127.918,127.918,127.918,127.918,127.896,127.898,127.898,127.898,127.682,127.682,127.682,127.682,127.651,127.651,127.651,127.654,127.631,127.631,127.631,127.631,127.644,127.644,127.644,127.643,127.545,127.545,127.545,127.592,127.592,127.793,127.793,127.793,127.795,127.836,127.836
"2010-10",,,,,,,,,,,,,,,,,,,,,,,,113.05,113.99,110.28,110.28,110.28,110.28,110.29,110.29,110.29,110.29,109.75,109.75,109.71,109.71,125.907,126.159,126.159,126.159,126.808,126.801,126.801,126.801,126.798,126.798,126.798,126.82,126.731,126.731,126.731,126.731,126.739,126.744,126.744,126.744,126.604,126.604,126.609,126.609,126.547,126.547,126.547,126.542,126.296,126.298,126.298,126.298,126.403,126.403,126.403,126.407,126.428,126.428,126.428,126.255,126.255,126.358,126.358,126.358,126.359,126.389,126.389
"2011-01",,,,,,,,,,,,,,,,,,,,,,,,,120.14,115.93,115.43,115.36,115.36,115.66,115.66,115.66,115.66,116.73,116.73,116.64,116.64,133.125,133.465,133.465,133.465,134.547,134.57,134.57,134.57,134.234,134.222,134.222,134.189,134.244,134.244,134.244,134.244,134.247,134.254,134.254,134.254,134.327,134.327,134.327,134.327,134.26,134.26,134.26,134.268,134.425,134.425,134.425,134.425,134.432,134.432,134.432,134.426,134.469,134.469,134.469,134.36,134.36,134.368,134.368,134.368,134.366,134.32,134.32
"2011-04",,,,,,,,,,,,,,,,,,,,,,,,,,116.72,116.27,115.86,115.86,116.49,116.49,116.49,116.49,116.97,116.97,117.13,117.13,134.953,135.254,135.254,135.254,136.044,136.011,136.011,136.011,136.098,136.098,136.098,136.053,136.093,136.093,136.093,136.093,136.07,136.063,136.063,136.063,135.813,135.813,135.808,135.808,135.784,135.784,135.784,135.791,135.938,135.938,135.938,135.938,135.909,135.909,135.909,135.913,136.013,136.013,136.013,136.246,136.246,136.353,136.353,136.353,136.351,136.342,136.342
"2011-07",,,,,,,,,,,,,,,,,,,,,,,,,,,117.61,116.56,116.56,117.33,117.33,117.33,117.33,118.04,118.04,118.04,118.04,135.646,135.994,135.994,135.994,137.452,137.468,137.468,137.468,137.683,137.695,137.695,137.73,137.779,137.779,137.779,137.779,137.741,137.748,137.748,137.748,138.244,138.244,138.244,138.244,138.222,138.222,138.222,138.217,138.206,138.206,138.206,138.206,138.232,138.232,138.232,138.231,138.111,138.111,138.111,138.159,138.159,138.513,138.513,138.513,138.519,138.556,138.556
"2011-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,118.32,118.32,118.83,118.83,118.83,118.83,119.21,119.21,119.14,119.14,136.662,137.106,137.106,137.106,137.848,137.843,137.843,137.843,137.855,137.855,137.855,137.897,137.811,137.811,137.811,137.811,137.798,137.798,137.798,137.798,138.283,138.283,138.288,138.288,138.226,138.226,138.226,138.216,137.978,137.978,137.978,137.978,138.117,138.117,138.117,138.12,138.16,138.16,138.16,137.988,137.988,138.354,138.354,138.354,138.352,138.397,138.397
"2012-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.47,118.17,118.25,118.07,118.21,119.17,119.17,119.07,119.07,137.904,138.228,138.228,138.228,139.541,139.573,139.573,139.573,139.153,139.128,139.128,139.059,139.116,139.116,139.116,139.116,139.146,139.153,139.153,139.153,139.512,139.512,139.512,139.512,139.403,139.403,139.403,139.415,139.526,139.525,139.525,139.525,139.499,139.499,139.499,139.494,139.524,139.524,139.524,139.416,139.416,139.548,139.548,139.548,139.546,139.51,139.51
"2012-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.39,115.97,116.04,116.19,117.32,117.32,117.51,117.51,137.604,137.752,137.752,137.752,138.797,138.749,138.749,138.749,138.712,138.718,138.718,138.661,138.694,138.694,138.694,138.694,138.636,138.629,138.629,138.629,139.699,139.699,139.684,139.684,139.684,139.684,139.684,139.693,139.831,139.83,139.83,139.83,139.796,139.796,139.796,139.796,139.922,139.922,139.922,140.154,140.154,140.405,140.405,140.405,140.403,140.404,140.404
"2012-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,116.13,116.15,117.83,117.83,117.82,117.82,137.899,138.129,138.129,138.129,139.699,139.723,139.723,139.723,139.593,139.612,139.612,139.656,139.722,139.722,139.722,139.722,139.669,139.662,139.662,139.662,140.096,140.096,140.096,140.096,140.1,140.1,140.1,140.093,140.117,140.118,140.118,140.118,140.159,140.159,140.159,140.159,140.058,140.058,140.058,140.106,140.106,140.495,140.495,140.495,140.5,140.537,140.537
"2012-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.83,115.38,117.61,117.61,117.52,117.52,138.15,138.559,138.559,138.559,139.144,139.136,139.136,139.136,138.585,138.585,138.585,138.667,138.61,138.61,138.61,138.61,138.592,138.587,138.587,138.587,139.846,139.846,139.861,139.861,139.917,139.917,139.917,139.902,139.728,139.728,139.728,139.728,139.66,139.66,139.66,139.665,139.673,139.673,139.673,139.502,139.502,139.817,139.817,139.817,139.815,139.792,139.792
"2013-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9,115.3,115.32,115.85,115.85,135.16,135.412,135.412,135.412,134.912,134.946,134.946,134.946,134.333,134.316,134.316,134.192,134.362,134.362,134.362,134.362,134.409,134.417,134.417,134.417,134.734,134.734,134.735,134.735,134.717,134.717,134.717,134.734,134.778,134.778,134.778,134.778,134.85,134.85,134.85,134.85,134.894,134.894,134.894,134.784,134.784,135.091,135.091,135.091,135.091,135.053,135.053
"2013-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.84,117.47,117.52,117.54,138.63,139.103,139.103,139.103,139.105,139.051,139.051,139.051,139.266,139.267,139.267,139.201,139.204,139.204,139.204,139.204,139.136,139.132,139.132,139.132,139.968,139.968,139.943,139.943,139.92,139.92,139.92,139.94,140.059,140.059,140.059,140.059,140.012,140.012,140.012,140.007,140.109,140.109,140.109,140.346,140.346,140.708,140.708,140.708,140.708,140.709,140.709
"2013-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,119.42,119.44,140.245,140.66,140.66,140.66,140.983,141.011,141.011,141.011,141.233,141.248,141.248,141.309,140.893,140.893,140.893,140.893,140.851,140.853,140.853,140.853,141.547,141.547,141.552,141.552,141.524,141.524,141.524,141.51,141.542,141.542,141.542,141.542,141.578,141.578,141.578,141.578,141.467,141.467,141.467,141.517,141.517,142.067,142.067,142.067,142.072,142.108,142.108
